ทวีปแอฟริกา	Afriko
งูหลามบอล	Reĝa pitono
วันอีด	Eid ul-Fitr
แชงกรี-ลา	Ŝangrilao
ลัทธิเปรอง	Peronismo
วงศ์เทียนดอก	Balzaminacoj
มุกห์ตารัน บีบี	Mukhtaran Bibi
อารามฟงต์แน	Abatejo de Fontenay
นิทรรศการ	Ekspozicio
วาริสเตอร์	Varistoro
นัมแดมุน	Namdemun
ภาพชีวิตวัยเยาว์ของศิลปิน	A Portrait of the Artist as a Young Man
บันยัน	Banjano
เครื่องราชอิสริยาภรณ์ขนแกะทองคำ (สเปน)	Ordeno de la Ora Ŝaffelo
ดอกเกอร์แบงก์	Dogger-benko
พันธมิตรสายการบิน	Flugkompania alianco
แขวงไชยบุรี	Provinco Sainjabuli
แขวงสุวรรณเขต	Provinco Savannaĥet
แขวงเชียงขวาง	Provinco Siangĥuang
แขวงอุดมไชย	Provinco Udomsai
กัฟซา	Gafsa
ยุโรปภาคพื้นทวีป	Kontinenta Eŭropo
เมษายน พ.ศ. 2548	Aprilo de 2005
ตาอีซ	Taiz
แรงงานเกณฑ์	Korveo
ฟ้ามิอาจกั้นรัก	Kabhi Khushi Kabhie Gham
ไอโซโทปของไฮโดรเจน	Izotopoj de hidrogeno
กฎผลคูณ	Derivaĵo de produto
ท่าอากาศยานนานาชาตินูอาร์ก ลิเบอร์ตี	Internacia Flughaveno Libereco de Newark
ตาลิส	Thalys
การทุ่มตลาด	Dumpingo
ไดซะกุ อิเกะดะ	Daisaku Ikeda
สึกะซะ โฮโจ	Hoĝo Cukasa
ฮนดะ ทะดะกะสึ	Honda Tadakatsu
โทะโยะนะกะ	Tojonaka
แอละโมกอร์โด	Alamogordo
ลัทธิสหัสวรรษ	Jarmilismo
สาธารณรัฐประชาชนแอลเบเนีย	Albana Socialisma Popola Respubliko
การดำรงอยู่	Ekzisto
อวงไกย์โอ	Huancayo (urbo)
ปอนโช	Ponĉo
ศิวลึงค์	Lingamo
ห้องเก็บเครื่องพิธี	Sakristio
เจ้าชายฟิลิป เคานต์แห่งแฟลนเดอส์	Filipo de Belgio (princo)
พระเจ้าควางจงแห่งโครยอ	Gwangjong de Goryeo
เจ้าสุวรรณภูมา	Souvanna Phouma
เจ้าชายย็อนซัน	Yeonsangun
ปรอสเตียยอฟ	Prostějov
โมจิ	Moĉio
วงศ์ปลาแพะ (ปลาทะเล)	Mulledoj
พระเจ้าธีบอ	Thibaw Min
ประชาคมแอนดีส	Anda komunumo
อุดง	Udono
สกุลเตยทะเล	Pandano
มหาวิทยาลัยนอตทิงแฮม	Universitato de Nottingham
ปลาการ์ตูน	Klaŭnfiŝo
น้อยโหน่ง	Reteta anono
พระบุตรพระเป็นเจ้า	Filo de Dio
ผู้นิพนธ์พระวรสารสี่ท่าน	Evangeliisto (Nova Testamento)
ไทยสยาม	Tajoj
รถไฟฮันกีว	Fervojo Hankyū
ยูเรเนียมเสริมสมรรถนะ	Riĉigita uranio
ระบำมรณะ	Mortodanco
อักษรเทงกวาร์	Tengvaro
มรดกความทรงจำแห่งโลก	Memoro de la Mondo
พื้นที่คุ้มครอง	Protektitaj areoj
เทพลิขิต	Evidenta destino
สิ่ว	Ĉizilo
แมลงวันแมงมุม	Tipoledoj
เชฟ	Tczew
อลอร์สตาร์	Alor Setar
หอสมุดดิจิทัลแห่งโลก	Monda Retbiblioteko
แท่นจับชิ้นงาน	Vajco
การล้อมโอซะกะ	Sieĝo de Osako
ทีมฟุตบอล	Futbalteamo
กลุ่มประเทศแผ่นดินต่ำ	Malaltaj Landoj
มหาวิหารวินเชสเตอร์	Katedralo de Winchester
บึงบอระเพ็ด	Bueng Boraphet
เงาะ	Rambutano
หอจดหมายเหตุอินดีส	Ĝenerala Arkivo de Indioj
นกตะขาบทุ่ง	Azia koracio
แคนตาลูป	Kantalupo
ปลาฉลามปากเป็ดจีน	Elefanta fiŝo
แป้งพาย	Bakaĵo
วังวีล็องดรี	Kastelo de Villandry kaj ties ĝardenoj
จำนวนสกีว	Nombro de Skewes
สหพันธ์กีฬาขี่ม้านานาชาติ	Internacia Rajdada Federacio
กึ๋น	Maĉstomako
กลศาสตร์แฮมิลตัน	Hamiltona mekaniko
เทสลามอเตอร์ส	Tesla Motors
สโมสรฟุตบอลกูรีตีบา	Coritiba Foot Ball Club
โบเช ซาร์ยาครานี	Dio Savu la Caron
ท่าอากาศยานนานาชาติเตินเซินเญิ้ต	Flughaveno Tan Son Nhat
รีโอบัมบา	Riobamba
เฮาต์ฮาเลิน-แฮ็ลค์เตอเริน	Houthalen-Helchteren
เศรษฐกิจไฮโดรเจน	Hidrogena civilizacio
เอมี่ อดัมส์	Amy Adams
สกูลรัมเบิ้ล สูตรรักฉบับนักเรียน	School Rumble
สไตนส์;เกท	Steins;Gate
โบคุซัทสึ เท็นชิ โดคุโระจัง	Bokusacu Tenŝi Dokuro-ĉan
เดอะบลูดานูบ	Valso de la Danubo
กฎหมายชะรีอะฮ์	Ŝario
ฮารีซุ	Harisu
หลา	Jardo (mezurunuo)
ร่มชูชีพ	Paraŝuto
กระดูกสันหลัง	Vertebraro
ไบรอัน อดัมส์	Bryan Adams
แฟแร็นตส์ ปุชกาช	Ferenc Puskás (futbalisto)
ชาวอาเซอร์ไบจาน	Azerioj
แอ็ดวิน ฟัน เดอร์ซาร์	Edwin van der Sar
ดีเพชเชโมด	Depeche Mode
มาซูแร็กดอมบรอฟสกีแยกอ	Mazurek Dąbrowskiego
อัลบั้ม	Muzikalbumo
สโมสรฟุตบอลปารีแซ็ง-แฌร์แม็ง	Paris SG
โรบินสัน ครูโซ	Robinsono Kruso
สนามกีฬา	Stadiono
ระบบสารสนเทศภูมิศาสตร์	Geografia informsistemo
วินโดวส์ 98	Windows 98
ลูอีช ฟีกู	Luís Figo
ไมเคิล คลาร์ก ดันแคน	Michael Clarke Duncan
ซีร์ดาร์ยา	Sirdarjo
IT	It
สติง	Sting
ระบบผิวหนัง	Tegumenta sistemo
เดทเมทัล	Mortmetalo
หน่วยมวลอะตอม	Atommasa unuo
วิกิเมเนีย	Vikimanio
เซร์คีโอ ราโมส	Sergio Ramos
ซิมเบียน	Symbian
รถไฟใต้ดินเซาเปาลู	Metroo en San-Paŭlo
ปฏิทรรศน์	Paradokso
ลอรีน	Loreen
เกว็น สเตฟานี	Gwen Stefani
สตีฟ วอซเนียก	Steve Wozniak
ประเภท	Ĝenro
ไจโรสโคป	Giroskopo
ราโมนส์	The Ramones
ตำนานแห่งนาร์เนีย	Kronikoj de Narnio
อินทราเน็ต	Intrareto
กิโมโน	Kimono
ศิลปิน	Artisto
ฟิลลัค	Villach
วอลมาร์ต	Walmart
ซัม 41	Sum 41
คเด โดโมฟ มูย	Kde domov můj
มอซิลลา ธันเดอร์เบิร์ด	Mozilla Thunderbird
มาร์โก ฟัน บัสเติน	Marco van Basten
เตารีด	Gladilo
การประมวลผลแบบกลุ่มเมฆ	Nuba komputado
ซุนนีย์	Sunaismo
ธงชาติสิงคโปร์	Flago de Singapuro
สเปกโตรสโกปี	Spektroskopio
วิทยาศาสตร์เทียม	Pseŭdoscienco
ยาคุบ โคลัส	Jakub Kolas
ลิวซีน	Leŭcino
วาลีน	Valino
เอไลจาห์ วูด	Elijah Wood
ธงชาติอุซเบกิสถาน	Flago de Uzbekio
รัศมีอะตอม	Atomradiuso
โกปาเดลเรย์	Copa del Rey
เดอะแครนเบอร์รีส์	The Cranberries
เชร็ค	Shrek
ซีกือร์โรส	Sigur Rós
ลูคา โมดริช	Luka Modrić
กอนซาโล อีกวาอิน	Gonzalo Higuaín
ฟุตบอลทีมชาติตุรกี	Turka nacia teamo de futbalo
ฟุตบอลทีมชาติสาธารณรัฐเช็ก	Ĉeĥa nacia teamo de futbalo
วินโดวส์ 2000	Vindozo 2000
ศาสนาพุทธแบบทิเบต	Tibeta budhismo
สัตยะ สาอี บาบา	Sai Baba
ชะตากรรมที่โลกไม่ลืม	Schindler's List
เพย์แพล	PayPal
อากาศยานไร้คนขับ	Senhoma aviadilo
มิสเตอร์บีน	Mr. Bean
ยูฟ่าซูเปอร์คัพ	UEFA-superpokalo
เอมิลี่ สาวน้อยหัวใจสะดุดรัก	Le Fabuleux Destin d'Amélie Poulain
ฟือเรอร์	Führer
ชาเขียว	Verda teo
อันดับนกตะขาบ	Koracioformaj birdoj
มูฮัมมัด อิกบาล	Muhammad Ikbal
สถานะออกซิเดชัน	Oksidiĝa nombro
เพลงชาติชิลี	Himno Nacional de Chile
เทศบาลในประเทศฝรั่งเศส	Komunumo (Francio)
ฆาตกรต่อเนื่อง	Seria murdisto
ราชวงศ์ตีมูร์	Timuridoj
การากัลปักสถาน	Karakalpakstano
คุรุ	Guruo
แอนดรูว์ คาร์เนกี	Andrew Carnegie
การให้เหตุผลแบบนิรนัย	Dedukto
คีน	Keane
เดวิด ดูคอฟนี	David Duchovny
ฟาบีอู กูเองเตรา	Fábio Coentrão
วรรณะทางสังคม	Kasto
รถไฟใต้ดินอัลมาตี	Metroo de Almato
ถั่วเขียว	Mungfabo
พระพุทธรูปแห่งบามียาน	Budhoj el Bamijan
ชาวเกาหลี	Koreoj
การให้เหตุผลแบบอุปนัย	Indukta logiko
คืส ฮิดดิงก์	Guus Hiddink
สาธารณรัฐสังคมนิยมโซเวียตอุซเบก	Uzbeka Soveta Socialisma Respubliko
เซติ	SETI
ธรรมชาติวิทยา	Natura historio
แคปท์ชา	CAPTCHA
คริสตีน ลาการ์ด	Christine Lagarde
สมการเชิงเส้น	Lineara ekvacio
องค์การระหว่างประเทศ	Internacia organizaĵo
เวนท์เวิร์ท มิลเลอร์	Wentworth Miller
เพลงสวดสรรเสริญ	Himno
ลุก แบซง	Luc Besson
ตราแผ่นดินของอัฟกานิสถาน	Blazono de Afganio
การพาณิชย์อิเล็กทรอนิกส์	Elektronika komerco
กรรมการผู้จัดการ	Ĉefa afergvida oficisto
ลูย ซาอา	Louis Saha
ตู้พิศวง	La Leono, la Sorĉistino, kaj la Ŝranko
ปุนท์แลนด์	Puntlando
โคเซ การ์เรรัส	José Carreras
แพซาดีนา (รัฐแคลิฟอร์เนีย)	Pasadena (Kalifornio)
องค์การความร่วมมือเซี่ยงไฮ้	Ŝanhaja Organizo por Kunlaboro
บิลบอร์ด	Billboard (revuo)
