افریقہ	Afriko
زمرہ:1433ء کی وفیات	Kategorio:Mortintoj en 1433
زمرہ:1457ء کی وفیات	Kategorio:Mortintoj en 1457
زمرہ:1435ء کی وفیات	Kategorio:Mortintoj en 1435
زمرہ:1461ء کی وفیات	Kategorio:Mortintoj en 1461
زمرہ:1408ء کی وفیات	Kategorio:Mortintoj en 1408
زمرہ:1497ء کی وفیات	Kategorio:Mortintoj en 1497
زمرہ:1429ء کی وفیات	Kategorio:Mortintoj en 1429
زمرہ:1430ء کی وفیات	Kategorio:Mortintoj en 1430
زمرہ:1508ء کی وفیات	Kategorio:Mortintoj en 1508
زمرہ:1165ء کی وفیات	Kategorio:Mortintoj en 1165
زمرہ:1499ء کی وفیات	Kategorio:Mortintoj en 1499
زمرہ:1455ء کی وفیات	Kategorio:Mortintoj en 1455
زمرہ:1156ء کی وفیات	Kategorio:Mortintoj en 1156
زمرہ:1417ء کی وفیات	Kategorio:Mortintoj en 1417
زمرہ:1490ء کی وفیات	Kategorio:Mortintoj en 1490
زمرہ:1080ء کی وفیات	Kategorio:Mortintoj en 1080
زمرہ:پرچم بلحاظ ملک	Kategorio:Flagoj laŭ landoj
زمرہ:1764ء کی وفیات	Kategorio:Mortintoj en 1764
زمرہ:1434ء کی وفیات	Kategorio:Mortintoj en 1434
سانچہ:Navbox with collapsible sections	Ŝablono:Navigilo kun kaŝeblaj grupoj
سانچہ:Logo fur	Ŝablono:Informkesto emblemo
سانچہ:ویکائی	Ŝablono:Vikiigenda
سانچہ:اوقیانوسیہ کے ممالک اور خطے	Ŝablono:Landoj kaj teritorioj de Oceanio
سانچہ:Family tree/end	Ŝablono:Genealogia arbo/fino
زمرہ:انیسویں صدی	Kategorio:19-a jarcento
زمرہ:مصنفین	Kategorio:Verkistoj
سانچہ:حقوق نسخہ	Ŝablono:Neglekto de aŭtororajto
زمرہ:عسکریہ	Kategorio:Armitaj fortoj
سانچہ:Yel	Ŝablono:Flava kardo
زمرہ:جامعات و کلیات	Kategorio:Universitatoj
سانچہ:Hidden begin	Ŝablono:Kaŝskatolo komenco
سانچہ:ParmPart	Ŝablono:ParmPart
زمرہ:چھپکلیاں	Kategorio:Lacertuloj
سانچہ:خانہ معلومات انتخابات	Ŝablono:Informkesto Baloto
سانچہ:Lang-he	Ŝablono:Lang-he
سانچہ:ATF	Ŝablono:ATF
سانچہ:Gain	Ŝablono:Kresko
سانچہ:Infobox flag	Ŝablono:Informkesto flago
سانچہ:PD-US	Ŝablono:PD-US
سانچہ:خانۂ معلومات کتاب	Ŝablono:Informkesto libro
زمرہ:عربی الفاظ اور جملے	Kategorio:Arabaj vortoj
زمرہ:سربراہان ریاست	Kategorio:Regnestroj
نظریۂ احتمال	Probablokalkulo
سانچہ:باز گفتگو	Ŝablono:Respondo
سانچہ:Infobox planet	Ŝablono:Informkesto Planedo
زمرہ:1931ء	Kategorio:1931
زمرہ:1958ء	Kategorio:1958
زمرہ:1956ء	Kategorio:1956
زمرہ:1944ء	Kategorio:1944
زمرہ:جنوری	Kategorio:Januaro
زمرہ:1916ء	Kategorio:1916
زمرہ:سیاست بلحاظ براعظم	Kategorio:Politiko laŭ kontinentoj
زمرہ:1939ء	Kategorio:1939
سانچہ:Lang-fa	Ŝablono:Lang-fa
زمرہ:1909ء	Kategorio:1909
سانچہ:Ethnologue16	Ŝablono:Ethnologue
زمرہ:کینیڈا کے دریا	Kategorio:Riveroj en Kanado
سانچہ:Infobox civilian attack	Ŝablono:Informkesto terorisma atako
زمرہ:سینٹ پیٹرز برگ	Kategorio:Sankt-Peterburgo
زمرہ:ہدایتکار	Kategorio:Reĝisoroj
زمرہ:سویڈن کی سیاسی جماعتیں	Kategorio:Politikaj partioj de Svedio
زمرہ:جمہوریہ انگوشتیا	Kategorio:Inguŝio
زمرہ:کراچائے-چرکیسیا	Kategorio:Karaĉajio-Ĉerkesio
زمرہ:کریسنوڈار کرائی	Kategorio:Krasnodara regiono
زمرہ:داغستان	Kategorio:Dagestano
زمرہ:انجمان و اسماج	Kategorio:Asocioj
سانچہ:پوشیدہ	Ŝablono:Kaŝskatolo
سانچہ:GTM	Ŝablono:GTM
زمرہ:برازیل میں تعلیم	Kategorio:Edukado en Brazilo
زمرہ:تاریخ مونٹینیگرو	Kategorio:Historio de Montenegro
زمرہ:صنعتی عوامل	Kategorio:Industriaj procezoj
زمرہ:فوکوئی پریفیکچر	Kategorio:Gubernio Fukui
زمرہ:شمارندی بصارت	Kategorio:Komputila vizio
زمرہ:وزرائے پرتگال	Kategorio:Portugalaj ministroj
سانچہ:خانہ معلومات موقع حبالہ	Ŝablono:Informkesto retejo
زمرہ:تاریخ بلحاظ ملک سانچہ جات	Kategorio:Ligiltabeloj pri nacia historio
زمرہ:قشتالہ	Kategorio:Kastilio
زمرہ:برازیل کی جامعات	Kategorio:Universitatoj kaj altlernejoj de Brazilo
زمرہ:1105ء کی وفیات	Kategorio:Mortintoj en 1105
زمرہ:2003ء کی پیدائشیں	Kategorio:Naskiĝintoj en 2003
زمرہ:1221ء کی وفیات	Kategorio:Mortintoj en 1221
سانچہ:پوشیدہ زمرہ جات	Ŝablono:Kaŝita kategorio
زمرہ:شمارندی جالکاری	Kategorio:Telematiko
زمرہ:مذہبی عقائد، اقدار اور تحاریک	Kategorio:Religiaj kredoj, tradicioj kaj movadoj
زمرہ:1415ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1415
زمرہ:1101ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1101
زمرہ:طب اطفال	Kategorio:Pediatrio
سانچہ:PD-ineligible	Ŝablono:PD-nekopirajtebla
زمرہ:81ء کی وفیات	Kategorio:Mortintoj en 81
زمرہ:230ء کی وفیات	Kategorio:Mortintoj en 230
زمرہ:نظریہ تضبیط	Kategorio:Rega teorio
سانچہ:Documentation subpage	Ŝablono:Ŝablona navigado
زمرہ:رزمیہ نظمیں	Kategorio:Eposoj
سانچہ:آسٹریلیا کی ریاستیں اور علاقہ جات	Ŝablono:Aŭstraliaj ŝtatoj kaj teritorioj
سانچہ:بھارت کی ریاستیں	Ŝablono:Ŝtatoj de Barato
سانچہ:GMB	Ŝablono:GAM
سانچہ:غیر زمرہ بند	Ŝablono:Mankas kategorio
سانچہ:DMA	Ŝablono:DMA
سانچہ:FRO	Ŝablono:FRO
سانچہ:ZAF	Ŝablono:ZAF
سانچہ:بلند ترین اسم ساحہ ۔ ملکی/دستاویز	Ŝablono:Naciaj domajnoj de plej alta nivelo
سانچہ:POL	Ŝablono:POL
سانچہ:Div col	Ŝablono:Div col
زمرہ:حکومت بلحاظ ملک	Kategorio:Registaroj laŭ landoj
زمرہ:شمالی قبرص	Kategorio:Turka Respubliko Norda Kipro
سانچہ:ایشیاء کے دارالحکومت	Ŝablono:Aziaj ĉefurboj
سانچہ:CUB	Ŝablono:CUB
سانچہ:CMR	Ŝablono:CMR
سانچہ:COD	Ŝablono:COD
سانچہ:BIH	Ŝablono:BIH
سانچہ:FIN	Ŝablono:FIN
سانچہ:ترکی-نامکمل	Ŝablono:Ĝermo-Turkio
سانچہ:Tlx	Ŝablono:Tlx
سانچہ:خانہ معلومات عالمی ثقافتی موقع	Ŝablono:Informkesto Monda Heredaĵo
سانچہ:نظام عدد	Ŝablono:Nombrosistemoj
زمرہ:بلا حوالہ مضامین	Kategorio:Senfontaj artikoloj
سانچہ:خانہ معلومات اسٹیشن	Ŝablono:Informkesto Fervoja stacidomo
زمرہ:نقاشی	Kategorio:Pentrado
زمرہ:قاعدہ معطیات	Kategorio:Datumbazoj
سانچہ:CAN	Ŝablono:CAN
زمرہ:مغربی فلسفہ	Kategorio:Okcidenta filozofio
زمرہ:کھیلوں کی ٹیمیں بلحاظ ملک	Kategorio:Sportokluboj laŭ landoj
سانچہ:خانہ معلومات یادگار	Ŝablono:Informkesto monumento
سانچہ:میکسیکو کی ریاستیں	Ŝablono:Mx
سانچہ:برازیل کی ریاستیں	Ŝablono:Ŝtatoj de Brazilo
سانچہ:خانۂ معلومات کھیل	Ŝablono:Informkesto Sporta disciplino
سانچہ:Lang-de	Ŝablono:Lang-de
سانچہ:منسوب	Ŝablono:Atribuo
سانچہ:DNK	Ŝablono:DNK
سانچہ:خالی زمرہ	Ŝablono:Neforigenda kategorio
سانچہ:If empty	Ŝablono:Ifempty
زمرہ:بندرگاہیں	Kategorio:Haveno
زمرہ:خلائی طرزیات	Kategorio:Kosmonaŭtiko
سانچہ:Lang-la	Ŝablono:Lang-la
زمرہ:تاریخ شمارندکاری	Kategorio:Historio de komputiko
زمرہ:غیر تسلیم شدہ یا بڑی حد تک غیر تسلیم شدہ ریاستیں	Kategorio:Memdeklaritaj ŝtatoj
زمرہ:ہیلینیائی دور	Kategorio:Helenisma epoko
زمرہ:ضبط تولید	Kategorio:Kontraŭkoncipiloj
زمرہ:مرافقات بلحاظ قسم	Kategorio:Tipoj de entreprenoj
زمرہ:جذبہ	Kategorio:Emocioj
سانچہ:Location map USA	Ŝablono:Situo sur mapo Usono
سانچہ:مردہ ربط	Ŝablono:404
زمرہ:خواجہ سریت	Kategorio:Transgenruloj
زمرہ:علم الکائنات	Kategorio:Kosmologio
سانچہ:Lang-gr	Ŝablono:Lang-el
سانچہ:گول	Ŝablono:Golo
زمرہ:سربراہان ریاست بلحاظ ملک	Kategorio:Listoj de regantoj laŭ lando
زمرہ:ذخیرہ الفاظ	Kategorio:Leksikoj
سانچہ:FJI	Ŝablono:FJI
سانچہ:خانہ معلومات چڑیا گھر	Ŝablono:Informkesto zoo
سانچہ:خانہ معلومات جرمن مقام	Ŝablono:Informkesto germania komunumo
سانچہ:صارف صفحہ	Ŝablono:Uzula paĝo
سانچہ:DEU	Ŝablono:DEU
سانچہ:CYM	Ŝablono:CAY
سانچہ:BEN	Ŝablono:BEN
زمرہ:صدقہ	Kategorio:Filantropio
سانچہ:Arxiv	Ŝablono:Arxiv
سانچہ:Location map China (equirectangular)	Ŝablono:Situo sur mapo Ĉinio 2
سانچہ:Infobox artist	Ŝablono:Informkesto artisto
سانچہ:فہرست شمال امریکی دارالحکومت	Ŝablono:Nordamerikaj ĉefurboj
زمرہ:الفاظ	Kategorio:Vortoj
سانچہ:SWE	Ŝablono:SWE
سانچہ:Note label	Ŝablono:Markita noto
زمرہ:فرانس کے جزائر	Kategorio:Insuloj en Francio
زمرہ:برطانیہ کی جامعات	Kategorio:Universitatoj de Britio
سانچہ:غیر آزاد تصویر	Ŝablono:Emblemo
زمرہ:تشریح نباتات	Kategorio:Plantanatomio
زمرہ:الکحولات	Kategorio:Alkoholoj
سانچہ:Ceil	Ŝablono:Supren
سانچہ:خانہ معلومات البم	Ŝablono:Informkesto muzikalbumo
سانچہ:خانۂ معلومات عسکری شخصیت	Ŝablono:Informkesto soldato
سانچہ:Infobox French region	Ŝablono:Informkesto franca regiono
سانچہ:Et icon	Ŝablono:Et
سانچہ:YEM	Ŝablono:YEM
سانچہ:صوتی ویکیپیڈیا	Ŝablono:Aŭdioartikolo
زمرہ:اجسام آب	Kategorio:Akvaĵoj
زمرہ:یروشلم کی عمارات و ساخات	Kategorio:Konstruaĵoj en Jerusalemo
زمرہ:اسرائیل کی جامعات	Kategorio:Universitatoj de Israelo
زمرہ:1454ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1454
زمرہ:1018ء کی وفیات	Kategorio:Mortintoj en 1018
سانچہ:ویکیپیڈیا	Ŝablono:Vikipedioj
زمرہ:ایران میں فنون	Kategorio:Irana arto
سانچہ:Clarify	Ŝablono:Klarigu
سانچہ:ناحوالہ	Ŝablono:Sen fontoj
سانچہ:بلغاریہ کے صوبے	Ŝablono:Provincoj de Bulgario
زمرہ:ویتنام کے ہوائی اڈے	Kategorio:Flughavenoj de Vietnamio
زمرہ:کمپنیاں	Kategorio:Firmaoj
سانچہ:خانہ فٹ بال	Ŝablono:Tabelo futbalo
سانچہ:تبدیلی نام	Ŝablono:Peto pri alinomado/dokumentado
سانچہ:CIA World Factbook link	Ŝablono:Monda faktolibro de CIA
زمرہ:کھیلوں کی شخصیات	Kategorio:Sportrilataj homoj
زمرہ:اخلاقیات	Kategorio:Etiko
سانچہ:ہنگامی تعطیل روبہ	Ŝablono:Butono por forbari robotojn
ازالیہ	Azaleo
زمرہ:مصنفین بلحاظ قومیت	Kategorio:Verkistoj laŭ landoj
سانچہ:Image label small	Ŝablono:Marko sur bildo malgranda
زمرہ:جغرافیہ کینیڈا	Kategorio:Geografio de Kanado
سانچہ:Nihongo	Ŝablono:Nihongo
سانچہ:User fr-3	Ŝablono:Vikipediisto fr-3
زمرہ:انسانی جنسیات	Kategorio:Homa sekseco
زمرہ:کتاب پیدائش	Kategorio:Genezo
سانچہ:آئی ایم ڈی بی نام	Ŝablono:IMDb nomo
سانچہ:Ar icon	Ŝablono:Ar
زمرہ:متفجرات	Kategorio:Eksplodaĵoj
زمرہ:سابقہ مستعمرات	Kategorio:Iamaj kolonioj
زمرہ:ہسپانیہ کے پہاڑ	Kategorio:Montoj en Hispanio
زمرہ:شمارندی قانون	Kategorio:Komputila leĝo
سانچہ:BMU	Ŝablono:BMU
زمرہ:بنگالی ادب	Kategorio:Bengallingva literaturo
زمرہ:صوبہ غرناطہ	Kategorio:Provinco Granado
سانچہ:ABW	Ŝablono:ABW
زمرہ:تونس	Kategorio:Tunizio
سانچہ:Di-no source no license	Ŝablono:PD
سانچہ:مس	Ŝablono:Rideto
سانچہ:Th icon	Ŝablono:Th
زمرہ:جملے	Kategorio:Frazoj
سانچہ:It icon	Ŝablono:It
زمرہ:ہوافضائی ہندسیات	Kategorio:Aerokosma flugadika inĝenierado
سانچہ:Pp-meta	Ŝablono:Pp-meta
سانچہ:S-ttl	Ŝablono:S-ttl
سانچہ:کلمہ نویسی	Ŝablono:Transl
سانچہ:BS-header	Ŝablono:FL-titolo
لاگونیلاس بلدیہ، میچواکان	Lagunillas
زمرہ:ماخز قانون	Kategorio:Fontoj de juro
زمرہ:قانون اور معاشیات	Kategorio:Juro kaj ekonomiko
سانچہ:خانہ معلومات اسٹیڈیم	Ŝablono:Informkesto stadiono
زمرہ:مغذیات	Kategorio:Nutraĵo
سانچہ:ATA	Ŝablono:ATA
سانچہ:خانہ معلومات سابقہ ملک	Ŝablono:Informkesto pereinta ŝtato
زمرہ:بری افواج بلحاظ ملک	Kategorio:Armeoj laŭ landoj
زمرہ:آرمینیا کے پہاڑ	Kategorio:Montoj en Armenio
سانچہ:جاپان کے علاقہ جات اور انتظامی تقسیم	Ŝablono:Administra divido de Japanio
زمرہ:معاشیات توانائی	Kategorio:Energia ekonomiko
زمرہ:تصاویر برائے منصفانہ استعمال	Kategorio:Bildoj sub Justa uzo
سانچہ:ویکی خبریں	Ŝablono:Vikinovaĵoj
سانچہ:رجوع مکرر	Ŝablono:Alidirekto
سانچہ:Infobox Public transit	Ŝablono:Informkesto publika transporto
زمرہ:آٹھویں صدی کی وفیات	Kategorio:Mortintoj en la 8-a jarcento
سانچہ:Silver medal	Ŝablono:Arĝenta medalo
زمرہ:ایپل متشرک مصنع کثیف	Kategorio:Aparataro de Apple
سانچہ:Bronze medal	Ŝablono:Bronza medalo
سانچہ:خانہ معلومات بین الاقوامی فٹ بال مقابلہ	Ŝablono:Informkesto futbala turniro
سانچہ:PAK	Ŝablono:PAK
سانچہ:Gold medal	Ŝablono:Ora medalo
سانچہ:عمر دنوں میں	Ŝablono:Tagdiferenco
سانچہ:S-bef	Ŝablono:S-bef
سانچہ:سیاسی عہدہ	Ŝablono:Informkesto ofico
زمرہ:جاپان کے شہر	Kategorio:Urboj de Japanio
سانچہ:ہدایت نامہ	Ŝablono:Rekomendo
زمرہ:ملکی ذیلی تقسیمات بلحاظ ملک	Kategorio:Teritoria organizado laŭ lando
زمرہ:سفاردی یہودی	Kategorio:Sefardoj
زمرہ:1960ء کی دہائی کی تاسیسات	Kategorio:Aperis en 1960-1969
سانچہ:La icon	Ŝablono:La
سانچہ:Cc-by-sa-2.0	Ŝablono:Cc-by-sa-2.0
زمرہ:بھارتی صدور	Kategorio:Prezidantoj de Barato
زمرہ:شمارندہ جات	Kategorio:Komputilo
سانچہ:JULIANDAY	Ŝablono:JULIANDAY
زمرہ:انتقال حرارت	Kategorio:Varmotekniko
سانچہ:کولمبیا کے محکمہ جات	Ŝablono:Departementoj de Kolombio
زمرہ:سازوسامان	Kategorio:Aparataro
سانچہ:خانہ معلومات فنی تصویر	Ŝablono:Informkesto Pentraĵo
سانچہ:غیر متفق	Ŝablono:Kontraŭ
سانچہ:خانہ معلومات آبشار	Ŝablono:Informkesto akvofalo
زمرہ:جاپان میں ٹیلی ویژن	Kategorio:Japana televido
سانچہ:وثق تبادلۂ خیال	Ŝablono:Arkivo de diskutoj
زمرہ:علم الاساطیر مشرق وسطیٰ	Kategorio:Mezorienta mitologio
زمرہ:مشاعب	Kategorio:Duktoj
سانچہ:Lt icon	Ŝablono:Lt
سانچہ:COL	Ŝablono:COL
سانچہ:CCK	Ŝablono:CCK
سانچہ:ERI	Ŝablono:ERI
سانچہ:GAB	Ŝablono:GAB
سانچہ:TKL	Ŝablono:TKL
سانچہ:COK	Ŝablono:COK
سانچہ:DOM	Ŝablono:DOM
سانچہ:CAF	Ŝablono:CAF
سانچہ:COM	Ŝablono:COM
بٹیر	Koturno
سانچہ:Fake heading	Ŝablono:Ŝajna titolo
سانچہ:ZMB	Ŝablono:ZMB
سانچہ:ESH	Ŝablono:ESH
سانچہ:LKA	Ŝablono:LKA
سانچہ:COG	Ŝablono:COG
سانچہ:ETH	Ŝablono:ETH
سانچہ:FSM	Ŝablono:FSM
زمرہ:جغرافیہ فلپائن	Kategorio:Geografio de la Filipinoj
سانچہ:خانہ معلومات براعظم	Ŝablono:Informkesto kontinento
سانچہ:BFA	Ŝablono:BFA
سانچہ:ECU	Ŝablono:ECU
سانچہ:BTN	Ŝablono:BTN
سانچہ:IND	Ŝablono:IND
سانچہ:User ar-2	Ŝablono:Vikipediisto ar-2
سانچہ:User en-5	Ŝablono:Vikipediisto en-5
ویکیپیڈیا:Talk Page for Non Urdu Speakers	Vikipedio:Diskutejo/Neesperanto
سانچہ:ہفتہ کے دن	Ŝablono:Tagoj de la semajno
زمرہ:باطنیت	Kategorio:Esoterismo
زمرہ:معدوم زبانیں	Kategorio:Mortaj lingvoj
سانچہ:Location map Russia Moscow Oblast	Ŝablono:Situo sur mapo Ruslando Moskva provinco
زمرہ:سرد جنگ	Kategorio:Malvarma milito
زمرہ:شمالی کیرولینا	Kategorio:Norda Karolino
سانچہ:ڈهانچہ خانہ باب	Ŝablono:Portala skeleto
سانچہ:متضاد بین الویکی	Ŝablono:Konfliktoj inter intervikiaj ligiloj
زمرہ:البانیا کے شہر	Kategorio:Urboj de Albanio
سانچہ:Alphanumeric TOC	Ŝablono:Alfabeta enhavtabelo
سانچہ:Nobold	Ŝablono:Nobold
فہرست عناصر	Listo de kemiaj elementoj laŭ atomnumero
زمرہ:مختلط تحلیل	Kategorio:Kompleksa analitiko
زمرہ:پورٹو ریکو	Kategorio:Porto-Riko
زمرہ:فن لینڈ کی مرافقات	Kategorio:Finnaj firmaoj
زمرہ:سویٹزرلینڈ میں تعلیم	Kategorio:Edukado en Svislando
اپنیشد	Upaniŝadoj
زمرہ:User ja-N	Kategorio:Vikipediisto ja-D
زمرہ:زحل	Kategorio:Saturno
زمرہ:جدید تاریخ	Kategorio:Novepoko
زمرہ:صارف سانچے	Kategorio:Vikipedio:Ŝablonoj por uzanta paĝo
سانچہ:ColBreak	Ŝablono:Kolumnorompo
زمرہ:کیمیائی اشیاء	Kategorio:Substancoj
زمرہ:شریعت	Kategorio:Ŝario
زمرہ:برٹنی	Kategorio:Bretonio
زمرہ:تعسفات انسانی حقوق	Kategorio:Malobservo de la homaj rajtoj
زمرہ:نبل	Kategorio:Nobeloj
زمرہ:رمزنویسی	Kategorio:Kriptografio
زمرہ:فلمیں بلحاظ زبان	Kategorio:Filmoj laŭ lingvoj
زمرہ:چائے	Kategorio:Teoj
سانچہ:بڑے شہر	Ŝablono:Plej grandaj urboj
زمرہ:بحریہ	Kategorio:Mararmeo
زمرہ:اوہام پرستی	Kategorio:Superstiĉoj
زمرہ:ریاستہائے متحدہ امریکہ کے شہر	Kategorio:Urboj de Usono
زمرہ:مخطوطات	Kategorio:Surskriboj
سانچہ:PDFlink	Ŝablono:PDFligilo
سانچہ:Ca icon	Ŝablono:Ca
زمرہ:علم صواریخ	Kategorio:Raketoj
سانچہ:خانہ معلومات تفریح	Ŝablono:Informkesto ludo
زمرہ:کھیلوں کی شخصیات بلحاظ کھیل	Kategorio:Sportistoj laŭ sportoj
زمرہ:آبی نامیات	Kategorio:Akvaj vivaĵoj
زمرہ:تخلیقات بلحاظ تاریخ	Kategorio:Verkoj laŭ dato
سانچہ:Lang-ru	Ŝablono:Lang-ru
زمرہ:سائنسدان بلحاظ شعبہ	Kategorio:Sciencistoj laŭ studfakoj
زمرہ:اصناف موسیقی	Kategorio:Muzikaj ĝenroj
زمرہ:1903ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1903
زمرہ:شاہی سلطنتیں	Kategorio:Imperioj
زمرہ:1925ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1925
زمرہ:1936ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1936
زمرہ:1916ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1916
زمرہ:1910ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1910
زمرہ:1939ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1939
زمرہ:ویکیپیڈیا تصاویر	Kategorio:Bildoj
زمرہ:مدنی ہندسیات	Kategorio:Konstrufako
زمرہ:جاپانی ہدایتکار	Kategorio:Japanaj reĝisoroj
زمرہ:صناعات	Kategorio:Industrioj
زمرہ:1320ء کی پیدائشیں	Kategorio:Naskiĝintoj en 1320
سانچہ:CHE	Ŝablono:CHE
زمرہ:خلافت عباسیہ	Kategorio:Abasida Kalifujo
زمرہ:حکومت روس	Kategorio:Registaro de Rusio
زمرہ:گھاس	Kategorio:Poacoj
زمرہ:انگریزی جملے	Kategorio:Anglaj vortoj kaj esprimoj
زمرہ:معاشرتی طبقات	Kategorio:Sociaj klasoj
زمرہ:کیریبین	Kategorio:Karibio
زمرہ:بندرگاہ شہر	Kategorio:Marhavenaj urboj
زمرہ:مدنی خدمات	Kategorio:Ŝtatoficistaro
زمرہ:مذہبی مقامات	Kategorio:Lokoj por kultado
زمرہ:عوامی جمہوریہ چین کی خطوط ہوائی مرافقات	Kategorio:Ĉinaj flugkompanioj
زمرہ:شعور ماحولیات	Kategorio:Naturprotektismo
سانچہ:Roman	Ŝablono:Romiaj ciferoj
زمرہ:بھارتی ایوان عکس	Kategorio:Barata kino
زمرہ:خدماتی صناعات	Kategorio:Servo-industrioj
زمرہ:مضامین	Kategorio:Eseoj
سانچہ:خانۂ معلومات صوفی	Ŝablono:Informkesto sanktulo
زمرہ:1900ء کی دہائی کی تاسیسات	Kategorio:Aperis en 1900-1909
