Aphrika	Afriko
Plantilla:GFDL	Ŝablono:GFDL
Katiguriya:Nobel Suñay Qasikaypi	Kategorio:Nobel-premiitoj pri paco
Katiguriya:Riqsisqa runa (mama llaqtakama)	Kategorio:Homoj laŭ nacioj
Katiguriya:Palistina	Kategorio:Palestino
Katiguriya:Pulitiku (Isluwinya)	Kategorio:Slovenaj politikistoj
Katiguriya:Llaqta (Maruku)	Kategorio:Urboj de Maroko
Plantilla:CR	Ŝablono:Kategoria alidirekto
Katiguriya:Ch'ulla rimay	Kategorio:Senparencaj lingvoj
Plantilla:CPV	Ŝablono:CPV
Katiguriya:Suyu (Ispaña)	Kategorio:Aŭtonomaj Komunumoj de Hispanio
Katiguriya:Paqarisqa 1879	Kategorio:Naskiĝintoj en 1879
Plantilla:URS	Ŝablono:Sovetio
Katiguriya:Paqarisqa 1955	Kategorio:Naskiĝintoj en 1955
Katiguriya:Paqarisqa 1823	Kategorio:Naskiĝintoj en 1823
Katiguriya:Paqarisqa 1963	Kategorio:Naskiĝintoj en 1963
Katiguriya:Wañusqa 1884	Kategorio:Mortintoj en 1884
Katiguriya:Wañusqa 1875	Kategorio:Mortintoj en 1875
Katiguriya:Paqarisqa 1868	Kategorio:Naskiĝintoj en 1868
Katiguriya:Paqarisqa 1812	Kategorio:Naskiĝintoj en 1812
Katiguriya:Paqarisqa 1817	Kategorio:Naskiĝintoj en 1817
Katiguriya:Paqarisqa 1837	Kategorio:Naskiĝintoj en 1837
Katiguriya:Nobel Suñay Pachaykamaypi	Kategorio:Nobel-premiitoj pri fiziko
Katiguriya:Wañusqa 1863	Kategorio:Mortintoj en 1863
Katiguriya:Paqarisqa 1829	Kategorio:Naskiĝintoj en 1829
Katiguriya:Nobel Suñay Chaqllisinchipi	Kategorio:Nobel-premiitoj pri kemio
Katiguriya:Wañusqa 1492	Kategorio:Mortintoj en 1492
Katiguriya:Paqarisqa 1834	Kategorio:Naskiĝintoj en 1834
Katiguriya:Wañusqa 1433	Kategorio:Mortintoj en 1433
Katiguriya:Wañusqa 1457	Kategorio:Mortintoj en 1457
Katiguriya:19 ñiqin pachakwata	Kategorio:19-a jarcento
Katiguriya:Qillqaq	Kategorio:Verkistoj
Katiguriya:Awqaq suyu	Kategorio:Armitaj fortoj
Katiguriya:Yachay suntur	Kategorio:Universitatoj
Plantilla:ATF	Ŝablono:ATF
Plantilla:Unancha	Ŝablono:Informkesto flago
Katiguriya:1931	Kategorio:1931
Katiguriya:1958	Kategorio:1958
Katiguriya:1956	Kategorio:1956
Katiguriya:1944	Kategorio:1944
Katiguriya:1916	Kategorio:1916
Katiguriya:1939	Kategorio:1939
Katiguriya:1909	Kategorio:1909
Katiguriya:Piluta hayt'ay klubkuna (Italya)	Kategorio:Italaj futbalteamoj
Katiguriya:Takichaq (Chiksuyu)	Kategorio:Ĉeĥaj komponistoj
Plantilla:GTM	Ŝablono:GTM
Plantilla:Ruwaq:pl	Ŝablono:Vikipediisto pl
Plantilla:GUM	Ŝablono:GUM
Plantilla:User nl	Ŝablono:Vikipediisto nl
Plantilla:MYS	Ŝablono:MYS
Plantilla:PLW	Ŝablono:PLW
Plantilla:TJK	Ŝablono:TJK
Katiguriya:Ministru (Purtugal)	Kategorio:Portugalaj ministroj
Katiguriya:Wañusqa 1221	Kategorio:Mortintoj en 1221
Katiguriya:Wañusqa 230	Kategorio:Mortintoj en 230
Plantilla:GIB	Ŝablono:GIB
Plantilla:Ref label	Ŝablono:Markita referenco
Plantilla:GHA	Ŝablono:GHA
Plantilla:GMB	Ŝablono:GAM
Plantilla:DMA	Ŝablono:DMA
Plantilla:IDN	Ŝablono:IDN
Plantilla:FRO	Ŝablono:FRO
Plantilla:ZAF	Ŝablono:ZAF
Plantilla:POL	Ŝablono:POL
Plantilla:BWA	Ŝablono:BWA
Plantilla:URY	Ŝablono:URY
Plantilla:CUB	Ŝablono:CUB
Plantilla:CMR	Ŝablono:CMR
Plantilla:COD	Ŝablono:COD
Plantilla:BIH	Ŝablono:BIH
Plantilla:GIN	Ŝablono:GIN
Plantilla:FIN	Ŝablono:FIN
Katiguriya:Llimphiy	Kategorio:Pentrado
Plantilla:CAN	Ŝablono:CAN
Plantilla:Suyukuna (Mishiku)	Ŝablono:Mx
Plantilla:Suyukuna (Brasil)	Ŝablono:Ŝtatoj de Brazilo
Plantilla:DNK	Ŝablono:DNK
Plantilla:FJI	Ŝablono:FJI
Plantilla:SAU	Ŝablono:SAU
Plantilla:CYM	Ŝablono:CAY
Plantilla:BEN	Ŝablono:BEN
Plantilla:SWE	Ŝablono:SWE
Plantilla:Infobox Región Francia	Ŝablono:Informkesto franca regiono
Plantilla:WSM	Ŝablono:WSM
Plantilla:YEM	Ŝablono:YEM
Plantilla:WLF	Ŝablono:WLF
Katiguriya:Llaqta (Emilia-Romagna)	Kategorio:Komunumoj de Emilio-Romanjo
Tinaku llimphi	Indiga
Katiguriya:Witnampi antanka pampa	Kategorio:Flughavenoj de Vietnamio
Katiguriya:Ruruchina	Kategorio:Firmaoj
Katiguriya:Allpamanta yachaykuna (Alimanya)	Kategorio:Geografio de Germanio
Katiguriya:Qillqaq (Mama llaqta)	Kategorio:Verkistoj laŭ landoj
Plantilla:Image label small	Ŝablono:Marko sur bildo malgranda
Katiguriya:Allpamanta yachaykuna (Kanada)	Kategorio:Geografio de Kanado
Katiguriya:Qhapaq (Inlatirra)	Kategorio:Anglaj reĝoj
Katiguriya:Chakana tuktuyuq rikch'aq ayllu	Kategorio:Brasikacoj
Plantilla:Ruwaq:fr-3	Ŝablono:Vikipediisto fr-3
Katiguriya:Urqu (Ispaña)	Kategorio:Montoj en Hispanio
Plantilla:BMU	Ŝablono:BMU
Plantilla:ABW	Ŝablono:ABW
Katiguriya:Tunisya	Kategorio:Tunizio
Plantilla:ATA	Ŝablono:ATA
Plantilla:JPN	Ŝablono:JPN
Katiguriya:Micha musiku	Kategorio:Energia ekonomiko
Yanapa:Tawla	Helpo:Tabeloj
Katiguriya:Wañusqa 8 ñiqin pachakwatapi	Kategorio:Mortintoj en la 8-a jarcento
Plantilla:SHN	Ŝablono:SHN
Plantilla:PAN	Ŝablono:PAN
Plantilla:SOM	Ŝablono:SOM
Plantilla:VAT	Ŝablono:VAT
Katiguriya:Pulitiku (China)	Kategorio:Ĉinaj politikistoj
Plantilla:SWZ	Ŝablono:SWZ
Plantilla:Ruwaq:lt	Ŝablono:Vikipediisto lt
Katiguriya:Llaqta (Veneto)	Kategorio:Komunumoj de Veneto
Plantilla:PAK	Ŝablono:PAK
Plantilla:Ruwaq:nds-1	Ŝablono:Vikipediisto nds-1
Katiguriya:Llaqta (Nihun)	Kategorio:Urboj de Japanio
Katiguriya:Umalliq (Indya)	Kategorio:Prezidantoj de Barato
Katiguriya:Suyu (Unduras)	Kategorio:Departementoj de Honduro
Megantoni mamallaqta willkachasqa	Nacia Rezervejo Megantoni
Katiguriya:Lima llaqtapi paqarisqa	Kategorio:Limanoj
Plantilla:Suyukuna (Kulumbya)	Ŝablono:Departementoj de Kolombio
Punku p'anqa: Brasil	Portalo:Brazilo
Katiguriya:Llamk'ana	Kategorio:Aparataro
Plantilla:ISL	Ŝablono:ISL
Plantilla:Oppose	Ŝablono:Kontraŭ
Katiguriya:Suyu (Salwadur)	Kategorio:Departementoj de Salvadoro
Plantilla:MUS	Ŝablono:MUS
Plantilla:COL	Ŝablono:COL
Plantilla:CCK	Ŝablono:CCK
Plantilla:NCL	Ŝablono:NCL
Plantilla:GNB	Ŝablono:GNB
Plantilla:ERI	Ŝablono:ERI
Plantilla:MRT	Ŝablono:MRT
Plantilla:GAB	Ŝablono:GAB
Plantilla:IRN	Ŝablono:IRN
Plantilla:MLI	Ŝablono:MLI
Plantilla:JOR	Ŝablono:JOR
Plantilla:IOT	Ŝablono:IOT
Plantilla:TKL	Ŝablono:TKL
Plantilla:SDN	Ŝablono:SUD
Plantilla:NIU	Ŝablono:NIU
Plantilla:NPL	Ŝablono:NPL
Plantilla:PYF	Ŝablono:PYF
Plantilla:NAM	Ŝablono:NAM
Plantilla:MHL	Ŝablono:MHL
Plantilla:COK	Ŝablono:COK
Plantilla:PRI	Ŝablono:PRI
Plantilla:DOM	Ŝablono:DOM
Plantilla:CAF	Ŝablono:CAF
Plantilla:MKD	Ŝablono:MKD
Plantilla:GNQ	Ŝablono:GNQ
Plantilla:COM	Ŝablono:COM
Plantilla:ZMB	Ŝablono:ZMB
Plantilla:ESH	Ŝablono:ESH
Plantilla:LKA	Ŝablono:LKA
Plantilla:VCT	Ŝablono:VCT
Plantilla:MWI	Ŝablono:MWI
Plantilla:UMI	Ŝablono:UMI
Plantilla:TZA	Ŝablono:TZA
Plantilla:KAZ	Ŝablono:KAZ
Plantilla:OMN	Ŝablono:OMN
Plantilla:NER	Ŝablono:NER
Plantilla:COG	Ŝablono:COG
Plantilla:SMR	Ŝablono:SMR
Plantilla:MTQ	Ŝablono:MTQ
Plantilla:PER	Ŝablono:PER
Plantilla:MOZ	Ŝablono:MOZ
Plantilla:SUR	Ŝablono:SUR
Plantilla:TTO	Ŝablono:TTO
Plantilla:GUY	Ŝablono:GUY
Plantilla:ETH	Ŝablono:ETH
Plantilla:HKG	Ŝablono:HKG
Plantilla:NGA	Ŝablono:NGA
Plantilla:PRK	Ŝablono:PRK
Plantilla:FSM	Ŝablono:FSM
Plantilla:SRB	Ŝablono:SRB
Plantilla:KIR	Ŝablono:KIR
Plantilla:NIC	Ŝablono:NIC
Plantilla:KNA	Ŝablono:KNA
Plantilla:PNG	Ŝablono:PNG
Plantilla:LBR	Ŝablono:LBR
Plantilla:TKM	Ŝablono:TKM
Plantilla:NRU	Ŝablono:NRU
Plantilla:SPM	Ŝablono:SPM
Katiguriya:Suyu (Uruwayi)	Kategorio:Departementoj de Urugvajo
Plantilla:MNP	Ŝablono:MNP
Plantilla:SLB	Ŝablono:SLB
Plantilla:GRL	Ŝablono:GRL
Plantilla:LBY	Ŝablono:LBY
Plantilla:LSO	Ŝablono:LES
Plantilla:THA	Ŝablono:THA
Plantilla:BFA	Ŝablono:BFA
Plantilla:TCD	Ŝablono:TCD
Plantilla:PRY	Ŝablono:PAR
Plantilla:ECU	Ŝablono:ECU
Plantilla:BTN	Ŝablono:BTN
Plantilla:MDV	Ŝablono:MDV
Plantilla:SYC	Ŝablono:SYC
Plantilla:TLS	Ŝablono:TLS
Plantilla:LCA	Ŝablono:LCA
Plantilla:SLE	Ŝablono:SLE
Plantilla:VUT	Ŝablono:VUT
Plantilla:LTU	Ŝablono:LTU
Plantilla:SGP	Ŝablono:SIN
Plantilla:IND	Ŝablono:IND
Plantilla:MAC	Ŝablono:MAC
Katiguriya:Uma kamayuq (China)	Kategorio:Ĉefministroj de Ĉinio
Katiguriya:Marksismu	Kategorio:Marksismo
Katiguriya:Chaqllisinchi ruruchina	Kategorio:Kemiaj firmaoj
Plantilla:VIR	Ŝablono:VIR
Katiguriya:Wañusqa rimay	Kategorio:Mortaj lingvoj
Katiguriya:North Carolina suyu	Kategorio:Norda Karolino
Katiguriya:Llaqta (Albanya)	Kategorio:Urboj de Albanio
Katiguriya:Burinkin	Kategorio:Porto-Riko
Katiguriya:Ruwaq:ja-N	Kategorio:Vikipediisto ja-D
Katiguriya:Llaqta (Hukllachasqa Amirika Suyukuna)	Kategorio:Urboj de Usono
Katiguriya:Paqarisqa 1903	Kategorio:Naskiĝintoj en 1903
Katiguriya:Paqarisqa 1925	Kategorio:Naskiĝintoj en 1925
Katiguriya:Paqarisqa 1936	Kategorio:Naskiĝintoj en 1936
Katiguriya:Paqarisqa 1916	Kategorio:Naskiĝintoj en 1916
Katiguriya:Paqarisqa 1910	Kategorio:Naskiĝintoj en 1910
Katiguriya:Paqarisqa 1939	Kategorio:Naskiĝintoj en 1939
Plantilla:CHE	Ŝablono:CHE
Katiguriya:Qachu yura	Kategorio:Poacoj
Katiguriya:Kurku kallpanchaq (Suwisa)	Kategorio:Svisaj sportistoj
Katiguriya:Llaqta (Suysya)	Kategorio:Urboj de Svedio
P'acha chuku	Ĉapo
Plantilla:Sut'ichana qillqa	Ŝablono:Apartigilo
Katiguriya:1962	Kategorio:1962
Katiguriya:Swasisuyu	Kategorio:Svazilando
Katiguriya:Pulitiku (Asarsuyu)	Kategorio:Azerbajĝanaj politikistoj
Katiguriya:Piluta hayt'ay (Ispaña)	Kategorio:Futbalo en Hispanio
Katiguriya:Hatun Qhapaq (Nihun)	Kategorio:Japanaj imperiestroj
Katiguriya:Wañusqa 2013	Kategorio:Mortintoj en 2013
Katiguriya:Lista (Allpamanta yachaykuna)	Kategorio:Listoj pri geografio
Katiguriya:Paqarisqa 1938	Kategorio:Naskiĝintoj en 1938
Plantilla:ATG	Ŝablono:ATG
Plantilla:ARE	Ŝablono:ARE
Plantilla:GRC	Ŝablono:GRC
Plantilla:PRT	Ŝablono:PRT
Plantilla:BGD	Ŝablono:BGD
Plantilla:AIA	Ŝablono:AIA
Plantilla:BRB	Ŝablono:BRB
Plantilla:ZWE	Ŝablono:ZWE
Plantilla:BLZ	Ŝablono:BLZ
Plantilla:ASM	Ŝablono:ASM
Plantilla:AUS	Ŝablono:AUS
Plantilla:CZE	Ŝablono:CZE
Plantilla:LVA	Ŝablono:LVA
Plantilla:AZE	Ŝablono:AZE
Plantilla:DZA	Ŝablono:DZA
Plantilla:TCH	Ŝablono:CZS
Plantilla:FRG	Ŝablono:FRG
Plantilla:NLD	Ŝablono:NLD
Plantilla:GBR	Ŝablono:GBR
Plantilla:FLK	Ŝablono:FLK
Plantilla:KWT	Ŝablono:KUW
Plantilla:TUV	Ŝablono:TUV
Katiguriya:Mayu (Alimanya)	Kategorio:Riveroj en Germanio
Katiguriya:Llaqta (Hurwatsuyu)	Kategorio:Urboj de Kroatio
Katiguriya:1663	Kategorio:1663
Plantilla:VNM	Ŝablono:VNM
Plantilla:LIE	Ŝablono:LIE
Plantilla:MDA	Ŝablono:MDA
Katiguriya:Llaqta (Panama)	Kategorio:Urboj de Panamo
Plantilla:SEN	Ŝablono:SEN
Plantilla:NZL	Ŝablono:NZL
Plantilla:GLP	Ŝablono:GLP
Plantilla:SGS	Ŝablono:SGS
Plantilla:KOR	Ŝablono:KOR
Plantilla:Ruwaq:it-2	Ŝablono:Vikipediisto it-2
Plantilla:SVN	Ŝablono:SVN
Plantilla:LBN	Ŝablono:LBN
Katiguriya:Llaqta (Sardegna)	Kategorio:Komunumoj de Sardio
Plantilla:GUF	Ŝablono:GUF
Plantilla:IMN	Ŝablono:IMN
Plantilla:GGY	Ŝablono:GGY
Plantilla:FRA	Ŝablono:FRA
Plantilla:Edad	Ŝablono:Aĝo
Plantilla:JEY	Ŝablono:JEY
Katiguriya:Mungulya	Kategorio:Mongolio
Katiguriya:Pulitiku (Kuba)	Kategorio:Kubaj politikistoj
Katiguriya:1953	Kategorio:1953
Katiguriya:Ministru (Alimanya)	Kategorio:Germanaj ministroj
Katiguriya:Uma kamayuq (Tunisya)	Kategorio:Ĉefministroj de Tunizio
Katiguriya:Llimphiq (Italya)	Kategorio:Italaj pentristoj
Katiguriya:Llaqta (Urasuyu)	Kategorio:Urboj de Nederlando
Katiguriya:Awya Yalapi runa llaqta	Kategorio:Etnoj en Ameriko
Katiguriya:Takichaq (Hukllachasqa Amirika Suyukuna)	Kategorio:Usonaj komponistoj
Plantilla:Coor dm	Ŝablono:Koord
Katiguriya:Suyu (Brasil)	Kategorio:Subŝtatoj de Brazilo
Katiguriya:Paqarisqa 20 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 20-a jarcento
Katiguriya:Paqarisqa 19 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 19-a jarcento
Katiguriya:Paqarisqa 18 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 18-a jarcento
Katiguriya:Paqarisqa 17 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 17-a jarcento
Katiguriya:Paqarisqa 16 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 16-a jarcento
Katiguriya:Paqarisqa 15 ñiqin pachakwatapi	Kategorio:Naskiĝintoj en la 15-a jarcento
Katiguriya:Pulitiku (Purtugal)	Kategorio:Portugalaj politikistoj
Katiguriya:Llaqta (Ilanda)	Kategorio:Urboj de Irlando
Katiguriya:Llaqta (Uruwayi)	Kategorio:Urboj de Urugvajo
Katiguriya:Llaqta (Iskusya)	Kategorio:Urboj en Skotlando
Katiguriya:Musika (Italya)	Kategorio:Itala muziko
Plantilla:Ruwaq:la-1	Ŝablono:Vikipediisto la-1
Katiguriya:Piluta hayt'aq (Mama llaqta)	Kategorio:Futbalistoj laŭ landoj
Katiguriya:Ruwaq:hr	Kategorio:Vikipediisto hr
Katiguriya:Ruwaq:sl	Kategorio:Vikipediisto sl
Katiguriya:Ruwaq:eo	Kategorio:Vikipediisto eo
Katiguriya:Ruwaq:fr	Kategorio:Vikipediisto fr
Katiguriya:Ruwaq:ja	Kategorio:Vikipediisto ja
Katiguriya:Ruwaq:la	Kategorio:Vikipediisto la
Katiguriya:Ruwaq:lt	Kategorio:Vikipediisto lt
Katiguriya:Ruwaq:sl-3	Kategorio:Vikipediisto sl-3
Katiguriya:Ruwaq:fr-3	Kategorio:Vikipediisto fr-3
Katiguriya:Ruwaq:it-3	Kategorio:Vikipediisto it-3
Katiguriya:Ruwaq:fi-1	Kategorio:Vikipediisto fi-1
Katiguriya:Ruwaq:fr-2	Kategorio:Vikipediisto fr-2
Katiguriya:User nl-N	Kategorio:Vikipediisto nl-D
Katiguriya:Umalliq (Arminya)	Kategorio:Prezidantoj de Armenio
Katiguriya:Amarumayu	Kategorio:Amazonio
Katiguriya:London llaqtapi paqarisqa	Kategorio:Londonanoj
Katiguriya:Tukuy runakunap qhapaq kaynin (Chunwa)	Kategorio:Mondaj heredaĵoj en Ĉinio
Katiguriya:Qhapaq (Hurdanya)	Kategorio:Reĝoj de Jordanio
Katiguriya:Umalliq (Witnam)	Kategorio:Prezidantoj de Vjetnamio
Katiguriya:Kapchiy (Grisya)	Kategorio:Greka arto
Katiguriya:Kapchiq (Grisya)	Kategorio:Grekaj artistoj
Katiguriya:Qillqaq (Winisuyla)	Kategorio:Venezuelaj verkistoj
Katiguriya:Uma kamayuq (Qatar)	Kategorio:Ĉefministroj de Kataro
Katiguriya:Hampikamayuq (Rusiya)	Kategorio:Kuracistoj de Rusio
Katiguriya:Pulitiku (Qatar)	Kategorio:Kataraj politikistoj
Katiguriya:Wañusqaña uywa	Kategorio:Formortintaj bestoj
Katiguriya:26 ñiqin pachakwata kñ	Kategorio:26-a jarcento a.K.
Katiguriya:Umalliq (Asarsuyu)	Kategorio:Prezidantoj de Azerbajĝano
Katiguriya:1179	Kategorio:1179
Katiguriya:Ruwaq:ca	Kategorio:Vikipediisto ca
Katiguriya:Ruwaq:ca-1	Kategorio:Vikipediisto ca-1
Katiguriya:Phaqcha (Mama llaqta)	Kategorio:Akvofaloj laŭ landoj
Katiguriya:Ruwaq:cs	Kategorio:Vikipediisto cs
Katiguriya:Wat'a	Kategorio:Insuloj
Katiguriya:Ruwaq:de	Kategorio:Vikipediisto de
Katiguriya:Ruwaq:de-2	Kategorio:Vikipediisto de-2
Katiguriya:Ruwaq:de-3	Kategorio:Vikipediisto de-3
Katiguriya:User de-N	Kategorio:Vikipediisto de-D
Katiguriya:Ruwaq:en-3	Kategorio:Vikipediisto en-3
Katiguriya:Parawayipi rimay	Kategorio:Lingvoj de Paragvajo
Katiguriya:Ruwaq:eo-1	Kategorio:Vikipediisto eo-1
Katiguriya:Ruwaq:eo-2	Kategorio:Vikipediisto eo-2
Katiguriya:Ruwaq:es	Kategorio:Vikipediisto es
Katiguriya:Ruwaq:es-1	Kategorio:Vikipediisto es-1
Katiguriya:Ruwaq:es-2	Kategorio:Vikipediisto es-2
Katiguriya:Ruwaq:es-3	Kategorio:Vikipediisto es-3
Katiguriya:Ruwaq:fi	Kategorio:Vikipediisto fi
Katiguriya:Ruwaq:fi-2	Kategorio:Vikipediisto fi-2
Katiguriya:Ruwaq:fi-3	Kategorio:Vikipediisto fi-3
Katiguriya:Ruwaq:fi-N	Kategorio:Vikipediisto fi-D
Katiguriya:23 ñiqin pachakwata kñ	Kategorio:23-a jarcento a.K.
Katiguriya:1452	Kategorio:1452
Katiguriya:1499	Kategorio:1499
Katiguriya:1433	Kategorio:1433
Katiguriya:1465	Kategorio:1465
Katiguriya:1472	Kategorio:1472
Katiguriya:Llimphiq (Winisuyla)	Kategorio:Venezuelaj pentristoj
Katiguriya:Simi kapchiy (Hukllachasqa Qhapaq Suyu)	Kategorio:Brita literaturo
Katiguriya:Urqu (Antartika)	Kategorio:Montoj en Antarkto
Katiguriya:Wañusqa 1904	Kategorio:Mortintoj en 1904
Katiguriya:Taytakura (Italya)	Kategorio:Romkatolikaj pastroj en Italio
Katiguriya:Pulitiku (Winisuyla)	Kategorio:Venezuelaj politikistoj
Katiguriya:Umalliq (Winisuyla)	Kategorio:Prezidantoj de Venezuelo
Katiguriya:Suyu (Winisuyla)	Kategorio:Ŝtatoj de Venezuelo
Katiguriya:Qillqaq (Purtugal)	Kategorio:Portugalaj verkistoj
Katiguriya:Takiq (Kuba)	Kategorio:Kubaj kantistoj
Katiguriya:Paqarisqa 1793	Kategorio:Naskiĝintoj en 1793
Katiguriya:Wañusqa 1852	Kategorio:Mortintoj en 1852
Katiguriya:Wañusqa 1880	Kategorio:Mortintoj en 1880
Katiguriya:1812	Kategorio:1812
Katiguriya:1793	Kategorio:1793
Katiguriya:Pacha tupuy	Kategorio:Geometrio
Katiguriya:Wañusqa 1942	Kategorio:Mortintoj en 1942
Plantilla:Unquy	Ŝablono:Informkesto Malsano
Katiguriya:Llaqta (Israyil)	Kategorio:Urboj de Israelo
Katiguriya:Kapchiq	Kategorio:Artistoj
Katiguriya:Ruwaq:it	Kategorio:Vikipediisto it
Katiguriya:Ruwaq:ja-1	Kategorio:Vikipediisto ja-1
Katiguriya:Malwa yura rikch'aq ayllu	Kategorio:Malvacoj
Katiguriya:Hukllachasqa Amirika Suyukunap suyun	Kategorio:Usonaj ŝtatoj
Katiguriya:Kuyu walltay pusaq (Ispaña)	Kategorio:Hispanaj reĝisoroj
Katiguriya:Pulitiku (Chili)	Kategorio:Ĉiliaj politikistoj
Katiguriya:1505	Kategorio:1505
Katiguriya:Ruwaq:la-1	Kategorio:Vikipediisto la-1
Katiguriya:Umalliq (Isluwinya)	Kategorio:Prezidantoj de Slovenio
Plantilla:Suyukuna (Uruwayi)	Ŝablono:UrugvajoDepartementojn
Katiguriya:Allpamanta yachaykuna (Awstralya)	Kategorio:Geografio de Aŭstralio
Katiguriya:Wañusqa 1585	Kategorio:Mortintoj en 1585
Katiguriya:1556	Kategorio:1556
Katiguriya:1585	Kategorio:1585
Katiguriya:1596	Kategorio:1596
Katiguriya:Wañusqa 1556	Kategorio:Mortintoj en 1556
Katiguriya:Wañusqa 1521	Kategorio:Mortintoj en 1521
Katiguriya:Wañusqa 1564	Kategorio:Mortintoj en 1564
Katiguriya:Wañusqa 1536	Kategorio:Mortintoj en 1536
Katiguriya:1521	Kategorio:1521
Katiguriya:Llaqta (Grisya)	Kategorio:Urboj de Grekio
Plantilla:NOR	Ŝablono:NOR
Katiguriya:1564	Kategorio:1564
Katiguriya:Wañusqa 12 ñiqin pachakwatapi	Kategorio:Mortintoj en la 12-a jarcento
Katiguriya:1553	Kategorio:1553
Katiguriya:1576	Kategorio:1576
Katiguriya:1592	Kategorio:1592
Katiguriya:1536	Kategorio:1536
Katiguriya:1560	Kategorio:1560
Katiguriya:Qhapaq (Sawud Arabya)	Kategorio:Reĝoj de Sauda Arabio
Katiguriya:Wañusqa 1596	Kategorio:Mortintoj en 1596
Katiguriya:Mama llaqta parki (Winisuyla)	Kategorio:Naciaj parkoj de Venezuelo
Katiguriya:Hawa ministru (Italya)	Kategorio:Ministroj pri eksteraj rilatoj de Italio
Katiguriya:Kichka qarayuq	Kategorio:Ekinodermoj
Katiguriya:Sach'a kamay	Kategorio:Arbara mastrumado
Katiguriya:Awqaq pusaq (Mama llaqta)	Kategorio:Militistoj laŭ landoj
Katiguriya:Paqarisqa 15 ñiqin pachakwatapi kñ	Kategorio:Naskiĝintoj en la 15-a jarcento a.K.
Katiguriya:14 ñiqin pachakwata kñ	Kategorio:14-a jarcento a.K.
Katiguriya:Wañusqa 1922	Kategorio:Mortintoj en 1922
Katiguriya:Llaqta (Ransiya)	Kategorio:Urboj de Francio
Plantilla:BRA	Ŝablono:BRA
Katiguriya:Kathuliku Inlisya	Kategorio:Romkatolika Eklezio
Katiguriya:Pulinisya	Kategorio:Polinezio
Katiguriya:Mamallaqta parki (Buliwya)	Kategorio:Naciaj parkoj de Bolivio
Katiguriya:Yachay wayllukuqkuna (Urasuyu)	Kategorio:Nederlandaj filozofoj
Katiguriya:Kurku kallpanchaq (Urasuyu)	Kategorio:Nederlandaj sportistoj
Katiguriya:Qillqaq (Urasuyu)	Kategorio:Nederlandaj verkistoj
Katiguriya:Wañusqa 1793	Kategorio:Mortintoj en 1793
Katiguriya:Wañusqa 1822	Kategorio:Mortintoj en 1822
Katiguriya:1549	Kategorio:1549
Katiguriya:1718	Kategorio:1718
Katiguriya:Wañusqa 1931	Kategorio:Mortintoj en 1931
Katiguriya:Wañusqa 1827	Kategorio:Mortintoj en 1827
Katiguriya:Ruwaq:ru-1	Kategorio:Vikipediisto ru-1
Wikipedia:Babel	Vikipedio:Babelejo
Katiguriya:Wañusqa 1798	Kategorio:Mortintoj en 1798
Katiguriya:Wañusqa 1829	Kategorio:Mortintoj en 1829
Katiguriya:Wañusqa 1826	Kategorio:Mortintoj en 1826
Katiguriya:Wañusqa 1799	Kategorio:Mortintoj en 1799
Katiguriya:Wañusqa 1778	Kategorio:Mortintoj en 1778
Katiguriya:Taripay amachaq (Kustarika)	Kategorio:Kostarikaj advokatoj
Katiguriya:Wañusqa 1547	Kategorio:Mortintoj en 1547
Usa	Laŭso
Plantilla:User sv-1	Ŝablono:Vikipediisto sv-1
Katiguriya:Kubwano	Kategorio:Kubanoj
Katiguriya:Takana waqachina	Kategorio:Frapinstrumentoj
Katiguriya:1687	Kategorio:1687
Katiguriya:1614	Kategorio:1614
Katiguriya:1612	Kategorio:1612
Katiguriya:1653	Kategorio:1653
Katiguriya:1672	Kategorio:1672
Katiguriya:1673	Kategorio:1673
Katiguriya:Wañusqa 1691	Kategorio:Mortintoj en 1691
Katiguriya:1691	Kategorio:1691
Katiguriya:Wañusqa 1616	Kategorio:Mortintoj en 1616
Katiguriya:1661	Kategorio:1661
Katiguriya:Llimphiq (Urasuyu)	Kategorio:Nederlandaj pentristoj
Katiguriya:Piluta hayt'aq (Urasuyu)	Kategorio:Nederlandaj futbalistoj
Katiguriya:1655	Kategorio:1655
Katiguriya:1680	Kategorio:1680
Katiguriya:1684	Kategorio:1684
Katiguriya:Umalliq (Chawpi Aphrika Republika)	Kategorio:Prezidantoj de Centr-Afrika Respubliko
Llakipampa sallqa kawsay risirwa	Naturrezervejo Lakipampo
Katiguriya:Klawil yura rikch'aq ayllu	Kategorio:Kariofilacoj
Plantilla:TUN	Ŝablono:TUN
Katiguriya:Wiñay kawsay (Italya)	Kategorio:Historio de Italio
Katiguriya:Llaqta (Salwadur)	Kategorio:Urboj de Salvadoro
Katiguriya:Wañusqa 1994	Kategorio:Mortintoj en 1994
Katiguriya:Paqarisqa 1906	Kategorio:Naskiĝintoj en 1906
Katiguriya:Suyu (Nihun)	Kategorio:Regionoj de Japanio
Katiguriya:Allpamanta yachaykuna (Mama llaqta)	Kategorio:Geografio laŭ landoj
Katiguriya:Llaqta (Pulunya)	Kategorio:Urboj de Pollando
