Aprika	Afriko
Ussaramanna	Ussaramanna
Villanovaforru	Villanovaforru
Villanovafranca	Villanovafranca
Giovo	Giovo
Agnostisismo	Agnostikismo
Marjorie Estiano	Marjorie Estiano
2647 Sova	2647 Sova
Ida B. Wells	Ida Wells
Castellana Sicula	Castellana Sicula
Rialto, California	Rialto (Kalifornio)
Giustino (TN)	Giustino
Jacob	Jakobo
Grigno	Grigno
Grumes	Grumes
Imer	Imer
2751 Campbell	2751 Campbell
Isera	Isera
Ivano-Fracena	Ivano-Fracena
Lasino	Lasino
Lavis	Lavis
Ellen G. White	Ellen G. White
Esperanza	Esperanza
Neil Diamond	Neil Diamond
Sam Shepard	Sam Shepard
Antipapa Juan XXIII	Johano la 23-a (kontraŭpapo)
Am (paglilinaw)	Am
Aritzo	Aritzo
Levico Terme	Levico Terme
Atzara	Atzara
Austis	Austis
Belvì	Belvì
Birori	Birori
Bitti	Bitti
Lisignago	Lisignago
Bolotana	Bolotana
Borore	Borore
Bortigali	Bortigali
Desulo	Desulo
Dorgali	Dorgali
Dualchi	Dualchi
Gadoni	Gadoni
Livo (TN)	Livo (TN)
Galtellì	Galtellì
Gavoi	Gavoi
Irgoli	Irgoli
Malosco	Malosco
Malè	Malè
Lei, Italy	Lei
Loculi	Loculi
Lodine	Lodine
Luga	Luga
Lodè	Lodè
Lula, Italy	Lula (provinco Nuoro)
Macomer	Macomer
Mamoiada	Mamoiada
Meana Sardo	Meana Sardo
Noragugume	Noragugume
Mazzin	Mazzin
Oliena	Oliena
Ollolai	Ollolai
Olzai	Olzai
Onanì	Onani
Onifai	Onifai
Oniferi	Oniferi
Orani, Italya	Orani
Batikano	Vatikano (apartigilo)
Mikhail Baryshnikov	Miĥail Bariŝnikov
Orgosolo	Orgosolo
Mezzano	Mezzano
Orosei	Orosei
Orotelli	Orotelli
Ortueri	Ortueri
Osidda	Osidda
Mezzocorona	Mezzocorona
Ottana	Ottana
Tala (paglilinaw)	Tala
Ovodda	Ovodda
Sarule	Sarule
Silanus, Sardinia	Silanus
Mezzolombardo	Mezzolombardo
Sindia, Italy	Sindia
Siniscola	Siniscola
Sorgono	Sorgono
Teti, Italy	Teti
Tiana	Tiana
Tonara	Tonara
Torpè	Torpè
Fonni	Fonni
Molveno	Molveno
Monclassico	Monclassico
Montagne (TN)	Montagne (Italio)
Nago-Torbole	Nago-Torbole
Vladimir K. Zworykin	Vladimir Zvorikin
Philippe I, Duke ng Orléans	Filipo de Francio (1640-1701)
Tony Bennett	Tony Bennett
Sun Myung Moon	Sun Myung Moon
Novaledo	Novaledo
Apollonius ng Tyana	Apolonio de Tiano
Gianluca Ramazzotti	Gianluca Ramazzotti
Ossana	Ossana
Padergnone	Padergnone
Palù del Fersina	Palù del Fersina
Ruy López de Segura	Ruy López de Segura
Peio	Peio
Dakilang Cyaxares	Kjaksaro
Surayud Chulanont	Surayud Chulanont
René-Robert Cavelier, Sieur de La Salle	René Robert Cavelier de La Salle
Pelugo	Pelugo
Lobby	Lobio
Pinzolo	Pinzolo
Emperador Kōmei	Komei
Simon Helberg	Simon Helberg
Sona	Sona
Pozza di Fassa	Pozza di Fassa
Predazzo	Predazzo
Preore	Preore
Prezzo	Prezzo
Prito	Fritado
Revò	Revò
Aabach	Aabach
Von	Von
Romallo	Romallo
Romeno	Romeno
Ronzo-Chienis	Ronzo-Chienis
Ronzone	Ronzone
Ruffrè-Mendola	Ruffrè
Rumo	Rumo (Italio)
San Lorenzo in Banale	San Lorenzo in Banale
Distrito ng Lachin	Laĉino
Aba Po, Santa Mariang Reyna	Salve Regina
Balut	Baluto
1958 Chandra	1958 Chandra
Bandolin	Mandolino
2626 Belnika	2626 Belnika
Barry Manilow	Barry Manilow
Hermaphrodite	Hermafrodito (Vivoscienco)
2664 Everhart	2664 Everhart
2305 King	2305 King
Scurelle	Scurelle
Haláčovce	Haláčovce
Sfruz	Sfruz
Daqing	Dacin
2561 Margolin	2561 Margolin
Siror	Siror
Abashiri, Hokkaidō	Abaŝiri (urbo)
Abasia	Abazio
Soraga	Soraga
Sover	Sover
Abbasanta	Abbasanta
Nagsasariling Sosyalistikong Republikang Soviet ng Abkhaz	Abĥaza ASSR
Kuhol	Heliko
Avianca	Avianca
Desodorante	Senodorigilo
Pagpaplano	Plano
Tesis na Church-Turing	Ĉurĉa tezo
Mga nagsasariling oblast ng Rusya	Aŭtonoma provinco (Rusio)
Lolikon	Lolikono
Angkop na pangangatawan	Fizika taŭgeco
Obituwaryo	Nekrologo
Pterodactylus	Pterodaktilo
Yom haShoa	Jom Haŝoa
Antón Lamazares	Antón Lamazares
Ludvík Svoboda	Ludvík Svoboda
Perjury	Falsa ĵuro
Takeshi Kaneshiro	Kaneshiro Takeshi
Antipapa Benedicto XIII	Benedikto la 13-a (kontraŭpapo)
Fats Waller	Fats Waller
John Russell Hind	John Russell Hind
Henry Moseley	Henry Moseley
Australopithecus sediba	Australopithecus sediba
David Dacko	David Dacko
Antonio Pigafetta	Antonio Pigafetta
Cynognathus	Cynognathus
John R. Bolton	John R. Bolton
Valerius Valens	Valerio Valento
Bignay	Antidesma bunius
Johannes Rydberg	Johannes Rydberg
Adad-nirari II	Adad-nirari la 2-a
Yasser Al-Habib	Yassero Al-Habib
San Casimiro de Polonia	Sankta Kazimiro
Bruno ng Cologne	Bruno de Kolonjo
Emperador Ninkō	Ninko
Jami	Ĝami
Andrian Nikolayev	Andrijan Nikolajev
Antipapa Felix V	Felikso la 5-a (kontraŭpapo)
Marcel Lefebvre	Marcel Lefebvre
Mata sa mata	Okulon pro okulo
Eduardo Rodríguez	Eduardo Rodríguez
Bundok Scopus	Monto Scopus
Emperador Kōan	Koan
Emperador Kōshō	Koŝo
Antipapa Philip	Filipo (kontraŭpapo)
Mirza Ghulam Ahmad	Mirza Ghulam Ahmad
Kyu Sakamoto	Sakamoto Kju
Emperador Suizei	Suizei
Nguyen Du	Nguyen Du
Emperador Annei	Annei
Choi Kyu-hah	Choe Gyuha
Joe @@@u0026King@@@u0026 Oliver	Joe King Oliver
Charles Taze Russell	Charles Taze Russell
Talaan ng mga planetang menor: 6001–7000	Listo de asteroidoj (6001–7000)
Antipapa Constantine II	Konstanteno la 2-a (kontraŭpapo)
Tala ng planetang minor: 4001–5000	Listo de asteroidoj (4001–5000)
Leslie Cheung	Leslie Cheung
Andrés Bonifacio	Andrés Bonifacio
Emperador Kōkaku	Kokaku
Emperador Momozono	Momozono
Emperador Sakuramachi	Sakuramachi
Gōshō Aoyama	Aoyama Gōshō
Antipapa Anacleto II	Anakleto la 2-a (kontraŭpapo)
Emperador Go-Momozono	Go-Momozono
Auguste Charlois	Auguste Charlois
Gian Galeazzo Sforza	Gian Galeazzo Maria Sforza
Emperador Suinin	Suinin
Jacques Piccard	Jacques Piccard
Januarius	Sankta Januaro
Marsilio ng Padua	Marsilio de Padovo
John Mills	John Mills
Santa Claus	Kristnaska Viro
Antigua	Antigvo
Emperador Saga	Saga (imperiestro)
Daniel Boone	Daniel Boone
Jack Johnson	Jack Johnson
Phineas Gage	Phineas Gage
Theodoret	Teodoreto
San Vicente Ferrer	Sankta Vincento Ferrer
Eugène Dubois	Eugène Dubois
Fussa, Tokyo	Fussa
Hanamaki, Iwate	Hanamaki
Kokubunji, Tokyo	Kokubunĝi
Nishio, Aichi	Niŝio
Inagi, Tokyo	Inagi
Galeazzo Maria Sforza	Galeazzo Maria Sforza
Partido Komunista ng Chile	Komunista Partio de Ĉilio
Amyrtaeus	Amirteo
Edward Bulwer-Lytton, ika-1 Baron Lytton	Edward George Bulwer-Lytton
Apolinario Mabini	Apolinario Mabini
Gelug	Gelugpao
Caesarea Palaestina	Ĉemara Cezareo
Adres	Adreso
Sayote	Ĉajoto
Enero 2006	Januaro de 2006
Booker T. Washington	Booker T. Washington
Wikang pambansa	Nacia lingvo
Edward Whymper	Edward Whymper
Andrew Graham (astronomer)	Andrew Graham (astronomo)
Pasto	San Juan de Pasto
Papa Esteban III	Stefano la 3-a (papo)
Yuri (genre)	Jurio
Pagdiin-angat	Puŝlevo
Antipapa Gregorio VI	Gregorio la 6-a (kontraŭpapo)
Apposition	Apozicio
Jos	Jos (urbo)
Kimikang makateoriya	Teoria kemio
Punong Bodhi	Pipalo
Eusebio ng Nicomedia	Eŭsebio el Nikomedio
Tore ng Juche	Ĝuĉe-turo
Didal	Fingringo
Abo (paglilinaw)	ABO
Ratan	Rotango
Keenen Ivory Wayans	Keenen Ivory Wayans
Aragona	Aragona (Italio)
Simi Valley, California	Simi Valley
Fairfield, California	Fairfield (Kalifornio)
Jamestown, Virginia	Jamestown (Virginio)
Stenico	Stenico
Anyang	Anjan
Esterilisasyon	Steriligo
Apocalypse	Apokalipso
Osteopatiya	Osteopatio
Martsa ng kamatayan	Marŝo de morto
Primado	Primaso
Pamahalaang Sentral ng Tibet	Ekzilita tibeta registaro
Araw ng Bastille	Nacia tago de Francio
Tassullo	Tassullo
Talaan ng mga santo ng Simbahang Katoliko	Listo de sanktuloj
Ang mga Pakikipagsapalaran ni Tom Sawyer	La Aventuroj de Tom Sawyer
Tenna (TN)	Tenna (Trento)
Uji, Kyoto	Uĝi
Terres	Terres
Inhinyeriyang biyomedikal	Biomedicina inĝenierio
Terzolas	Terzolas
Tesero	Tesero
Tione di Trento	Tione di Trento
Tonadico	Tonadico
Torcegno	Torcegno
Trambileno	Trambileno
Transacqua	Transacqua
Tres, Italy	Tres
Glukosamina	Glukozamino
Valda	Valda
Panahong Shōwa	Ŝoŭa-erao
Valfloriana	Valfloriana
Vallarsa	Vallarsa
Paliligo	Bano
Vattaro	Vattaro
Vermiglio	Vermiglio
Ouran Koukou Host Club	Vizita klubo de gimnazio Oran
Vervò	Vervò
Villa Lagarina	Villa Lagarina
Villa Rendena	Villa Rendena
Volano	Volano (Italio)
Montallegro	Montallegro
Armenia, Colombia	Armenia (Kindio)
Ikoma, Nara	Ikoma
Sistemang somatosensoryo	Tuŝa sistemo
Nuevo Laredo	Nuevo Laredo
Clarksville, Tennessee	Clarksville (Tenesio)
Marso 2006	Marto de 2006
Pebrero 2006	Februaro de 2006
Sauropsida	Sauropsida
Setyembre 2009	Septembro de 2009
Kilometro Sero	Kilometro nulo
Nat Turner	Nat Turner
Brad Dourif	Brad Dourif
Emperador Daigo	Daigo (imperiestro)
Kiyose, Tokyo	Kijose
Mga Alyado ng Ikalawang Digmaang Pandaigdig	Aliancanoj
Kunitachi, Tokyo	Kunitaĉi
Ispandeks	Elastano
Hulyo 2011	Julio de 2011
Hunyo 2011	Junio de 2011
Simbolong seksuwal	Seksosimbolo
Distrito ng Khojali	Ĥoĝali
Distrito ng Khojavend	Ĥoĝavend
Distrito ng Goranboy	Goranboy
Shenzhou 6	Shenzhou 6
Distrito ng Fizuli	Fizuli
Panginoon	Lordo
Panay	Panajo
George Galloway	George Galloway
Kataas-taasang Pinuno ng Iran	Plej supera gvidanto de Irano
Absorbent	Sorbo
Cattolica Eraclea	Cattolica Eraclea
Palau, Italy	Palau
Batas Pangwika	Lingvopolitiko
Overgrazing	Tropaŝtado
Bae Yong Jun	Bae Yong Jun
Hulyo 2005	Julio de 2005
Oktubre 2005	Oktobro de 2005
Astyanax	Astianakso
Abu Bakr	Abu Bakr
Masanobu Fukuoka	Fukuoka Masanobu
Newport News, Virginia	Newport News
Kapusukan	Pasio
Popayán	Popayán
Emperador Temmu	Temmu
Takatsuki, Osaka	Takacuki
Juan Diego	Johano Diego
Castrofilippo	Castrofilippo
Slow Food	Slow Food
Motta Camastra	Motta Camastra
Helen	Heleno (mitologio)
Antipapa Clement III	Klemento la 3-a (kontraŭpapo)
Jan Swammerdam	Jan Swammerdam
Alba (kasuotan)	Albo
Antonio Cánovas del Castillo	Antonio Cánovas del Castillo
Dayami	Fojno
Chung Il-kwon	Chung Il-kwon
Akademyang Pilipino ng Wikang Kastila	Filipina Akademio de la Hispana Lingvo
Modernong ebolusyonaryong sintesis	Novdarvinismo
Bagong Sanlibutang Salin ng Banal na Kasulatan	Traduko de la Nova Mondo de la Sanktaj Skriboj
Tanggo	Tango
2569 Madeline	2569 Madeline
Rosid	Rozedoj (klado)
Libra (pananalapi)	Pundo
Camarlengo	Kamerlengo
Arzana	Arzana
Bari Sardo	Bari Sardo
Baunei	Baunei
Cardedu	Cardedu
Elini	Elini
Gairo	Gairo
Girasole	Girasole
Ilbono	Ilbono
Jerzu	Jerzu
2128 Wetherill	2128 Wetherill
Loceri	Loceri
Lotzorai	Lotzorai
Osini	Osini
Perdasdefogu	Perdasdefogu
Seui	Seui
Talana	Talana
Tertenia	Tertenia
Triei	Triei
Ulassai	Ulassai
Urzulei	Urzulei
Ussassai	Ussassai
Villagrande Strisaili	Villagrande Strisaili
Aggius	Aggius
Aglientu	Aglientu
Alà dei Sardi	Alà dei Sardi
Badesi	Badesi
Berchidda	Berchidda
Bortigiadas	Bortigiadas
Buddusò	Buddusò
Budoni	Budoni
Calangianus	Calangianus
Golfo Aranci	Golfo Aranci
La Maddalena	La Maddalena
Loiri Porto San Paolo	Loiri Porto San Paolo
Luogosanto	Luogosanto
Luras	Luras
Monti, Italy	Monti (Olbia-Tempio)
Oschiri	Oschiri
Padru	Padru
Sant'Antonio di Gallura	Sant'Antonio di Gallura
Santa Teresa Gallura	Santa Teresa Gallura
Telti	Telti
Trinità d'Agultu e Vignola	Trinità d'Agultu e Vignola
Aci Bonaccorsi	Aci Bonaccorsi
Aci Castello	Aci Castello
Aci Catena	Aci Catena
Aci Sant'Antonio	Aci Sant'Antonio
Akonito (toksin)	Akonitino
Acquaviva Platani	Acquaviva Platani
Acquedolci	Acquedolci
Andres Kim Taegon	Andreo Kim Taegon
İzmir Province	Provinco İzmir
Fei Junlong	Fei Junlong
Paikutan ng sinulid	Elektra bobeno
Antipapa Paschal III	Paskalo la 3-a
Sine	Sinuso
Liberace	Liberace
Vanessa Redgrave	Vanessa Redgrave
Hassan Rouhani	Hasan Ruhani
Sebastian Cabot (eksplorador)	Sebastian Caboto
Antipapa Nicolas V	Nikolao la 5-a (kontraŭpapo)
Jean Charles Athanase Peltier	Jean-Charles Peltier
Sarsang Tartaro	Tatara saŭco
François Ravaillac	François Ravaillac
Emperador Seiwa	Seiwa
Emperador Go-Fukakusa	Go-Fukakusa
Emperador Go-Saga	Go-Saga
Emperador Go-Suzaku	Imperiestro Go-Suzaku
Hegang	Hegang
Heihe	Heihe
Daktilo	Daktilo
Lalagukan	Tireoido
W. C. Handy	W.C. Handy
William Miller (mangangaral)	William Miller (predikisto)
David Suzuki	David Suzuki
Lee de Forest	Lee De Forest
San Dimas	Sankta Dimas
Gradient	Gradiento
Cesar Chavez	César Chávez
Neferhotep I	Neferhotep la 1-a
Adenitis	Adenito
Adeste Fideles	Adeste Fideles
San Bernardo	San Bernardo
Arana	Arana
Puno (paglilinaw)	Puno
Emperador Kōbun	Kobun
Wuhu	Vuĥu
Bengbu	Bengbu
Boleslav I	Boleslao la 1-a (Bohemio)
Jose P. Laurel	José P. Laurel
Huainan	Hŭajnano
Ma'anshan	Maanŝan
Huaibei	Huajbej
Jaye Davidson	Jaye Davidson
Kontradiksiyon	Kontraŭdiro (filozofio)
Frederick Law Olmsted	Frederick Law Olmsted
MSN	MSN (apartigilo)
Rumi (paglilinaw)	Rumi
Papa Teofilo ng Alehandriya	Teofilo de Aleksandrio
Polis	Poliso
Adopsiyonismo	Adoptismo
Adrano	Adrano
Andy Dick	Andy Dick
San Remigio	Sankta Remiĝo (Reims)
2374 Vladvysotskij	2374 Vladvysotskij
Žitná-Radiša	Žitná-Radiša
Pastoral na liham	Paŝtistaj epistoloj
Kozin Victor	Victor Kozin
Nobyembre 2005	Novembro de 2005
El Cajon, Kaliporniya	El Cajon
2139 Makharadze	2139 Makharadze
Komboy	Karavano
2981 Chagall	2981 Chagall
Spornitz	Spornitz
Kolonya ng Kabo	Kabkolonio
2959 Scholl	2959 Scholl
Lungsod ng Daly	Dalyurbo
Pembroke Pines, Florida	Pembroke Pines
Ardeshir I	Ardaŝiro la 1-a
Reader's Digest	Reader’s Digest
2960 Ohtaki	2960 Ohtaki
Saturno	Saturno
Ravanusa	Ravanusa
Roccalumera	Roccalumera
Gischow	Gischow
Escondido, California	Escondido
Tsugaru, Aomori	Cugaru (urbo)
Jining	Ĝjining
2171 Kiev	2171 Kievo
2482 Perkin	2482 Perkin
2186 Keldysh	2186 Keldysh
Liaocheng	Liaoĉeng
2904 Millman	2904 Millman
Aldein	Aldein
Andrian	Andrian
Talaan ng mga musika	Muzikaĵrangolistoj
Altrei	Altrei
Toledo	Toledo (apartigilo)
Jeddah	Ĝido
Leche flan	Flaŭno
Tagukan	Gloto
Hafling	Hafling
Vöran	Vöran
2687 Tortali	2687 Tortalio
2550 Houssay	2550 Houssay
Barbian	Barbian
Prags	Prags
Bessude	Bessude
Bronzolo	Bronzolo
Web kulay	Koloroj por TTT
Panliligaw	Pariĝada memmontrado
Kuens	Kuens
Pamitpit	Bandaĝo
Chittagong	Ĉitagongo
Erzurum Province	Provinco Erzurum
Valledupar	Valledupar
Sand in Taufers	Sand in Taufers
Freienfeld	Freienfeld
Kastelbell-Tschars	Kastelbell-Tschars
Kastelruth	Kastelruth
2430 Bruce Helin	2430 Bruce Helin
Bundok ng Sinai	Monto Sinajo
Kiens	Kiens
Philip Abelson	Philip Hauge Abelson
Karneid	Karneid
Incubus	Inkubo
Buod	Substanco
Novara di Sicilia	Novara di Sicilia
Nedašovce	Nedašovce
Lactase	Laktazo
James Wolfe	James Wolfe
Kurtinig an der Weinstraße	Kurtinig an der Weinstraße
Corvara, Trentino-Alto Adige/Südtirol	Corvara in Badia
Pang-abay	Adverbo
Tony Stewart	Tony Stewart
Graun im Vinschgau	Graun im Vinschgau
Toblach	Toblach
Neumarkt, Trentino-Alto Adige/Südtirol	Neumarkt (Sudtirolo)
Pfalzen	Pfalzen
Ayahuasca	Ajahuasko
Tekstong Masoretiko	Masora Biblio
Cotton Mather	Cotton Mather
Resistansiya sa antibiotiko	Kontraŭantibiotika rezisto
Hokuriku	Hokuriku
Sais, Ehipto	Sais
Panunumpa	Ĵuro
Krisis	Krizo
Völs am Schlern	Völs am Schlern
Franzensfeste	Franzensfeste
Mesang Bilog	Ronda Tablo
Romana (SS)	Romana (Italio)
Mamalyang pandagat	Mara mamulo
Aidomaggiore	Aidomaggiore
Albagiara	Albagiara
Ales (Sardinia)	Ales (Italio)
Allai (OR)	Allai
Arborea	Arborea
Ardauli	Ardauli
Assolo	Assolo
Asuni	Asuni
Baradili	Baradili
Baratili San Pietro	Baratili San Pietro
Baressa	Baressa
Bauladu	Bauladu
2095 Parsifal	2095 Parsifalo
Gobernador-Heneral	Guberniestro ĝenerala
Hilagang-kanlurang Pederal na Distrito	Nordokcidenta federacia regiono
Papa Efimero Esteban	Stefano la 2-a (kontraŭpapo)
Greater Sudbury	Granda Sudbury
Demen	Demen
2416 Sharonov	2416 Sharonov
2474 Ruby	2474 Ruby
Slatina nad Bebravou	Slatina nad Bebravou
Tumblr	Tumblr
Mensahe ni Aresibo	Arecibo-mesaĝo
Litoměřice	Litoměřice
Kawartha Lakes, Ontario	Kawartha Lakes
Konstruksiyon	Konstruado
Linyang Ōme	Linio Ome
Bonarcado	Bonarcado
Boroneddu	Boroneddu
Bosa	Bosa
Busachi	Busachi
Cabras, Italy	Cabras
Cuglieri	Cuglieri
Curcuris	Curcuris
Flussio	Flussio
Fordongianus	Fordongianus
Genoni	Genoni
Ghilarza	Ghilarza
Gonnoscodina	Gonnoscodina
Gonnosnò	Gonnosnò
Gonnostramatza	Gonnostramatza
Laconi	Laconi
Ōsaki, Miyagi	Osaki (urbo)
Minamata, Kumamoto	Minamata
Disyembre 2011	Decembro de 2011
Setyembre 2011	Septembro de 2011
Magomadas	Magomadas
2734 Hašek	2734 Hašek
Agosto 2011	Aŭgusto de 2011
Marrubiu	Marrubiu
Masullas	Masullas
Milis	Milis
Modolo	Modolo
Geraci Siculo	Geraci Siculo
Mogorella	Mogorella
Hikone, Shiga	Hikone
Mogoro	Mogoro
Montresta	Montresta
Daito, Osaka	Dajto
Kusatsu, Shiga	Kusacu (urbo)
Morgongiori	Morgongiori
1963 Bezovec	1963 Bezovec
Narbolia	Narbolia
Neoneli	Neoneli
Norbello	Norbello
2584 Turkmenia	2584 Turkmenio
Nughedu Santa Vittoria	Nughedu Santa Vittoria
Nurachi	Nurachi
Torreón	Torreón
Nureci	Nureci
Ollastra	Ollastra
Malibu, California	Malibu
Digmaang Kurukshetra	Milito de Kurukŝetro
Palmas Arborea	Palmas Arborea
Pau (OR)	Pau (Italio)
Paulilatino	Paulilatino
Pompu	Pompu
Ruinas	Ruinas
Malvagna	Malvagna
Samugheo	Samugheo
San Nicolò d'Arcidano	San Nicolò d'Arcidano
San Vero Milis	San Vero Milis
Santa Giusta	Santa Giusta
Santu Lussurgiu	Santu Lussurgiu
Scano di Montiferro	Scano di Montiferro
Sedilo	Sedilo
Paglalandi	Oestro
Pulgas	Pulo
Seneghe	Seneghe
Senis	Senis
Cinisi	Cinisi
Sennariolo	Sennariolo
Siamaggiore	Siamaggiore
Siamanna	Siamanna
Siapiccia	Siapiccia
Simala	Simala
Simaxis	Simaxis
Şanlıurfa Province	Provinco Şanlıurfa
Sini (OR)	Sini
Siris (OR)	Siris
Soddì	Soddì
Solarussa	Solarussa
2251 Tikhov	2251 Tikhov
790 Pretoria	790 Pretorio
Sorradile	Sorradile
Flavor Flav	Flavor Flav
Suni (OR)	Suni
Ruskovce, Distrito ng Bánovce nad Bebravou	Ruskovce (distrikto Bánovce nad Bebravou)
Trabzon Province	Provinco Trabzon
Passow, Mecklenburg-Vorpommern	Passow (Meklenburgo)
Tadasuni	Tadasuni
Terralba	Terralba
Tinnura	Tinnura
Tramatza	Tramatza
Tresnuraghes	Tresnuraghes
Ulà Tirso	Ulà Tirso
Uras	Uras
Usellus	Usellus
Villa Sant'Antonio	Villa Sant'Antonio
Villa Verde	Villa Verde
Villanova Truschedu	Villanova Truschedu
Villaurbana	Villaurbana
Neyagawa, Osaka	Nejagaŭa
Imperyong Akemenida	Aĥemenida Imperio
Technorati	Technorati
2104 Toronto	2104 Toronto
Anela	Anela
Ardara (SS)	Ardara
Banari	Banari
Benetutti	Benetutti
Bono, Italy	Bono (Italio)
Bonorva	Bonorva
Borutta	Borutta
Surrey, British Columbia	Surrey (Brita Kolumbio)
Bottidda	Bottidda
Bultei	Bultei
Bulzi	Bulzi
Burgos (SS)	Burgos (Italio)
Cargeghe	Cargeghe
Cheremule	Cheremule
Chiaramonti	Chiaramonti
Codrongianos	Codrongianos
Cossoine	Cossoine
Erula	Erula
Esporlatu	Esporlatu
Olmedo (SS)	Olmedo
Florinas	Florinas
Giave	Giave
Illorai	Illorai
Ittireddu	Ittireddu
Ittiri	Ittiri
Laerru	Laerru
Mara (SS)	Mara (Italio)
Martis	Martis
Monteleone Rocca Doria	Monteleone Rocca Doria
Mores (SS)	Mores
Muros, Italy	Muros
Nughedu San Nicolò	Nughedu San Nicolò
Nule	Nule
Nulvi	Nulvi
Osilo	Osilo
Ossi, Italy	Ossi
Ozieri	Ozieri
Bésame Mucho	Bésame mucho
Padria	Padria
Pattada	Pattada
Perfugas	Perfugas
Ploaghe	Ploaghe
Porto Torres	Porto Torres
Pozzomaggiore	Pozzomaggiore
Putifigari	Putifigari
Santa Maria Coghinas	Santa Maria Coghinas
Semestene	Semestene
Sennori	Sennori
Sorso	Sorso
Stintino	Stintino
Tergu	Tergu
Thiesi	Thiesi
Tissi	Tissi
Torralba, Italy	Torralba
Tula (SS)	Tula (Italio)
Uri (SS)	Uri (Italio)
Usini	Usini
Valledoria	Valledoria
Viddalba	Viddalba
Villanova Monteleone	Villanova Monteleone
Šišov	Šišov
Ebanghelyo ni Mateo	Evangelio laŭ Mateo
Michael J. Fox	Michael J. Fox
Sosyolohiyang rural	Kamparansociologio
Enkomiyenda	Enkomendo
Himagsikang Ruso	Rusia revolucio
Tōkai	Tokaja regiono
Domingo	Domingo (apartigilo)
Ninuno	Praulo
Ahrntal	Ahrntal
Silindro ni Ciro	Kiro-cilindro
Sulat sa mga taga-Efeso	Epistolo al la efesanoj
Aeson	Esono
Tore ng Kalayaan (paglilinaw)	Listo de monumentoj rilate al libereco
Gargazon	Gargazon
Glurns	Glurns
La Val	La Val
Latsch	Latsch
Algund	Algund
Lajen	Lajen
Lana, Trentino-Alto Adige/Südtirol	Lana
Laurein	Laurein
Lüsen	Lüsen
Phở	Phở
Margreid an der Weinstraße	Margreid an der Weinstraße
Nukleyobase	Nuklea bazo
2779 Mary	2779 Mary
Omastiná	Omastiná
Mals	Mals
Mareo	Mareo
Marling, Trentino-Alto Adige/Südtirol	Marling
Percha	Percha
Titanis	Titanis walleri
Mölten	Mölten
Kitáb-i-Íqán	Libro de Certeco
Lila	Viola
2401 Aehlita	2401 Aehlita
Inhinyeriyang pangkompyuter	Komputada inĝenierarto
Noboribetsu, Hokkaido	Noboribecu
Rosas	Roza
2182 Semirot	2182 Semirot
Talaan ng mga planetang menor: 9001–10000	Listo de asteroidoj (9001–10000)
Nevşehir Province	Provinco Nevşehir
Nasaret	Nazareto
Parchim (distrito)	Distrikto Parchim
Alessandria della Rocca	Alessandria della Rocca
Bivona	Bivona
Burgio	Burgio
Calamonaci	Calamonaci
Caltabellotta	Caltabellotta
Titan Arum	Kadavrofloro
Camastra	Camastra
Cammarata	Cammarata
Tatak	Varomarko
Campobello di Licata	Campobello di Licata
Welsberg-Taisten	Welsberg-Taisten
Canicattì	Canicattì
Casteltermini	Casteltermini
Cianciana	Cianciana
Comitini	Comitini
2070 Humason	2070 Humason
Favara, Sicily	Favara
Grotte, Sicily	Grotte
Joppolo Giancaxio	Joppolo Giancaxio
Licata	Licata
Lucca Sicula	Lucca Sicula
Menfi	Menfi
Montevago	Montevago
Naro	Naro
Palma di Montechiaro	Palma di Montechiaro
Porto Empedocle	Porto Empedocle
Racalmuto	Racalmuto
2772 Dugan	2772 Dugan
Raffadali	Raffadali
Düzce Province	Provinco Düzce
Realmonte	Realmonte
Ribera, Agrigento	Ribera
Sambuca di Sicilia	Sambuca di Sicilia
San Biagio Platani	San Biagio Platani
San Giovanni Gemini	San Giovanni Gemini
Santa Elisabetta	Santa Elisabetta
Santa Margherita di Belice	Santa Margherita di Belice
Sant'Angelo Muxaro	Sant'Angelo Muxaro
Santo Stefano Quisquina	Santo Stefano Quisquina
Sciacca	Sciacca
Villafranca Sicula	Villafranca Sicula
Montan	Montan
Moos in Passeier	Moos in Passeier
Nals	Nals
Welschnofen	Welschnofen
Deutschnofen	Deutschnofen
Auer, Trentino-Alto Adige/Südtirol	Auer
John Rolfe	John Rolfe
Altavilla Milicia	Altavilla Milicia
Kudlit	Apostrofo
Kalakihan ng agwat sa edad sa mga relasyong sekswal	Aĝo-diferenco en seksrilatoj
Altofonte	Altofonte
Richard Hooker	Richard Hooker
Fossil na transisyonal	Transira fosilio
Alveolate	Alveolata
Kategorya:Kasaysayang pang-arkitektura	Kategorio:Historio de arkitekturo
Kategorya:Kasaysayang militar	Kategorio:Milita historio
Ruy López de Villalobos	Ruy López de Villalobos
Ōyamazaki, Kyoto	Oojamazaki
Papa Francisco	Francisko (papo)
Nepherites I	Neferito la 1-a
Alì	Alì
Alì Terme	Alì Terme
Amaterasu	Amaterasu
Bundok Apo	Monto Apo
Mini Israel	Mini-Israelo
Pietro Andrea Mattioli	Pietro Andrea Mattioli
Redonda	Redondo
Distrito ng Salyan	Distrikto Salyan
Distrito ng Jabrayil	Jabrajil
Distrito ng Kalbajar	Kelbaĝara distrikto
John Tenniel	John Tenniel
Of Mice and Men	Pri Musoj kaj Homoj
Lalawigan ng Biskra	Provinco Biskra
