Afrik	Afriko
Nacimiento (Almería)	Nacimiento, Al
Cazalilla (Jaén)	Cazalilla
Aldeaquemada (Jaén)	Aldeaquemada
Fuenteheridos (Huelva)	Fuenteheridos
Asid fò	Forta acido
La Granada de Río-Tinto (Huelva)	La Granada de Riotinto
Corteconcepción (Huelva)	Corteconcepción
Hinojales (Huelva)	Hinojales
Cabezas Rubias (Huelva)	Cabezas Rubias
La Nava (Huelva)	La Nava
Cumbres de San Bartolomé (Huelva)	Cumbres de San Bartolomé
Lugros (Grenad)	Lugros
El Almendro (Huelva)	El Almendro
Los Marines (Huelva)	Los Marines
Linares de la Sierra (Huelva)	Linares de la Sierra
Beas (Huelva)	Beas
Carboneros (Jaén)	Carboneros
Castaño del Robledo (Huelva)	Castaño del Robledo
Nerva (Huelva)	Nerva (Onubo)
El Campillo (Huelva)	El Campillo (Onubo)
Yunquera (Málaga)	Yunquera
Ivan Niven	Ivan M. Niven
Santa Eufemia (Cordoue)	Santa Eufemia
Tryo	Tryo
Newport, Kentucky	Newport (Kentukio)
Glasgow, Kentucky	Glasgow (Kentukio)
Armstrong, Iowa	Armstrong (Iovao)
Berrocal (Huelva)	Berrocal (Huelva)
Hugo, Oklahoma	Hugo (Oklahomo)
Rezo alimantè	Manĝoreto
Powo	Poreo
Sikui	Elektronika cirkvito
Romaren	Rosmareno
Dakota City, Iowa	Dakotaurbo (Iovao)
Spillville, Iowa	Spillville
Jounalis	Ĵurnalisto
Kategori:Menm non	Kategorio:Apartigiloj
Kategori:Filozofi	Kategorio:Filozofio
Kategori:Boudis	Kategorio:Budhismo
Kategori:Krisyanis	Kategorio:Kristanismo
Kategori:Endouyis	Kategorio:Hinduismo
Kategori:Islamis	Kategorio:Islamo
Kategori:Jidayis	Kategorio:Judismo
Cutler Bay, Florid	Cutler Bay (Florido)
Glen Ridge, Florid	Glen Ridge (Florido)
Fort Thomas, Kentucky	Fort Thomas (Kentukio)
Zaviron	Remilo
Komin Almazán	Regiono de Almazán
Richard of Wallingford	Rikardo de Wallingford
Pattern	Patroneo
Èg	Aglo
Jip	Jupo
Sevierville, Tennessee	Sevierville (Tenesio)
Koko	Vulvo
Kòk	Virkoko
Pine Lake, Wisconsin	Pine Lake (Viskonsino)
Wyalusing, Wisconsin	Wyalusing (Viskonsino)
Twit	Truto
Semès	Semestro
Sheffield, Massachusetts	Sheffield (Masaĉuseco)
Ա	Ajb (armena litero)
Fwonn	Frondo (botaniko)
Ton	Tinuso
Emma Smith	Emma Hale Smith Bidamon
Komin Tierra de Medinaceli	Tierra de Medinaceli
Komin Pinares	Regiono de Pinares
Tierras del Burgo	Tierras del Burgo
Komin Soria	Regiono de Sorio
Tierras Altas	Tierras Altas (Sorio)
Հ	Ho (armena litero)
Chenn	Ĉeno
Campo de Gómara	Campo de Gómara
Marlborough, Connecticut	Marlborough (Konektikuto)
Goshen, Connecticut	Goshen (Konektikuto)
Peachtree City, Georgie	Peachtree City
Ե	Jeĉ (armena litero)
Bruno Abakanowicz	Bruno Abakanowicz
Գ	Gim (armena litero)
Զ	Za (armena litero)
Դ	Da (armena litero)
Լ	Ljun (armena litero)
Բ	Ben (armena litero)
Ղ	Ghad (armena litero)
Grafèm	Grafemo
Dayton, Indiana	Dayton (Indianio)
Raharimanana	Jean-Luc Raharimanana
Colville, Washington	Colville (Vaŝingtonio)
Morèn	Moreno
Koray (komin)	Corail (Haitio)
Ֆ	Feh (armena litero)
Օ	Oh (armena litero)
Andalusia, Ilinwa	Andalusia (Ilinojo)
Vòl	Ŝtelo
Howland, Maine	Howland (Majno)
Calumet, Oklahoma	Calumet (Oklahomo)
Wowoli	Hindia sezamo
Bloomfield, Kentucky	Bloomfield (Kentukio)
Somon	Salmo
Bishop Hill, Ilinwa	Bishop Hill (Ilinojo)
Branch	Branĉo
Kategori:Planèt	Kategorio:Planedoj
Kategori:Kilti	Kategorio:Kulturo
Sant mas	Masocentro
Kategori:Lane	Kategorio:Jaroj
Kategori:Syans imèn	Kategorio:Homa scienco
Kategori:Kontinan	Kategorio:Kontinentoj
Kategori:Jewoloji	Kategorio:Geologio
Kategori:Lis	Kategorio:Listoj
Mahmoud Hessaby	Hesabi
Ekipotansyèl	Ekvipotencialo
Dèt	Ŝuldo
Dite	Dureco
Tan modèn	Moderna epoko
Biya	Bilardo
Kann	Sukerkano
Aks optik	Optika akso
Joseph City, Arizona	Joseph City (Arizono)
Denmark, Maine	Denmark (Majno)
Konsantrasyon	Koncentriteco
Casablanca, Avan	Kazablanko (Havano)
Leopold Leau	Léopold Leau
Speed	Rapido
Kanna	Anaso
Mas atomik	Atomomaso
Navè	Rapo
Kategori:Ameriken	Kategorio:Usonanoj
Modèl:Tl	Ŝablono:Ŝ
Opinyon	Opinio
Kategori:Peyi	Kategorio:Landoj
Seksyalite	Sekseco
Kategori:Moun	Kategorio:Personoj
Wikipedya:Bòt	Vikipedio:Roboto
Kategori:Entènet	Kategorio:Interreto
Kategori:Etid plant	Kategorio:Botaniko
Kategori:Enjenieri	Kategorio:Inĝenierarto
Kategori:Medsin	Kategorio:Medicino
Kategori:Politik	Kategorio:Politiko
Kategori:Aprantisay	Kategorio:Edukado
Kategori:La	Kategorio:Arto
Ejip	Egiptujo
Najwa	Naĝilo
Modèl:Bot	Ŝablono:Bot
Kanada	Kanado
Kategori:Syèd	Kategorio:Svedio
Kategori:Peyi nan Ewòp	Kategorio:Eŭropaj landoj
Kategori:Ewòp	Kategorio:Eŭropo
Kondiktibilite	Elektra konduktivo
Modèl:Documentation	Ŝablono:Dok
Kategori:Pou efase	Kategorio:Vikipedio:Forigoj
Kategori:Administratè	Kategorio:Vikipedio:Administrantoj
Kategori:Lang User	Kategorio:Vikipediistoj laŭ lingvo
Sung Jae-gi	Sung Jae-gi
Biznis	Profitcela organizaĵo
Modèl:Softredirect	Ŝablono:Intervikia plusendilo
Modèl:Efase	Ŝablono:Forigu tuj
Kategori:Teknoloji	Kategorio:Teknologio
Kategori:Lang	Kategorio:Lingvoj
Kategori:Almanak	Kategorio:Kalendaro
Kategori:Wikipedya	Kategorio:Vikipedio
Wikipedya:Avètisman jeneral	Vikipedio:Malgarantio
Solda	Soldato
Modèl:Navbox	Ŝablono:Navigilo2
Kangourou	Kanguruo
Sadin	Sardino
Lajistis	Justeco
Lis	Lilio
Prim	Premio
Avantaj mekanik	Transmisia rilatumo
Modèl:!	Ŝablono:!
Modèl:!-	Ŝablono:!-
Modèl:Tnavbar	Ŝablono:Tnavbar
Lafwa	Fido
Antwopoyid	Simiulo
Kategori:Afrik	Kategorio:Afriko
Kategori:Nonm	Kategorio:Nombroj
Kategori:Elektwonik	Kategorio:Elektroniko
Kategori:Bib	Kategorio:Biblio
Modèl:Babel	Ŝablono:Babelejo
Modèl:Commons	Ŝablono:Commons
Modèl:Reflist	Ŝablono:Referencoj
Modèl:Eboch	Ŝablono:Ĝermo
Modèl:User ar-1	Ŝablono:Vikipediisto ar-1
Modèl:User eo-1	Ŝablono:Vikipediisto eo-1
Modèl:User da-2	Ŝablono:Vikipediisto da-2
Modèl:User da	Ŝablono:Vikipediisto da
Modèl:User ca-1	Ŝablono:Vikipediisto ca-1
Modèl:User ca-4	Ŝablono:Vikipediisto ca-4
Modèl:User da-1	Ŝablono:Vikipediisto da-1
Modèl:User eo-3	Ŝablono:Vikipediisto eo-3
Modèl:User de	Ŝablono:Vikipediisto de
Modèl:User de-1	Ŝablono:Vikipediisto de-1
Modèl:User es	Ŝablono:Vikipediisto es
Modèl:User de-3	Ŝablono:Vikipediisto de-3
Modèl:User en-3	Ŝablono:Vikipediisto en-3
Modèl:User en-1	Ŝablono:Vikipediisto en-1
Modèl:User en-2	Ŝablono:Vikipediisto en-2
Modèl:User eo-2	Ŝablono:Vikipediisto eo-2
Modèl:User en-4	Ŝablono:Vikipediisto en-4
Modèl:User fi	Ŝablono:Vikipediisto fi-D
Modèl:User en-0	Ŝablono:Vikipediisto en-0
Modèl:User es-4	Ŝablono:Vikipediisto es-4
Modèl:User en	Ŝablono:Vikipediisto en
Modèl:User de-2	Ŝablono:Vikipediisto de-2
Modèl:User es-1	Ŝablono:Vikipediisto es-1
Modèl:User fi-1	Ŝablono:Vikipediisto fi-1
Modèl:User fr-1	Ŝablono:Vikipediisto fr-1
Modèl:User ia-2	Ŝablono:Vikipediisto ia-2
Modèl:User io-3	Ŝablono:Vikipediisto io-3
Modèl:User it-3	Ŝablono:Vikipediisto it-3
Modèl:User ja-4	Ŝablono:Vikipediisto ja-4
Modèl:User ja	Ŝablono:Vikipediisto ja
Modèl:User ja-1	Ŝablono:Vikipediisto ja-1
Modèl:User it-1	Ŝablono:Vikipediisto it-1
Modèl:User fr	Ŝablono:Vikipediisto fr
Kategori:Azerbaydjan	Kategorio:Azerbajĝano
Kategori:Soria provens	Kategorio:Provinco Sorio
Kategori:User uk	Kategorio:Vikipediisto uk
Kategori:Kastil ak Leon	Kategorio:Kastilio kaj Leono
Kategori:User uk-N	Kategorio:Vikipediisto uk-D
Modèl:Esoteric	Ŝablono:Esotera
Modèl:Mod	Ŝablono:Mod
Modèl:User it	Ŝablono:Vikipediisto it
Modèl:User uk	Ŝablono:Vikipediisto uk
Modèl:User es-2	Ŝablono:Vikipediisto es-2
Modèl:Wikipediasister	Ŝablono:ĈefPaĝo/AliajProjektoj
Kategori:Semèn	Kategorio:Tagoj de la semajno
Kategori:Satelit toutotou Latè	Kategorio:Luno
Kategori:Òganizasyon	Kategorio:Organizaĵoj
Kategori:Lengwistik	Kategorio:Lingvoscienco
Kategori:User fr-1	Kategorio:Vikipediisto fr-1
Kategori:Im	Kategorio:Naciaj himnoj
Modèl:Bwat Peyi	Ŝablono:Informkesto lando
Modèl:Cite journal	Ŝablono:Citaĵo el gazeto
Kategori:User en-4	Kategorio:Vikipediisto en-4
Kategori:User en	Kategorio:Vikipediisto en
Kategori:User zh	Kategorio:Vikipediisto zh
Kategori:User zh-N	Kategorio:Vikipediisto zh-D
Kategori:User en-2	Kategorio:Vikipediisto en-2
Modèl:Infobox	Ŝablono:Informkesto
Modèl:User eo	Ŝablono:Vikipediisto eo
Modèl:User zh	Ŝablono:Vikipediisto zh
Kategori:Alfabèt	Kategorio:Alfabeto
Modèl:Template other	Ŝablono:Ĉu ŝablono
Modèl:User ru-4	Ŝablono:Vikipediisto ru-4
Modèl:Pp-template	Ŝablono:Pp-ŝablono
Modèl:User nl-1	Ŝablono:Vikipediisto nl-1
Modèl:User nl-2	Ŝablono:Vikipediisto nl-2
Kategori:Vil Alabama	Kategorio:Urboj de Alabamo
Kategori:Agrikilti	Kategorio:Agrikulturo
Kategori:Vil nan Masachosèt	Kategorio:Urboj de Masaĉuseco
Kategori:Prezidan	Kategorio:Prezidantoj
Modèl:User ru	Ŝablono:Vikipediisto ru
Kategori:Politisyen	Kategorio:Politikistoj
Kategori:Planèt nan sistèm solè	Kategorio:Sunsistemaj planedoj
Kategori:Peryòd istorik	Kategorio:Historio laŭ periodoj
Kategori:Kominote otonòm nan Espay	Kategorio:Aŭtonomaj Komunumoj de Hispanio
Modèl:User eo-4	Ŝablono:Vikipediisto eo-4
Kategori:Ekriven	Kategorio:Verkistoj
Kategori:Alfabèt sirilik	Kategorio:Cirila alfabeto
Modèl:User pl	Ŝablono:Vikipediisto pl
Modèl:User nl	Ŝablono:Vikipediisto nl
Modèl:User no-2	Ŝablono:Vikipediisto no-2
Kategori:Penti	Kategorio:Pentrado
Kategori:Aeropor nan Vyetnam	Kategorio:Flughavenoj de Vietnamio
Modèl:Emergency-bot-shutoff	Ŝablono:Butono por forbari robotojn
Modèl:User pl-1	Ŝablono:Vikipediisto pl-1
Modèl:User fr-3	Ŝablono:Vikipediisto fr-3
Modèl:Pp-meta	Ŝablono:Pp-meta
Modèl:User nds-1	Ŝablono:Vikipediisto nds-1
Modèl:Oppose	Ŝablono:Kontraŭ
Modèl:User is-1	Ŝablono:Vikipediisto is-1
Modèl:User is-2	Ŝablono:Vikipediisto is-2
Modèl:User ar-2	Ŝablono:Vikipediisto ar-2
Modèl:User ar-3	Ŝablono:Vikipediisto ar-3
Modèl:User is	Ŝablono:Vikipediisto is
Modèl:Itilizatè SUL	Ŝablono:Uzanto SUL
Kategori:User ja-N	Kategorio:Vikipediisto ja-D
Kategori:Satin	Kategorio:Saturno
Kategori:Mèki	Kategorio:Merkuro
Kategori:Vil nan Etazini	Kategorio:Urboj de Usono
Kategori:Karayib	Kategorio:Karibio
Modèl:Menm non	Ŝablono:Apartigilo
Modèl:User no-3	Ŝablono:Vikipediisto no-3
Modèl:User no	Ŝablono:Vikipediisto no
Kategori:Vil nan Florid	Kategorio:Urboj de Florido
Modèl:AlfabètToc	Ŝablono:Kategoria indekso
Kategori:Vil nan Kansas	Kategorio:Urboj de Kansaso
Kategori:Achitekti	Kategorio:Arkitekturo
Kategori:Vil nan Wisconsin	Kategorio:Urboj de Viskonsino
Modèl:User sv-2	Ŝablono:Vikipediisto sv-2
Modèl:User it-2	Ŝablono:Vikipediisto it-2
Modèl:User fr-4	Ŝablono:Vikipediisto fr-4
Modèl:User la-1	Ŝablono:Vikipediisto la-1
Kategori:User eo	Kategorio:Vikipediisto eo
Kategori:User fr	Kategorio:Vikipediisto fr
Kategori:User ia	Kategorio:Vikipediisto ia
Kategori:User ja	Kategorio:Vikipediisto ja
Kategori:User nn	Kategorio:Vikipediisto nn
Kategori:User pt	Kategorio:Vikipediisto pt
Kategori:User sv	Kategorio:Vikipediisto sv
Kategori:User fr-3	Kategorio:Vikipediisto fr-3
Kategori:User it-3	Kategorio:Vikipediisto it-3
Kategori:User ja-3	Kategorio:Vikipediisto ja-3
Kategori:User pl-3	Kategorio:Vikipediisto pl-3
Kategori:User ar-3	Kategorio:Vikipediisto ar-3
Kategori:User da-1	Kategorio:Vikipediisto da-1
Kategori:User fi-1	Kategorio:Vikipediisto fi-1
Kategori:User nl-1	Kategorio:Vikipediisto nl-1
Kategori:User ar-1	Kategorio:Vikipediisto ar-1
Kategori:User fr-4	Kategorio:Vikipediisto fr-4
Kategori:User it-4	Kategorio:Vikipediisto it-4
Kategori:User da-2	Kategorio:Vikipediisto da-2
Kategori:User fr-2	Kategorio:Vikipediisto fr-2
Kategori:User ia-2	Kategorio:Vikipediisto ia-2
Kategori:User it-2	Kategorio:Vikipediisto it-2
Kategori:User ja-2	Kategorio:Vikipediisto ja-2
Kategori:User sv-2	Kategorio:Vikipediisto sv-2
Kategori:User ar-2	Kategorio:Vikipediisto ar-2
Kategori:User cs-N	Kategorio:Vikipediisto cs-D
Kategori:User fr-N	Kategorio:Vikipediisto fr-D
Kategori:User it-N	Kategorio:Vikipediisto it-D
Kategori:User nl-N	Kategorio:Vikipediisto nl-D
Kategori:User no-N	Kategorio:Vikipediisto no-D
Kategori:User ru-N	Kategorio:Vikipediisto ru-D
Kategori:User ar-N	Kategorio:Vikipediisto ar-D
Kategori:Divètisman	Kategorio:Distrado
Kategori:User ar	Kategorio:Vikipediisto ar
Kategori:User ca	Kategorio:Vikipediisto ca
Kategori:User ca-1	Kategorio:Vikipediisto ca-1
Kategori:User ca-2	Kategorio:Vikipediisto ca-2
Kategori:User ca-3	Kategorio:Vikipediisto ca-3
Kategori:User ca-4	Kategorio:Vikipediisto ca-4
Kategori:User ca-N	Kategorio:Vikipediisto ca-D
Kategori:User cs	Kategorio:Vikipediisto cs
Kategori:Vil nan Soria	Kategorio:Komunumoj de Sorio
Kategori:Il	Kategorio:Insuloj
Kategori:User da	Kategorio:Vikipediisto da
Kategori:Quang Binh	Kategorio:Provinco Quang Binh
Kategori:Vil nan Kastil ak Leon	Kategorio:Komunumoj de Kastilio kaj Leono
Kategori:User da-3	Kategorio:Vikipediisto da-3
Kategori:User da-4	Kategorio:Vikipediisto da-4
Kategori:User de	Kategorio:Vikipediisto de
Kategori:User de-2	Kategorio:Vikipediisto de-2
Kategori:User de-3	Kategorio:Vikipediisto de-3
Kategori:User de-4	Kategorio:Vikipediisto de-4
Kategori:User de-N	Kategorio:Vikipediisto de-D
Kategori:User en-3	Kategorio:Vikipediisto en-3
Kategori:User en-N	Kategorio:Vikipediisto en-D
Kategori:User eo-1	Kategorio:Vikipediisto eo-1
Kategori:User eo-2	Kategorio:Vikipediisto eo-2
Kategori:User eo-3	Kategorio:Vikipediisto eo-3
Kategori:User eo-4	Kategorio:Vikipediisto eo-4
Kategori:User eo-N	Kategorio:Vikipediisto eo-D
Kategori:User es	Kategorio:Vikipediisto es
Kategori:User es-1	Kategorio:Vikipediisto es-1
Kategori:User es-2	Kategorio:Vikipediisto es-2
Kategori:User es-3	Kategorio:Vikipediisto es-3
Kategori:User es-4	Kategorio:Vikipediisto es-4
Kategori:User es-N	Kategorio:Vikipediisto es-D
Kategori:User fi	Kategorio:Vikipediisto fi
Kategori:User fi-2	Kategorio:Vikipediisto fi-2
Kategori:User fi-3	Kategorio:Vikipediisto fi-3
Kategori:User fi-4	Kategorio:Vikipediisto fi-4
Kategori:User fi-N	Kategorio:Vikipediisto fi-D
Kategori:User io	Kategorio:Vikipediisto io
Kategori:User is	Kategorio:Vikipediisto is
Kategori:User is-1	Kategorio:Vikipediisto is-1
Kategori:Alfabèt ebre	Kategorio:Hebrea alfabeto
Kategori:User pl-N	Kategorio:Vikipediisto pl-D
È	Erao
Kategori:Jewometri	Kategorio:Geometrio
Kategori:Vil nan Israyèl	Kategorio:Urboj de Israelo
Kategori:Atis	Kategorio:Artistoj
Kategori:User it	Kategorio:Vikipediisto it
Kategori:User it-1	Kategorio:Vikipediisto it-1
Kategori:User ja-1	Kategorio:Vikipediisto ja-1
Kategori:User ko	Kategorio:Vikipediisto ko
Kategori:Eta nan Etazini	Kategorio:Usonaj ŝtatoj
Kategori:User ko-3	Kategorio:Vikipediisto ko-3
Modèl:Depatman nan Ayiti	Ŝablono:Departementoj de Haitio
Modèl:Komin Pinares	Ŝablono:Regiono de Pinares
Kategori:Pwovens peyi Vyetnam	Kategorio:Provincoj de Vjetnamio
Kategori:Masyal atistik	Kategorio:Luktoarto
Kategori:Vil nan Frans	Kategorio:Urboj de Francio
Kategori:Interlingua	Kategorio:Interlingvao
Èpès senpleks	Herpeto
Kategori:User ru-1	Kategorio:Vikipediisto ru-1
Pou (ensèk)	Laŭso
Modèl:User sv-1	Ŝablono:Vikipediisto sv-1
Kategori:Vil nan Polòy	Kategorio:Urboj de Pollando
Kategori:Vil nan kore disid	Kategorio:Urboj de Sud-Koreio
Kategori:Tipografi	Kategorio:Tipografio
Kategori:Vil nan Alzas	Kategorio:Komunumoj de Alzaco
Kategori:Enfòmatik	Kategorio:Komputiko
Kategori:Sistèm solè	Kategorio:Sunsistemo
Kategori:Endistri	Kategorio:Industrio
Tach solè	Sunmakulo
Modèl:User da-3	Ŝablono:Vikipediisto da-3
Modèl:User ja-2	Ŝablono:Vikipediisto ja-2
Modèl:User ru-2	Ŝablono:Vikipediisto ru-2
Modèl:User es-3	Ŝablono:Vikipediisto es-3
Kategori:Mas	Kategorio:Marso
Modèl:User ja-3	Ŝablono:Vikipediisto ja-3
Modèl:User ko-3	Ŝablono:Vikipediisto ko-3
Kategori:User ru	Kategorio:Vikipediisto ru
Kategori:User ru-4	Kategorio:Vikipediisto ru-4
Kategori:User sv-1	Kategorio:Vikipediisto sv-1
Kategori:User sv-N	Kategorio:Vikipediisto sv-D
Kategori:User tr	Kategorio:Vikipediisto tr
Kategori:User tr-N	Kategorio:Vikipediisto tr-D
Kategori:Mizisyen	Kategorio:Muzikistoj
Kategori:Matematisyen ris	Kategorio:Matematikistoj de Rusio
Koub ipsometrik	Izolinio
Modèl:User ca	Ŝablono:Vikipediisto ca
Modèl:User sv-3	Ŝablono:Vikipediisto sv-3
Kategori:Merilann	Kategorio:Marilando
Kategori:Ekriven franse	Kategorio:Francaj verkistoj
Kategori:Ekriven ameriken	Kategorio:Usonaj verkistoj
Kategori:2010	Kategorio:2010
Kategori:Istwa Dayiti	Kategorio:Historio de Haitio
Kategori:Kategori eponim	Kategorio:Eponimaj kategorioj
Modèl:User ca-2	Ŝablono:Vikipediisto ca-2
Modèl:User ca-3	Ŝablono:Vikipediisto ca-3
Modèl:User fi-2	Ŝablono:Vikipediisto fi-2
Modèl:User fi-3	Ŝablono:Vikipediisto fi-3
Modèl:User ko	Ŝablono:Vikipediisto ko-D
Modèl:User nn-2	Ŝablono:Vikipediisto nn-2
Modèl:User no-1	Ŝablono:Vikipediisto no-1
Modèl:User pl-2	Ŝablono:Vikipediisto pl-2
Modèl:User pt	Ŝablono:Vikipediisto pt
Modèl:User ru-1	Ŝablono:Vikipediisto ru-1
Kategori:Ayisyen	Kategorio:Haitianoj
Kategori:Kanadyen	Kategorio:Kanadanoj
Kategori:User nl	Kategorio:Vikipediisto nl
Kategori:User nn-3	Kategorio:Vikipediisto nn-3
Kategori:User no-2	Kategorio:Vikipediisto no-2
Kategori:User no	Kategorio:Vikipediisto no
Kategori:User zh-1	Kategorio:Vikipediisto zh-1
Kategori:User zh-2	Kategorio:Vikipediisto zh-2
Kategori:Ameni	Kategorio:Armenio
Kategori:Matematisyen alman	Kategorio:Germanaj matematikistoj
Kategori:Matematisyen ameriken	Kategorio:Usonaj matematikistoj
Kategori:Matematisyen kanadyen	Kategorio:Kanadaj matematikistoj
Kategori:Nonm antye	Kategorio:Entjeroj
Kategori:Ris	Kategorio:Rusoj
Kategori:Biyòm	Kategorio:Biomoj
Kategori:Matematisyen franse	Kategorio:Francaj matematikistoj
Kategori:Jipitè	Kategorio:Jupitero
Kategori:Eleman chimik	Kategorio:Kemiaj elementoj
Kategori:Fanm politik	Kategorio:Politikistinoj
Kategori:Politisyen ayisyen	Kategorio:Haitiaj politikistoj
Kategori:Matematisyen britanik	Kategorio:Britaj matematikistoj
Modèl:User de-4	Ŝablono:Vikipediisto de-4
Kategori:Prezidan Etazini	Kategorio:Prezidantoj de Usono
Kategori:Kostarika	Kategorio:Kostariko
Kategori:Irigwe	Kategorio:Urugvajo
Kategori:Ayiti	Kategorio:Haitio
Paradise Cay, Kalifòni	Paradise Cay
Kategori:Jezikris	Kategorio:Jesuo Kristo
Kategori:Oseyan	Kategorio:Oceanoj
Kategori:Vil nan Venezwela	Kategorio:Urboj de Venezuelo
Kategori:Sezon	Kategorio:Sezonoj
Kategori:366 jou yo nan almanak gregoryen	Kategorio:Almanako
Kategori:Repiblik	Kategorio:Respublikoj
Kategori:Peyi skandinav	Kategorio:Skandinavio
Kategori:Peyi nan Amerik disid	Kategorio:Sudamerikaj landoj
Kategori:Pak nasyonal Vyetnam	Kategorio:Naciaj parkoj de Vjetnamio
Kategori:Il nan Karayib	Kategorio:Insuloj en Karibio
Kategori:Mitoloji grèk	Kategorio:Helena mitologio
Kategori:Sèks	Kategorio:Sekso
Kategori:Kapital	Kategorio:Ĉefurboj
Kategori:Vil nan Kanada	Kategorio:Urboj de Kanado
Kategori:Vil nan Georgie	Kategorio:Urboj de Georgio
Kategori:Vil nan Merilann	Kategorio:Urboj de Marilando
Kategori:Andalouzi	Kategorio:Andaluzio
Kategori:Telekominikasyon	Kategorio:Telekomunikado
Kategori:Maladi	Kategorio:Malsanoj
Kategori:Hô-Chi-Minh-Vil	Kategorio:Ho-Chi-Minh-urbo
Kategori:User pl	Kategorio:Vikipediisto pl
Kategori:Transpò	Kategorio:Transporto
Kategori:Solèy	Kategorio:Suno
Kategori:Galaksi	Kategorio:Galaksioj
Kategori:Amerik dinò	Kategorio:Nordameriko
Kategori:Matematisyen	Kategorio:Matematikistoj
Kategori:Fizisyen	Kategorio:Fizikistoj
Kategori:Atlèt	Kategorio:Sportistoj
Kategori:Demokrasi	Kategorio:Demokratio
Kategori:Medikaman	Kategorio:Medikamentoj
Karòt	Karoto
Kategori:Kilti nan Venezwela	Kategorio:Kulturo de Venezuelo
Kategori:Vil Vyetnam	Kategorio:Urboj de Vjetnamio
Kategori:Vil nan Brezil	Kategorio:Urboj de Brazilo
Kategori:Vil nan Espay	Kategorio:Urboj de Hispanio
Kategori:Vil nan Ayiti	Kategorio:Urboj de Haitio
Kategori:Vil nan Kiba	Kategorio:Urboj de Kubo
Kategori:Il nan Ayiti	Kategorio:Insuloj en Haitio
Kategori:Legliz Jezikri pou Sen Dènye Jou yo	Kategorio:Eklezio de Jesuo Kristo de la Sanktuloj de la Lastaj Tagoj
Kategori:Kolektivite tèritoryal	Kategorio:Subnaciaj unuoj
Kategori:Lekòl	Kategorio:Lernejoj
Modèl:User pl-3	Ŝablono:Vikipediisto pl-3
Trojany	Trojany
Kategori:Fanm ekriven	Kategorio:Verkistinoj
Yanm	Ignamo
Kategori:Peyi nan Azi	Kategorio:Aziaj landoj
Kategori:Peyi nan Amerik	Kategorio:Amerikaj landoj
Modèl:User is-3	Ŝablono:Vikipediisto is-3
Kategori:Lalwa	Kategorio:Leĝaro
Kategori:Aljèb	Kategorio:Algebro
Kategori:Alfabèt amenyen	Kategorio:Armena alfabeto
Kategori:Liv Mòman	Kategorio:Libro de Mormon
Kategori:Depatman nan Ayiti	Kategorio:Departementoj de Haitio
Kategori:Vil nan Mississippi	Kategorio:Urboj de Misisipio
Kategori:Vil nan Missourii	Kategorio:Urboj de Misurio
Kategori:Vil nan Nebraska	Kategorio:Urboj de Nebrasko
Kategori:Vil nan Oregon	Kategorio:Urboj de Oregono
Kategori:Alfabèt grèk	Kategorio:Greka alfabeto
Kategori:Mizisyen ayisyen	Kategorio:Haitiaj muzikistoj
Kategori:Anachi	Kategorio:Anarkiismo
Kategori:Atis panyòl	Kategorio:Hispanaj artistoj
Kategori:Enprimri	Kategorio:Presado
Kategori:Pwovens Cadix	Kategorio:Provinco Cádiz
Kategori:Vil nan Rio Grande fè Sul	Kategorio:Municipoj de Suda Rio-Grando
Kategori:Vil Alaska	Kategorio:Urboj de Alasko
Kategori:Vil nan Ohio	Kategorio:Urboj de Ohio
Kategori:Vil nan Texas	Kategorio:Urboj de Teksaso
Kategori:Prezidan Ayiti	Kategorio:Prezidantoj de Haitio
Kategori:Chif	Kategorio:Ciferoj
Kategori:Vil	Kategorio:Urboj
Gèp	Vespo
Kategori:Komin yo nan Soria provens	Kategorio:Regionoj de Sorio
Kategori:Fanm	Kategorio:Virino
Kategori:Nonm natirèl	Kategorio:Naturaj nombroj
Modèl:Lane sa nan tout almanak yo	Ŝablono:Jaro en la aliaj kalendaroj
Modèl:User nn-3	Ŝablono:Vikipediisto nn-3
Kategori:User en-1	Kategorio:Vikipediisto en-1
Kategori:User de-1	Kategorio:Vikipediisto de-1
Kategori:User da-N	Kategorio:Vikipediisto da-D
Tik	Iksodo
Modèl:Itilizatè WMfr	Ŝablono:Vikipediisto WMfr
Frè	Frato
Modèl:User nn-1	Ŝablono:Vikipediisto nn-1
Modèl:User ru-3	Ŝablono:Vikipediisto ru-3
Modèl:User nl-3	Ŝablono:Vikipediisto nl-3
Modèl:User nn	Ŝablono:Vikipediisto nn
Modèl:User sv-4	Ŝablono:Vikipediisto sv-4
Papiyon	Rhopalocera
Radi	Kultiva rafano
Chè (non)	Karno
Wikipedya:Lis Wikipedyen pa nonm edisyon yo fè	Vikipedio:Listo de uzantoj laŭ redaktonombro
