An Afraic	Afriko
Prosper Mérimée	Prosper Mérimée
Anraí VI Shasana	Henriko la 6-a (Anglio)
Éadbhard IV Shasana	Eduardo la 4-a (Anglio)
Criostalghrafaíocht	Kristalografio
Cánacht na Crimé	Krimea Ĥanlando
Cnaipe	Butono
Telnet	Telnet
Inbhear Nis	Inverness
Charles-Maurice de Talleyrand-Périgord	Charles-Maurice de Talleyrand
Nils Gustaf Dalén	Gustaf Dalén
Burt Lancaster	Burt Lancaster
Jack Kerouac	Jack Kerouac
Gian Lorenzo Bernini	Gian Lorenzo Bernini
The Da Vinci Code (scannán)	The Da Vinci Code (filmo)
Tine ghealáin	Vaglumo
Trádghaotha	Pasato
Skanderbeg	Gjergj Kastrioti Skanderbeg
Brokeback Mountain	Brokeback Mountain
Alfred Russel Wallace	Alfred Russel Wallace
Salisbury	Salisbury
Tíofas	Tifo
Súil Londan	Londona Okulo
Machuimhir	Maĥo
Amhrán na bhFiann	Amhrán na bhFiann
Valdivia, an tSile	Valdivia
Rámhaille	Deliro
Glasán (éan)	Fringedoj
Sochtheangeolaíocht	Sociolingvistiko
William Ewart Gladstone	William Ewart Gladstone
Each-chumhacht	Ĉevalpovo
Bratach na Sile	Flago de Ĉilio
Spáinnigh	Hispanoj
Opus Dei	Opus Dei
An líne Oder-Neisse	Odro-Niso-limo
Gafann	Nigra hiskiamo
Buí cumhra	Rezedo
Eantalpacht	Entalpio
Nigéal	Nigelo
Díbhoilsciú	Deflacio
Vladimir Kramnik	Vladimir Kramnik
Peitiúnia	Petunio
Feoras	Evonimo
Trom bosca	Manitoba acero
Líocha	Pigmento
Canna (planda)	Kanaacoj
Formaildéad	Formaldehido
Citin	Kitino
Aigéad formach	Formiata acido
Borógach	Pulegio
Aigéad lachtach	Laktata acido
Móiminteam uilleach	Angula movokvanto
Sciathán	Flugilo
Stair na Rúise	Historio de Rusio
Dúchorp	Nigra korpo
Giolcach nimhe	Pika rusko
Oftailmeolaíocht	Okulkuracado
GULag	Gulago
Reading, Berkshire	Reading
Cogadh agus Síocháin	Milito kaj paco
An Comhphobal Eorpach do Ghual agus Chruach	Eŭropa Komunumo pri Karbo kaj Ŝtalo
Garbhlus	Alkroĉa galio
Leolach	Trolio
Screamhuisce	Grundakvo
Leaithín	Okpetala driado
Seapánaigh	Japanoj
Lus na gile	Dianthus barbatus
Geoiceimic	Geokemio
Laindéar Síneach	Alkekengo
Ceannbhán	Mallarĝfolia erioforo
Académie française	Franca Akademio
Cúige Cherkasy	Ĉerkasa provinco
Piongain impireach	Imperiestra pingveno
Hearó Chathair Alastair	Herono
Anraí IV Shasana	Henriko la 4-a (Anglio)
Cúfú	Ĥufu
Owen Wilson	Owen Wilson
Leadán	Kardilo
Paul Allen	Paul Allen
Mechelen	Meĥleno
Ianaisféar	Jonosfero
The Terminator	The Terminator
Kuopio	Kuopio
Robert Clive	Robert Clive
Dlí Rómhánach	Romia juro
Steiteascóp	Stetoskopo
An Bhantiarna Jane Grey	Jane Grey
Tony Curtis	Tony Curtis
Contae Chorcaí	Graflando Cork
Maamme	Maamme
Marsantachas	Merkantilismo
Oinceolaíocht	Onkologio
Ultrasonaic	Ultrasono
Cúigí na Spáinne	Provinco de Hispanio
Néaratharchuradóir	Neŭrotransmisiilo
Radharc	Vidkapablo
Diatóm	Diatomeo
Deastógáil Muire	Ĉielenpreno de Maria
Braveheart	Braveheart
An Soitheach Naofa	Sankta gralo
Caitríona Aragón	Katerino de Aragono
Nítriglicrín	Nitroglicerino
Charles Thomson Rees Wilson	Charles Thomson Rees Wilson
Leictrilít	Elektrolito
Méóis	Mejozo
Plána (crann)	Platano
Gaius Valerius Catullus	Katulo
Peitreolaíocht	Petrologio
Michael Polanyi	Mihály Polányi
Marguerite Yourcenar	Marguerite Yourcenar
Akron	Akron (Ohio)
Idirleathadh	Difuzo
An Bhalúcastáin	Baluĉistano (Pakistano)
Cúige Kherson	Ĥersona provinco
Hugh Grant	Hugh Grant
Teisle	Teslo (mezurunuo)
Hanraí	Henro
William Bradford Shockley	William Shockley
Cairpéad	Tapiŝo
Prolog	Prolog
Ars antiqua	Ars antiqua
Foireann sacair náisiúnta Phoblacht na hÉireann	Irlanda nacia teamo de futbalo
Doire	Derry
DDT	DDT
Nathair nimhe	Vipuredoj
José Manuel Reina Páez	José Manuel Reina
Baisleac	Baziliko
West Palm Beach, Florida	Okcidenta Palm Beach
Gleann an tSileacain	Silicon Valley
Sintéiseoir	Sintezilo
Scorbach	Skorbuto
The Dark Knight (scannán)	The Dark Knight
Naomh Proinsias Xavier	Francisco Xavier
Nazran	Nazrano
Faireog Thímis	Timuso
Alexander Borodin	Aleksandr Porfirjeviĉ Borodin
Ságphailm	Sagua palmo
Diúcacht na Sacsaine	Duklando Saksio
Clapsholas	Krepusko
Ceoleolaíocht	Muzikscienco
Meigilit	Megalito
Litreoir	Literumilo
Naomh Áine	Sankta Anna
Colgán	Spadofiŝo
Hipeatalamas	Hipotalamo
Toilleas	Kapacitanco
Malaicít	Malakito
Corpse Bride	Corpse Bride (filmo)
Cúige Chonnacht	Connacht
Arcangelo Corelli	Arcangelo Corelli
Uiliteach	Ĉiomanĝanto
George Best	George Best
Sergio Leone	Sergio Leone
Curaí	Kareaĵo
Easpa	Absceso
Dóiteán Mór Londan	Granda incendio de Londono
Danair	Danoj
Albert Bruce Sabin	Albert Sabin
Féile Woodstock	Woodstock-festivalo
Toradh cíbhí	Aktinidio
The Lord of the Rings: The Two Towers	La Mastro de l' Ringoj: La Du Turoj (filmo)
Oliver Twist	Oliver Twist
Astraláib	Astrolabo
Proinsiasaigh	Franciskanoj
Baictéarafagach	Bakteriofago
Saobhdhiallas	Paralakso
Coirceog	Abelujo
Grán rósta	Krevmaizo
Urochordata	Tunikulo
Silín fiáin	Ĉerizarbo
Sualannaigh	Svedoj
100í	100-aj jaroj
Boisniaigh	Bosnianoj
Maywood, Illinois	Maywood (Ilinojo)
Turcaid	Turkiso
Éabann	Diospiro
Beirbhéine	Verbeno
Praiseach trá	Mara krambo
Hipearbóil	Hiperbolo
Oistéapóróis	Ostoporozo
Toirpéad	Torpedo
Jacqueline Kennedy Onassis	Jacqueline Kennedy Onassis
Carbradóir	Karburilo
Teanga díolama	Asembla lingvo
Biatas	Ruĝa beto
Oibríocht chómhalartach	Komuteco
Naomh Pádraig	Sankta Patriko
Robert E. Lee	Robert E. Lee
Aistear Cassini-Huygens	Misio Cassini-Huygens
Móimint na táimhe	Inercimomanto
Feirmeoireacht orgánach	Ekologia agrikulturo
Xileafón	Ksilofono
Nathaíocht	Aforismo
Edmund Burke	Edmund Burke
Córas Tholamaes	Tercentra teorio
Teannóg	Ĉiro
Frithchaitheamh	Reflekto
Scáileán tadhaill	Tuŝekrano
Fort Lauderdale	Fort Lauderdale
Rith fola	Hemoragio
XHTML	XHTML
Cartlann	Arkivo
Ionfhabhtú	Infekto
Astanaisféar	Astenosfero
Geoffrey Rush	Geoffrey Rush
Anord	Teorio de kaoso
Cualarach	Osmeredoj
My Belarusy	My, biełarusy
Mu isamaa, mu õnn ja rõõm	Mu isamaa, mu õnn ja rõõm
Cachoeira do Sul	Cachoeira do Sul
Naghas	Gnejso
Fox Broadcasting Company	Fox Broadcasting Company
Próiseas ceithre dhath	CMFN (kolormodelo)
Hiort	Sankta Kildo
Seacht bpeacaí marfacha	Sep gravegaj pekoj
Grianghrafadóireacht dhaite	Kolorfotografio
Luas éalaithe	Liberiga rapido
Comhlachas Saorthrádála na hEorpa	Eŭropa Liber-Komerca Asocio
Stanley Baldwin	Stanley Baldwin
Ramsay MacDonald	Ramsay MacDonald
Andrew Bonar Law	Andrew Bonar Law
Iarimpriseanachas	Post-impresionismo
Sleamhnán (pictiúr)	Diapozitivo
Cistéirsigh	Cistercianoj
Dathanna príomhúla	Baza koloro
An Teasáil	Tesalio
Cóiméad Encke	2P/Encke
Eero Saarinen	Eero Saarinen
Soissons	Soissons
Scaibéis	Skabio
Cumann Náisiúnta Geografach	National Geographic Society
Aimíní	Amino
Snámhaí balla	Tikodromedoj
Trádmharc	Registrita marko
Ceirtlis	Cidro
Hubert de Givenchy	Hubert de Givenchy
Luibhghairdín	Botanika ĝardeno
Mílechosach	Milpieduloj
Fearamón	Feromono
Jász	Jazigoj
Crótaigh	Kroatoj
Naomh Antaine	Antonio de Padovo
Asfalt	Bitumo
Aithint carachtar	Optika signorekono
Frans Hals	Frans Hals
Nicole Scherzinger	Nicole Scherzinger
Dolaimít	Dolomito
Timthriall carbóin	Karbono-ciklo
William Makepeace Thackeray	William Makepeace Thackeray
Viciúna	Vikuno
Gore Vidal	Gore Vidal
Toinníteas	Konjunktivito
Séireatoinin	Serotonino
Trasghalú	Planta transpirado
Rúitín	Maleolo
Zbigniew Brzezinski	Zbigniew Brzeziński
Môn	Môn
Najaf	Naĝafo
Clár fógraí Idirlín	Retforumo
Gorta	Malsatego
Arcabas	Arkebuzo
Coirne	Korneo
Iomprachas	Kondutismo
Míol mór bailíneach	Lamencetacoj
Vitória	Vitória (Espirito-Santo)
Mióipe	Miopio
Scamhógiasc	Pulmofiŝoj
Ancaire	Ankro (ŝipo)
David Brewster	David Brewster
Meantán	Paruedoj
Fearán	Turto
Torbán	Ranido
Dréimire	Ŝtupetaro
Vittorio Emanuele II na Saváí	Viktoro Emanuelo la 2-a (Italio)
Feidhm easpónantúil	Eksponenta funkcio
Plinias Óg	Plinio la Juna
Faye Dunaway	Faye Dunaway
Robert Frost	Robert Frost
Hymni i Flamurit	Himni i Flamurit
Rúnaí (éan)	Sekretaribirdo
Morgadh	Gangreno
Braisle réaltaí	Stelamaso
Brittany Murphy	Brittany Murphy
Siscín	Verda kardelo
Maceió	Maceió
Áracs	Uro
Ceithre fhírinne thriathacha	Kvar noblaj veroj
Lámhainn	Ganto
An Phuinseaib	Panĝabio
Nara	Nara (urbo)
Albaiminí	Albumino
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band
Muir na Feamainne	Sargasa Maro
Guainín	Guanino
Nasc hidrigine	Hidrogena ligo
Meascán	Miksaĵo
Reitine	Retino
Zeami	Zeami Motokiyo
Carl David Anderson	Carl David Anderson
Miléatas	Mileto (Malgrandazio)
Fisiceoir	Fizikisto
Bonn (roth)	Pneŭo
Carbhal	Karavelo
H. P. Lovecraft	H. P. Lovecraft
Ernest Orlando Lawrence	Ernest Orlando Lawrence
Simín	Simenso
Graiféin	Grafeno
Contae na Gaillimhe	Graflando Galway
Dífhoraoisiú	Senarbarigo
Néarchóras imeallach	Periferia nerva sistemo
Ocsaiteoisin	Oksitocino
Iarmhairt Coriolis	Koriolisforto
Toitcheo	Fumnebulo
Maltós	Maltozo
Seicheamh uimhríochtúil	Aritmetika vico
Coirbhéad	Korveto
1100í	1100-aj jaroj
Uimhir fhoirfe	Perfekta nombro
Pataigin	Infekta agento
Poblacht na Seacht nDúiche Aontaithe	Respubliko de la Sep Unuiĝintaj Provincoj
Síocóis	Psikozo
Scráibeach	Ŝaftremo
Síogót	Zigoto
Trínítreatolúéin	TNT
Luamh	Jaĥto
Stáit an Phápa	Papa Ŝtato
Ulchabhán sneachtúil	Neĝostrigo
Guanó	Guano
Tréidliacht	Veterinara medicino
Cumann na gCarad	Kvakerismo
Seicigh	Ĉeĥoj
Iathchloch	Feldspato
Chester	Chester
Dlí Hooke	Leĝo de Hooke
Dopaimín	Dopamino
Nelspruit	Mbombela
Scála déine Mercalli	Skalo de Mercalli
Bundúchasaigh na hAstráile	Indiĝenaj aŭstralianoj
110í	110-aj jaroj
Matilde Camus	Matilde Camus
Christopher Wren	Christopher Wren
Blackpool	Blackpool
Gunnán	Revolvero
Líonra digiteach de sheirbhísí iomlánaithe	ISDN-telefono
Rithim	Ritmo (muziko)
Grúpa feidhmiúil	Funkcia grupo
Séis	Melodio
Carlos Slim	Carlos Slim
Scrabble	Skrablo
Corda (ceol)	Akordo (muziko)
Cúige Shumy	Sumia provinco
Calcadóine	Kalcedono
Cúlbhá	Absido
Scála Beaufort	Boforta skalo
Éadbhard V Shasana	Eduardo la 5-a (Anglio)
Modhnú	Modulado (tekniko)
Simléar	Kamentubo
Oileán Vancouver	Vankuvera Insulo
Eoiginic	Eŭgeniko
Għawdex	Gozo
Armas na Polainne	Blazono de Pollando
Gloucester	Gloucester (Anglio)
Ian McKellen	Ian McKellen
Omar Sharif	Omar Sharif
Calvaire	Golgoto
Réaltacht fhíorúil	Virtuala realeco
An Corrán Méith	Fekunda duonluno
Comhairle na Calcadóine	Koncilio de Kalcedonio
Maighdean	Virgeco
Taubaté	Taubaté
Ábhar neamhbheo	Aĵpentraĵo
Nancy Pelosi	Nancy Pelosi
Lofsöngur	Lofsöngur
Tommy Lee Jones	Tommy Lee Jones
Colláis	Kolaĝo
Crisilid	Pupo (zoologio)
T. E. Lawrence	Thomas Edward Lawrence
Condar na nAindéas	Anda kondoro
Advance Australia Fair	Advance Australia Fair
Ryanair	Ryanair
Chiba	Ĉiba (urbo)
Glúcagón	Glukagono
Mangóistín	Mangostano
Keflavík	Keflavík
Club Atlético Boca Juniors	Club Atlético Boca Juniors
Karl Siegbahn	Manne Siegbahn
Céatóin	Ketono
Teannas dromchla	Surfaca tensio
Coróin (réalteolaíocht)	Korono
Faireog Limfeach	Limfaj ganglioj
Pedro Calderón de la Barca	Pedro Calderón de la Barca
Véibear	Vebero
Muintir na hÉireann	Irlandanoj
Meantán earrfhada	Egitalo
Bunús na Cruinne	Kosmogonio
Sergey Pavlovich Korolyov	Sergej Korolov
Erzsébet Báthory	Erzsébet Báthory
Bláthola	Volatila oleo
Cogaíocht bhitheolaíoch	Biologia armilo
Róbaitic	Robotiko
Coróin	Krono (ĉapelo)
Ollbhéar Meiriceánach	Griza urso
Toy Story	Toy Story
Scréachán	Laniedoj
Ópal	Opalo
Uathchóras na néaróg	Aŭtonoma nerva sistemo
Bithghás	Biogaso
Diego Rivera	Diego Rivera
Deirmeolaíocht	Haŭtmedicino
Painéal Idir-Rialtais ar Athrú Aeráide	Interregistara Spertularo pri Klimata Ŝanĝiĝo
Fíligineacht	Filogenetiko
Homo	Homo (genro)
Gaol	Parenceco
Cúige Zaporizhia	Zaporiĵa provinco
Slóvacaigh	Slovakoj
Fiús (ceimic)	Valento (kemio)
Henry Morton Stanley	Henry Morton Stanley
Coiréal	Koralo
Coigeartóir	Rektifilo
Lus na gréine	Sunfloro
Canú	Kanuo
Patrick Bruel	Patrick Bruel
Ais leathmhór	Granda duonakso
Rio Branco	Rio Branco (Acre)
Roger Bacon	Roger Bacon
Domhain síceolaíochta	Profunda psikologio
Jeremy Irons	Jeremy Irons
Comórtas Amhránaíochta na hEoraifíse 1956	Eŭrovido-Kantokonkurso 1956
Contaetha Shasana	Graflandoj de Anglio
Caolas Bass	Markolo Bass
Sárocsaíd hidrigine	Hidrogena peroksido
Scriosán	Skrapogumo
Jamie Foxx	Jamie Foxx
Cailcít	Kalcito
Neachtar	Nektaro
Cearc ghuine	Numidedoj
Yochanan Vollach	Yochanan Vollach
Cúige Luhansk	Luganska provinco
Georges Léopold Chrétien Frédéric Dagobert Cuvier	Georges Cuvier
Colin Farrell	Colin Farrell
Gé mhór fhionn	Blankfrunta ansero
Percy Williams Bridgman	Percy Williams Bridgman
Lascaux	Groto Lascaux
Meicnic shreabhánach	Mekaniko de fluidaĵoj
Oíche Chiúin	Stille Nacht
Winchester	Winchester
Ilya Ilyich Mechnikov	Ilja Meĉnikov
Clóraform	Kloroformo
Gás idéalach	Ideala gaso
Rafah	Rafah
Peterborough	Peterborough
Himno Nacional Argentino	Himno Nacional Argentino
Porto Velho	Porto Velho
Corda imleacáin	Umbilika ŝnuro
Cruach dhomheirgthe	Rustorezista ŝtalo
Húmas	Humo
Fucking, an Ostair	Fucking
Samuel L. Jackson	Samuel L. Jackson
Juan Pablo Montoya	Juan Pablo Montoya
Joy Division	Joy Division
Veselin Topalov	Veselin Topalov
Nogometni klub Dinamo Zagreb	Dinamo Zagreb
Damba Hoover	Akvobaraĵo Hoover
Peiptíd	Peptido
Athshondas (meicnic)	Resonanco
Nideog éiceolaíoch	Ekologia niĉo
Fórsa láraimsitheach	Centripeta forto
Ibeach	Kapro
Polaihéadrán	Pluredro
Cúl báire	Golulo
Comhairle Trento	Koncilio de Trento
Broincíteas	Bronkito
Emilio Segrè	Emilio Segrè
Seol (fíodóireacht)	Teksilo
Agranamaíocht	Agronomio
Ailgéabar Boole	Bulea algebro
Mícheál Ó Coileáin	Michael Collins (politikisto)
Anailgéisigh	Kontraŭdolorilo
Brioscáin phrátaí	Ĉipso
Veracruz (cathair)	Veracruz (komunumo)
Digiteach	Cifereca
Contae Chill Dara	Graflando Kildare
Éamon de Valera	Éamon de Valera
Dlí Gauß	Gaŭsa leĝo
Giovanni van Bronckhorst	Giovanni van Bronckhorst
Beaignit	Bajoneto
Dátú radacharbóin	Radiokarbona datado
Ealaín íosmhéideach	Minimumismo
Túis	Olibano
Contae Bhaile Átha Cliath	Graflando Dublino
Caomhnú bia	Konservado
Seicheamh geoiméadrach	Geometria vico
Grádán	Gradiento (matematiko)
Déshiúicríd	Disakarido
Clogad	Kasko
Abbey Road	Abbey Road
Gadhar seilge Afracach	Makul-likaono
Peirsidí	Perseidoj
Éasafagas	Ezofago
Aerchóiriú	Klimatizilo
Iolrú Cairtéiseach	Kartezia multipliko
Art Deco	Artdekora stilo
Alfred, Lord Tennyson	Alfred, Lord Tennyson
Ardeaglais Naomh Pól	Katedralo Sankta Paŭlo (Londono)
Ron Weasley	Ronald Weasley
Hermione Granger	Hermione Granger
Athsheachadán	Relajso
Glasán gobmhór	Kernorompulo
Hogwarts	Hogwarts
Comhéifeacht athraonta	Refrakta indico
Eabhrais Ollscoil Iarúsailéim	Hebrea Universitato de Jerusalemo
Péint	Farbo
Abhisit Vejjajiva	Abhisit Vejjajiva
Cuil Bhealtaine	Efemeroj
Méidé	Medea (mitologio)
Filippo Brunelleschi	Filippo Brunelleschi
École nationale de l'aviation civile	École nationale de l'aviation civile
Pedro Álvares Cabral	Pedro Álvares Cabral
Cadairne	Skroto
Rósfhuinneog	Fenestrorozo
Punc cibirnitice	Ciberpunko
Vergeltungswaffe-2	V-2
Máire Mhic Giolla Íosa	Mary McAleese
Baisidimícéití	Bazidiomicetoj
Péintéireacht ola	Oleo-pentrado
Cóidín	Kodeino
Ascomycota	Askofungoj
Ceintiméadar	Centimetro
Scriostóir	Destrojero
Villa Alemana, an tSile	Villa Alemana
Faraing	Faringo
Soundgarden	Soundgarden
Cantáid	Kantato
Cothú cíche	Mamnutrado
Naomh Treasa de Ávila	Tereza el Avilo
Tertullian	Tertuliano
Glicigin	Glikogeno
Analógach	Analoga
Alan Shepard	Alan B. Shepard Jr.
Ainéimiméadar	Anemometro
Guernica (pictiúr)	Gerniko (pentraĵo)
Séad	Jado
Láidreachtaí, laigí, deiseanna, bagairtí	FLAM-analizo
Alfred Sisley	Alfred Sisley
Teampara	Tempero
Athraitheas	Varianco
Catóid	Katodo
Páirtí Sóisialta Daonlathach an Lucht Oibre	Sociala Demokrata kaj Laborista Partio
Píobán	Traĥeo
Raymond Óg Davis	Raymond Davis Jr.
Pirimidí na hÉigipte	Piramidoj de Egiptio
Tollánú candamach	Tunela efiko
Patti Page	Patti Page
Miocrón	Mikrometro
Fóibe	Fobio
Dlí Boyle	Leĝo de Boyle
Beachaireacht	Abelbredado
Ailtireacht Ghotach	Gotika arĥitekturo
Tondath	Sonkoloro
Féimear	Femurosto
An Ciorcal Artach	Arkta Cirklo
Institiúid Náisiúnta Caighdeán agus Teicneolaíochta	National Institute of Standards and Technology
Próiseas randamach	Stokastiko
Pirealú	Pirolizo
Corn FIFA an Domhain 2010	Futbala Mondpokalo 2010
Gearrthóg	Stikaĵo
Imoibriú slabhrúil polaiméaráise	PĈR
Aolchuisne	Stalaktito
Amhránaí	Kantisto
Teorainn (matamaitic)	Limeso
Oibríocht chomhthiomsaitheach	Asocieco
Fadradharc	Hipermetropio
Satailítí nádúrtha Mharsa	Naturaj satelitoj de Marso
Tíortha beagfhorbartha	Evolulando
Spór	Sporo
Ocsaíd alúmanaim	Aluminia oksido
Mikaël Silvestre	Mikaël Silvestre
Frithchioclón	Kontraŭciklono
Gualach	Lignokarbo
Cosmadróm Baikonur	Kosmodromo Bajkonur
Céir pharaifín	Parafino
Meacaic	Makako
Stearaidian	Steradiano
Fabhcún tuaithe	Ĉasfalko
Andrea Palladio	Andrea Palladio
Sos míostraithe	Menopaŭzo
Diagnóis	Diagnozo (medicino)
Vúdú	Voduo
Hiodrálaic	Hidraŭliko
Fosfáití	Fosfato
Flosc maighnéadach	Magneta flukso
Sailpítear	Kalia nitrato
Vicipéid na Seapáinise	Japanlingva Vikipedio
Badhbh gríofa	Ansergrifo
Gabriel Fallopius	Gabrielo Falloppio
Cailleach rua	Ciprinoformaj
Aistiogmatacht	Astigmatismo
Ionduchtas	Induktanco
Stéaróideach	Steroido
Ráib	Kolzo
Níolón	Nilono
Agar	Agaragaro
Méarlorg	Fingrospuro
Fullairéin	Fulereno
Dara Phoblacht na Spáinne	Dua Hispana Respubliko
Bus (ríomhaireacht)	Buso (komputiko)
Áiria	Ario
Surtsey	Surtsey
Citseap	Keĉupo
Sliabh Kosciuszko	Monto Kosciuszko
Preispitéireachas	Presbiteriismo
Inneall teasa	Termika motoro
Fiobróis chisteach	Mukoviskozeco
Gupaí	Gupio
Diafantas	Diofanto de Aleksandrio
Muscaed	Muskedo
Uathghiniúint	Spontana generado
Edelweiss	Edelvejso
Luibhicíd	Herbicido
Paindéim Fliú 1918	Hispana gripo
Contae Luimnigh	Graflando Limerick
Cumhdach Torino	Mortotuko de Torino
Cluichí Comhlathais	Ludoj de la Komunumo de Nacioj
Réasúnú	Racio
Anlann	Saŭco
Apaitít	Apatito
Cíotóisín	Citozino
Foclóireolaíocht	Leksikologio
Ceangailteacht	Konstipo
Aigéad aspartach	Asparta acido
Deitéarmanant	Determinanto
Searbhán muc	Endivio
Fo-mheaisínghunna	Mitraleto
Norbert Wiener	Norbert Wiener
Síobghluaiseacht ilchríochach	Kontinenta drivo
Contae Mhaigh Eo	Graflando Mayo
Forimeallach	Flankaparato
Dlí Moore	Leĝo de Moore
Adamhachas	Atomismo
Craein	Gruo (maŝino)
Liagán greanta	Steleo
Inteachán	Iriso
Scairdinneall	Jetmotoro
Licéar	Likvoro
Uaireadóir	Brakhorloĝo
Luamhán stiúrtha	Stirstango
Scodalach dubheiteach	Himantopo
Teocht drúchtphointe	Rosopunkto
Comhbhrúiteoir aeir	Kunpremilo
Alexander Hamilton	Alexander Hamilton
Uiscí mianraí	Mineralakvo
Siorcón	Zirkono
Uimhir Reynolds	Nombro de Reynolds
Briotais	Okultismo
Smólach mór	Viskoturdo
Firéad	Furo
Mianraí sileacáite	Silikato
Palmas	Palmas
Droimeiteach	Balenoptero
Lisa Kudrow	Lisa Kudrow
Coisceas	Elektra impedanco
Pluaiseolaíocht	Speleologio
Míol mór glas	Griza baleno
Litríocht na Rúise	Ruslingva literaturo
Henry Hudson	Henry Hudson
Síonchaitheamh	Veterdisfalo
Teireasár	Flugsaŭroj
Cro-Magnon	Homo de Kro Magnon
Cadhc	Kajako
Albánaigh (grúpa eitneach)	Albanoj
Geilitín	Gelateno
Riobós	Ribozo
Alderney	Alderney
Contae Shligigh	Graflando Sligo
Éan parthais	Paradizeedoj
Diúracán balaistíoch	Balistika misilo
Buirg Londan Greenwich	Greenwich
Toilleadh teasa	Varmokapacito
Neamhthorthúlacht	Nefekundeco
Frithluail	Reflekso
Grimsby	Grimsby
Limfe	Limfo
Contae Dhún na nGall	Graflando Donegal
Seiseamhán	Sekstanto
Saitilít loingseoireachta	Tergloba navigada satelita sistemo
Asamtóit	Asimptoto
Contae Ros Comáin	Graflando Roscommon
Ilfhónacht	Polifonio
Ice Age: Dawn of the Dinosaurs	Ice Age: Dawn of the Dinosaurs
Deilt na Níle	Nildelto
Fabht (ríomhaireacht)	Cimo (komputscienco)
Teimisticléas	Temistoklo
Aicme speictreach	Klasigo de steloj
Salandacht	Saleco
Edward Elgar	Edward Elgar
Scála (ceol)	Gamo
Cóir leighis	Terapio
Glútamáit aonsóidiam	Ununatria glutamato
Armáid na Spáinne	Nevenkebla mararmeo
Naomh Caitríona	Katarina de Aleksandrio
Naftailéin	Naftalino
Voltmhéadar	Voltmetro
Cló daigéarach	Dagerotipio
Durham	Durham (Anglio)
Eaglais Ortadocsach Aetópach	Etiopia Ortodoksa Eklezio
Lucsa	Lukso (mezurunuo)
Ardchlár na Tibéide	Tibeta Altebenaĵo
Urho Kekkonen	Urho Kekkonen
Contaetha na hÉireann	Graflandoj de Irlando
Tairiseach Hubble	Leĝo de Hubble
Talamh shíorshioctha	Ĉiamfrosta grundo
Bithlonracht	Bioluminesko
Soiriáis	Psoriazo
Fiarshúilí	Strabismo
Cacapó	Kakapo
Leictreinceifealagrafaíocht	Elektroencefalografio
Loch Eyre	Eyre
Gaineamhchearc	Pterokloformaj birdoj
Achtúire	Aktuario
Bithóipse	Biopsio
Meatadón	Metadono
Giorria Sléibhe	Neĝleporo
Slíogart	Pumiko
Spástaiscéaladh	Kosmoesploro
Lincoln	Lincoln (Anglio)
Margaret Mead	Margaret Mead
Fatimah bint Muhammad	Fatima bint Muhamad
Habhatsar	Haŭbizo
Faoileoir	Glisilo
Harjumaa	Harjumaa
Foltfholcadh	Ŝampuo
Na Scillí	Insuloj Scilly
Macapá	Macapá
Contae Chill Chainnigh	Graflando Kilkenny
Pori	Pori
Fuinneamh inmheánach	Interna energio
Cill bhreosla	Fuelpilo
Asúchán	Alsorbo
Fiabhras dearg	Skarlatino
Charles François Gounod	Charles Gounod
Giall	Makzelo
Cothromóid Drake	Ekvacio de Drake
Veirteabra	Vertebro
Sireacó	Siroko
Raymond Chandler	Raymond Chandler
Diúscairt fuíll	Rubmastrumado
Páirc Náisiúnta Yosemite	Nacia Parko Yosemite
Fia mór	Kanada cervo
Anc	Ansa kruco
Dolly Parton	Dolly Parton
Néaróga Cráiniacha	Cerba nervo
Otharcharr	Ambulanco
Seadeolaíocht	Parazitologio
Radaiteiripe	Radioterapio
Seomra	Ĉambro
Priosma	Prismo
Céislín	Tonsilo
Milan Baroš	Milan Baroš
Georgy Malenkov	Georgij Malenkov
Bogthaise	Humideco
Meileanóma	Melanomo
Cód géiniteach	Genetika kodo
Carraig-ghiniúint	Diagenezo
Aicéitiolcoilín	Acetilkolino
Anna Nicole Smith	Anna Nicole Smith
John Milton Cage	John Cage
Liút	Liuto
Uirlis phráis	Latuna blovinstrumento
Dúil	Elemento
Aingíne chléibh	Brustangoro
An Gailearaí Náisiúnta	Nacia Galerio (Londono)
Truro	Truro
Tíreastóir	Tiristoro
Mais-speictriméadar	Mas-spektrogramo
Logos	Logos
Tom Jones (Amhránaí)	Tom Jones
Natsume Sōseki	Natsume Sôseki
Meileatoinin	Melatonino
Búilime néarógach	Bulimio
John Wilkes Booth	John Wilkes Booth
Spás méadrach	Metrika spaco
Geoiméadracht ailgéabrach	Algebra geometrio
Síolta mhór	Granda merĝo
Antonio Cassano	Antonio Cassano
Néaróis	Neŭrozo
Córas úiríneach	Urina sistemo
Chrysler	Chrysler
