აფრიკა	Afriko
ლიბერალური პარტია (გაერთიანებული სამეფო)	Liberala Partio (Britio)
ღმერთის ხელი	La mano de Dio
ლუშანი	Luŝan
ატლანტიდის დეპარტამენტი	Atlántida
ოქსირინჰუსი	Oksirinĥo
ნ1 (რაკეტა)	N1
ასოპოსი	Asopo
ტომარი	Tomar
ლატერიტი	Laterito
ჰოლოკიო	Hollókő
ბუქარესტის მეტროპოლიტენი	Metroo de Bukareŝto
მისტეკები	Miŝtekoj
მაგიდა მთა	Tablomonto
კოტის ალპები (რომის პროვინცია)	Alpes Cottiae
ლიუიშუნი	Luŝun
დიდი სენ-ბერნარის უღელტეხილი	Montpasejo Granda Sankta Bernardo
ალბათური სივრცე	Probablospaco
ლომბარდიის ლიგა	Lombarda Ligo
როტონდა	Rotondo
სეიდისფიორდური	Seyðisfjörður
კამარა-დი-ლობუში	Câmara de Lobos
თაბასარანელები	Tabasaranoj
ბაღჩა	Kuireja ĝardeno
ჰოლაბრუნი	Hollabrunn
შლანგენბადი	Schlangenbad
სპრინტი	Kurtadistanca kuro
არაკატაკა	Aracataca
კაიპირინია	Kajpirinjo
ეშტრემოში	Estremoz
ინდოლოგია	Hindologio
არანი	Aranoj
არაპირაკა	Arapiraca
პარაგვაის ჰიმნი	Paraguayos, República o muerte
არაუკა (ქალაქი)	Araŭko (Kolombio)
არავალი	Aravali-Montaro
არავაკული ენები	Aravaka lingvaro
გრავისი	Maldekstra korno
გოვერლა	Hoverla
კონი-აილენდი	Insulo Coney
ხების რაიონი	Distrikto Cheb
ივლისი 2012	Julio de 2012
იანვარი 2012	Januaro de 2012
ფახვერკი	Trabfakaĵo
არგენტინის დეპუტატთა პალატა	Ĉambro de Deputitoj de Argentino
სან-ბერნარდინოს უღელტეხილი	San Bernardino (montpasejo)
სტურშენი	Storsjön
მორნ-ტრუა-პიტონის ეროვნული პარკი	Nacia Parko Morne Trois Pitons
გოიმერი	Gooimeer
ბირემა	Duremo
ვორმსი	Vormsi
ჰეტეროფონია	Heterofonio
ჟეკიე	Jequié
მესიანიზმი	Mesianismo
ერა (გეოლოგია)	Erao (tempo)
ახალი გრანადის რესპუბლიკა	Respubliko de Nova Granado
ვერედა (ბაია)	Vereda (Bahia)
ზომერაუ (რუვერი)	Sommerau apud Ruwer
თებერვალი 2013	Februaro de 2013
ნუმიზმატიკა	Numismatiko
კლონდაიკის ოქროს ციებ-ცხელება	Alaska orimpetego
ძულა ბენცური	Gyula Benczúr
ნიულაკიტა	Niulakita
ვაიტუპუ	Vaitupu
იერუსალიმის მართლმადიდებელი ეკლესია	Ortodoksa Eklezio de Jerusalemo
ბრუკლინის მუზეუმი	Broklina Muzeo
გლორია (ბაია)	Glória (Bahio)
ლამბაიეკეს პროვინცია	Provinco Lambajeko
ხუთი ოჯახი	Kvin Familioj
NGC 397	NGC 397
ტაჯიკეთის რესპუბლიკური დაქვემდებარების რაიონები	Registare administrataj regionoj de Taĝikio
ხატლონის ოლქი	Ĥatlon
ჟარნოვიცის რაიონი	Distrikto Žarnovica
ჰორმაზაგანის ოსტანი	Provinco Hormozgan
არქიდიაკვანი	Arkidiakono
პულის უნივერსიტეტი	Universitato Juraj Dobrila de Pula
არვი	Arve
იტალიის სენატი	Italia Senato
სტოლონი	Stolono
პუიეუეს ეროვნული პარკი	Nacia Parko Pujehue
არქიმედეს აქსიომა	Arkimeda propraĵo
ტოუტონის ბრძოლა	Batalo de Towton
ადამიანის მსგავსი მაიმუნები	Homedoj
NGC 82	NGC 82
სედიმენტაცია	Sedimentado
არქივოლტი	Arkivolto
ტრირვაილერი	Trierweiler
მარატის სიკვდილი	La morto de Marat
კეჟმაროკის რაიონი	Distrikto Kežmarok
ლაზისტანი	Lazujo
აშშ-ის სტატისტიკური აღწერის ბიურო	Usona Buroo de la Censo
ჰოდონინის რაიონი	Distrikto Hodonín
ვეველსბურგი	Wewelsburg
დოიჩე ოპერ ბერლინი	Deutsche Oper Berlin
ნეივა	Neiva
წმინდა ლავრენტის კუნძული	Insulo Sankta Laŭrenco
ბასტილიის ოპერის თეატრი	Operejo Bastille
ტავრიის ქერსონესი	Ĥersoneso
შიმოიო	Chimoio
არტანუჯი	Ardanuç
ტროიდენი	Traidenis
მესელის ორმოები	Messel (eksminejo)
ავისის ორდენი	Ordeno de Aviso
ტუამასინის პროვინცია	Toamasina (provinco)
პიტონის დაცული ტერიტორია	Pitonoj
ისჩიგუალასტო	Ischigualasto
დაჰლაკის არქიპელაგი	Dahlak-Arkipelago
მუსიკოსი	Muzikisto
უიტნის ამერიკული ხელოვნების მუზეუმი	Muzeo Whitney de Usona Arto
ისტრია	Istrio
ჰოუპის ალმასი	Hope-diamanto
კესონი (არქიტექტურა)	Kasona plafono
NGC 561	NGC 561
არდეში (მდინარე)	Ardèche (rivero)
ოტელ-დე-ვილი	Urbodomo de Parizo
ტრირის სათემო კავშირი	Verbandsgemeinde Trier-Land
ავანგარდული მეტალი	Avangarda metalroko
კაასუიტსუპი	Qaasuitsup
ლევირატი	Levirato
მუცუ (ქალაქი)	Mucu
საბანკეტო სახლი	Banqueting House
ლომას-დე-სამორა	Lomas de Zamora
ბაქოს კომისრები	Bakua Komunumo
პილტსამაა	Põltsamaa
ბელუ-კამპუ	Belo Campo
გრანდე-პრერია	Grande Prairie
ლალიბელას კლდეში ნაკვეთი ეკლესია	Preĝejoj surŝtone ĉizitaj de Lalibelo
კორომოტოს ღვთისმშობელი	Virgulino de Coromoto
შოჩიმილკო	Ŝoĉimilko
ვერტიენტესი	Vertientes
გუაიმარო	Guáimaro
ესმერალდა (კუბა)	Esmeralda (Kubo)
ნუევიტასი	Nuevitas
ისპაჰანის შაჰის მეჩეთი	Moskeo de la Ŝaho
ჰაბიბ ბურგიბა	Habib Burgiba
როკიცანის რაიონი	Distrikto Rokycany
ფინეთის პარლამენტი	Finnlanda parlamento
ვანდომის მოედანი	Placo Vendôme
ფლორიდა (კუბა)	Florida (Kubo)
მაზოვია	Mazovio
ჩინანდეგის დეპარტამენტი	Ĉinandego (departemento)
ირემი	Cervo
აკერსჰუსის ციხესიმაგრე	Fortikaĵo Akershus
იაპონიის პოლიტიკური პარტიები	Politikaj partioj de Japanio
ერიხთონიოსი	Eriktonio
ჩინური კვარტალი (1974 წლის ფილმი)	Chinatown
პობლეტის მონასტერი	Monaĥejo de Poblet
კოარი	Coari
პრაღა-ვიხოდის რაიონი	Distrikto Prago-oriento
ქობაირის მონასტერი	Monaĥejo Kobajr
მანიტობა (ტბა)	Manitoba Lago
არგენტინის ეროვნული კონგრესი	Kongreso de la Argentina Nacio
არგენტინის ანტარქტიკა	Argentina Antarkta Teritorio
ჰოლანდიის ომი	Franca-nederlanda milito
საპირფარეშოები იაპონიაში	Necesejoj en Japanio
სამუმი	Samumo
ტოვადა (ქალაქი)	Toŭada
ტაპირამუტა	Tapiramutá
სობრადინიუ (ბაია)	Sobradinho (Bahio)
შირნაქის პროვინცია	Provinco Şırnak
კოტინგისებრნი	Kotingedoj
იესოს ლოცვა	Preĝo de Jesuo
Grand Theft Auto Advance	Grand Theft Auto Advance
მატა-დი-სან-ჟუანი	Mata de São João
დავით გამყრელიძე	David Gamkrelidze
NGC 7664	NGC 7664
ბლედის ტბა	Bled (lago)
სპენსერის ყურე	Golfo Spencer
ლეგატო	Legato (muziko)
მანგუსტი	Ikneŭmono
პელა (ნომი)	Pelao (provinco)
ფელიზ-დეზერტუ	Feliz Deserto
პანამის არხის რკინიგზა	Kanalpanama Fervojo
ბაიბაკი	Azia marmoto
კაიმანისმაგვარი კუსებრნი	Ĥelidredoj
