Afraga	Afriko
Hiort	Sankta Kildo
Seachd peacaidhean-bàis	Sep gravegaj pekoj
Stanley Baldwin	Stanley Baldwin
Ramsaigh MacDhòmhnaill	Ramsay MacDonald
Andrew Bonar Law	Andrew Bonar Law
Clisg-phuing	Krisigno
Gunna fada	Mezfingro
Naomh Antaine an Padua	Antonio de Padovo
Pàpa Innocentius IX	Inocento la 9-a
Adhbrann	Maleolo
Ynys Môn	Môn
Acair (bàta)	Ankro (ŝipo)
Àradh	Ŝtupetaro
Sgt. Pepper's Lonely Hearts Club Band	Sgt. Pepper's Lonely Hearts Club Band
Protagoras	Protagoro de Abdero
11mh linn RC	11-a jarcento a.K.
Contae na Gaillimhe	Graflando Galway
Loch Tahoe	Lago Tahoe
1100an	1100-aj jaroj
Poblachd nan Seachd Roinnean Aonaichte	Respubliko de la Sep Unuiĝintaj Provincoj
Comhachag gheal	Neĝostrigo
Cumhachd-uisge	Akvoenergio
Bheataireachd	Veterinara medicino
Apocruiphia	Apokrifoj
Cuaigearan	Kvakerismo
Na Seicich	Ĉeĥoj
Chester	Chester
110an	110-aj jaroj
Matilde Camus	Matilde Camus
Pàpa Clemens VIII	Klemento la 8-a
Scrabble	Skrablo
Taubaté	Taubaté
Tommy Lee Jones	Tommy Lee Jones
Advance Australia Fair	Advance Australia Fair
Teacno	Tekno-muziko
Ryanair	Ryanair
Roger D. Kornberg	Roger D. Kornberg
Ealasaid Báthory	Erzsébet Báthory
Carbad-smùide	Vaporlokomotivo
The Princess and the Frog	The Princess and the Frog
Neòinean-grèine	Sunfloro
Pàpa Griogair XIV	Gregorio la 14-a
12na linn RC	12-a jarcento a.K.
Neactair	Nektaro
Yochanan Vollach	Yochanan Vollach
Stad-phuing	Punkto (interpunkcio)
Co-fhlaitheas na Pòlainn - Liotuàinia	Respubliko de Ambaŭ Nacioj
Oidhche Shàmhach (òran)	Stille Nacht
Lady and the Tramp	Lady and the Tramp
Montauban	Montauban
Driuchaidean	Ekzorcismo
Fucking, An Ostaire	Fucking
Samuel L. Jackson	Samuel L. Jackson
Aleister Crowley	Aleister Crowley
Thar	Dezerto Tar
Na Marquesas	Markizinsuloj
Karakum	Karakumo
Siar-sgeul	Vakera filmo
Comhairle Treinte	Koncilio de Trento
Beart-chlò	Teksilo
Mícheál Ó Coileáin (ceannard Èireannach)	Michael Collins (politikisto)
Brisg	Ĉipso
Cros-dhàn	Akrostiko
Contae Chill Dara	Graflando Kildare
Éamon de Valera	Éamon de Valera
Bèigneid	Bajoneto
Uaigh	Tombo
Amen	Amen
Contae Átha Cliath	Graflando Dublino
Toradh Cartesach	Kartezia multipliko
Reidius	Radiuso
An Tàinistear	Regento
Peanta	Farbo
St. Peter Port	Sanktapetrurbo
Pedro Alvarez Cabral	Pedro Álvares Cabral
Amos	Libro de Amos
Obadiah	Libro de Obadja
Cuspair (gràmar)	Objekto (gramatiko)
13mh linn RC	13-a jarcento a.K.
Barra	Ĉarumo
Dlighe Úi Bhaoghail	Leĝo de Boyle
Taylor County, Iowa	Kantono Taylor (Iovao)
Seacadh	Recesio
Parabhan	Parafino
Tràth (gràmar)	Verbotempo
Cabhsair	Trotuaro
Pears-eaglais	Kleriko
Imre Nagy	Imre Nagy (politikisto)
Rùp	Aŭkcio
Nàidhlean	Nilono
Dàrna Poblachd na Spàinne	Dua Hispana Respubliko
Micah	Libro de Miĥa
Bàta-smùid	Vaporŝipo
Henry County, Iowa	Kantono Henry (Iovao)
Contae Luimnigh	Graflando Limerick
Hagai	Libro de Ĥagaj
Àrd-aingeal	Arkianĝelo
Eseciel	Libro de Jeĥezkel
Gille-cruidh	Vakero
Cath	Batalo
Lebkuchen	Spickuko
Contae Mhaigh Eo	Graflando Mayo
15mh linn RC	15-a jarcento a.K.
Stàitean agus fearainnean Astràilia	Aŭstraliaj ŝtatoj kaj teritorioj
Aonadh-obrach	Sindikato
Uaireadair	Brakhorloĝo
Ionah	Libro de Jona
Gran Canaria	Gran Canaria
Tuireadh	Libro de la Plorkanto
Coimpiutaireachd	Komputado
Alderney	Alderney
Contae Shligigh	Graflando Sligo
Puyallup, Washington	Puyallup (Vaŝingtonio)
Contae Dhún nan Gall	Graflando Donegal
Contae Ros Comáin	Graflando Roscommon
Guasca	Guasca
Beauty and the Beast (film 1991)	Beauty and the Beast (filmo, 1991)
Nahum	Libro de Naĥum
Habacuc	Libro de Ĥabakuk
Sechariah	Zeĥarja (libro)
Durham	Durham (Anglio)
Contaetha na h-Èireann	Graflandoj de Irlando
Kermanshah	Kermanŝaho
Johannes Nicolaus Brønsted	Johannes Nicolaus Brønsted
Contae Chill Chainnigh	Graflando Kilkenny
Uchd-mhacachd	Adopto
Carbad-eiridinn	Ambulanco
14mh linn RC	14-a jarcento a.K.
Truro	Truro
Buidheagan	Ovoflavo
Teodaileach	Teodolito
Fàsach Libianach	Libia Dezerto
Herbert Simon	Herbert Simon
Naomh Thérèse de Lisieux	Tereza de Lisieux
Contae an Chláire	Graflando Clare
Robert Peel	Robert Peel
Contae Cheatharlach	Graflando Carlow
Lanzarote	Lanzarote
Contae Chill Mhantáin	Graflando Wicklow
Contae na hIarmhí	Graflando Westmeath
Van Buren County, Iowa	Kantono Van Buren (Iovao)
Bailead	Balado
Deàrnadaireachd	Kiromancio
Biodag	Ponardo
Sruighlea	Stirling
Rahden	Rahden
Jihlava	Jihlava
Jefferson County, Iowa	Kantono Jefferson (Iovao)
G. K. Chesterton	Gilbert Keith Chesterton
Jan Tinbergen	Jan Tinbergen
Ibadan	Ibadano
Deachdaire	Diktatoro
Bolgan (lus)	Tubero
16mh linn RC	16-a jarcento a.K.
Ilya Prigogine	Ilja Prigogine
Contae Lú	Graflando Louth
Contae na Mí	Graflando Meath
Port Làirge	Waterford
Aideachadh	Konfeso
Hosea	Libro de Hoŝea
Gary, Indiana	Gary
Fàsach Mhojave	Mojave-Dezerto
Bodha	Rifo
Kyzyl Kum	Kizilkumo
Coire	Cirko (valformo)
Gràisgealachd	Sakro
Contae Uíbh Fhailí	Graflando Offaly
Rùsg	Arboŝelo
Contae Chiarraí	Graflando Kerry
Contae Phort Láirge	Graflando Waterford
Contae Loch Garman	Graflando Wexford
Contae Thiobraid Árann	Graflando Tipperary
Mòine	Torfo
Ogham	Ogamo
The Aristocats	The Aristocats
Jane Goodall	Jane Goodall
Luibhean-luaisgein	Fitoplanktono
Contae Mhuineacháin	Graflando Monaghan
Sgealbag	Montrofingro
John Hicks	John Richard Hicks
Taisbeanach (gràmar)	Gramatika modo
Tairbheadaireachd	Toreo
Mion-fhacal	Partikulo
Tromb-beòil	Buŝharpo
Tobago	Tobago
Piranha	Piranjo
Brian Cowen	Brian Cowen
Knoxville, Tennessee	Knoxville (Tenesio)
Grytviken	Grytviken
Fado	Fado
Caol-an-dùirn	Pojno
Todhar	Stala sterko
Bàta-foluaimein	Aeroglita boato
Lacrosse	Kanada bastonludo
Contae an Longfoirt	Graflando Longford
Theodor Svedberg	Theodor Svedberg
An Sionnach Sgianach	Wolverine
Bratach na dùthcha	Nacia flago
Faoighiche	Parazito
19mh linn RC	19-a jarcento a.K.
Chattanooga, Tennessee	Chattanooga (Tenesio)
17mh linn RC	17-a jarcento a.K.
Lite	Kaĉo (manĝaĵo)
Eilean Devon	Devon-insulo
Raibeart I na h-Alba	Roberto Bruso
Contae an Chabháin	Graflando Cavan
Álvaro Uribe	Álvaro Uribe Vélez
RMS Lusitania	RMS Lusitania
Pablo Escobar	Pablo Escobar
Bàr	Trinkejo
Eilthireachd	Elmigrado
Breac-sheunain	Efelido
Ragnar Frisch	Ragnar Anton Kittil Frisch
Gairbheal	Ŝtonminejo
Triantanadh	Triangulado
Bocsa	Kesto
Tuiseal	Deklinacio (gramatiko)
Český Krumlov	Český Krumlov
Eaconamaiche	Ekonomikisto
Ronald Coase	Ronald H. Coase
1400an	1400-aj jaroj
Cunbhal	Konstanto
Sioman	Kablo
Eilean Cheap Bhreatainn	Insulo de Breton-Kabo
Ceithir dùil phrìomh-shamhlach	Klasikaj elementoj
1410an	1410-aj jaroj
Pangram	Ĉiuliteraĵo
Sephaniah	Libro de Cefanja
Curran geal	Pastinako
Anaconda	Anakondo
Cagailt	Kameno
Aiseirigh	Reviviĝo
Achadh	Kampo (agrikulturo)
1430an	1430-aj jaroj
Ròs-chraobh	Rododendro
Fàsach Sonora	Sonora-Dezerto
Vladimir Voronin	Vladimir Voronin
Oilthigh Jagiellonian	Jagelona Universitato
18mh linn RC	18-a jarcento a.K.
Rèabhlaid Ghlòrmhor	Glora Revolucio
Aol-tàthaidh	Mortero
Contae Aontroma	County Antrim
Keith Richards	Keith Richards
Aonaran	Ermito
1460an	1460-aj jaroj
Alice in Wonderland (film 1951)	Alice in Wonderland (filmo, 1951)
Siorrachd Obar Dheathain	Aberdeenshire
Iain Knox	John Knox
Ùth	Laktoglando
Sligeach	Sligo
1470an	1470-aj jaroj
1480an	1480-aj jaroj
Contae Fhear Manach	Fermanagh
1490an	1490-aj jaroj
Ball-bodhaig	Membro (anatomio)
Famke Janssen	Famke Janssen
Bòtann	Boto
Edward Sapir	Edward Sapir
Tunna	Tuno
Fairge	Pelaga zono
Pàipear-balla	Tapeto
Santo André	Santo André (São Paulo)
Clavichord	Klavikordo
Bàta-slaodaidh	Trenŝipo
Taoiseach	Taoiseach
Abhainn Mhagdalena	Magdalena (rivero)
Bhàsa	Vazo
Don Giovanni	Don Giovanni
Uèir-bhiorach	Pikdrato
Crudha	Hufumo
Guido da Arezzo	Guido de Arezzo
1520an	1520-aj jaroj
Mac an aba	Ringofingro
1530an	1530-aj jaroj
Canari	Kanario
Fuerteventura	Fuerteventura
Streymoy	Streymoy
Edmund Phelps	Edmund S. Phelps
Hyères	Hyères
Simon Kuznets	Simon Kuznets
Dreuchdan	Verko
George A. Olah	George A. Olah
Tràth làthaireach	Prezenco
Bràigh (duine)	Ostaĝo
Oilthigh Ghlaschu	Universitato de Glasgovo
Nokia (baile)	Nokia (urbo)
Jan Palach	Jan Palach
Cathair Luail	Carlisle (Kumbrio)
Chinchilla	Ĉinĉilo
1550an	1550-aj jaroj
Marajó	Marajó
Spiorad	Spirito
Beul-an-latha	Sunleviĝo
Ard Mhacha	Armagh
A Night at the Opera	A Night at the Opera (Queen)
1560an	1560-aj jaroj
Oilthigh Phadua	Universitato de Padovo
Achd an Aonaidh	Act of Union 1707
Henry Temple, 3rd Viscount Palmerston	Lord Palmerston
1570an	1570-aj jaroj
Sugababes	Sugababes
Gath na grèine	Sunradiado
Leaba chrochta	Hamako
Bruis-pheant	Peniko
Uaireadair-uisge	Akvohorloĝo
1620an	1620-aj jaroj
1630an	1630-aj jaroj
1640an	1640-aj jaroj
1650an	1650-aj jaroj
1660an	1660-aj jaroj
1670an	1670-aj jaroj
Aisean	Ripo
1690an	1690-aj jaroj
1710an	1710-aj jaroj
1720an	1720-aj jaroj
1760an	1760-aj jaroj
Coloimbia Mhòr	Granda Kolombio
Magdalena (Roinn)	Magdalena (departemento)
1790an	1790-aj jaroj
Kreuzau	Kreuzau
Hamilton, Sealainn Nuadh	Hamilton
Dòbhran	Lutrenoj
Eilean Bhanks	Banks-insulo
Àrd-bhaile	Metropolo
Kamakura	Kamakura
Eysturoy	Eysturoy
Châtenay-Malabry	Châtenay-Malabry
Vicuña	Vicuña
Cliabh	Korbo
Anna na Breatainn Bheag	Ana de Bretonio
Fìobha	Fife (Skotlando)
Kohtla-Järve	Kohtla-Järve
Edward Said	Edward Said
Nori	Nori
Piast	Piastoj
La Palma (eilean)	La Palma
Dealg	Dorno (botaniko)
Herm	Herm
Foghar (cànanachas)	Parolsono
Linn Giùdain	Firth of Forth
Robert Grubbs	Robert H. Grubbs
Yves Chauvin	Yves Chauvin
Còigeamhan na h-Èireann	Provincoj de Irlando
Richard Schrock	Richard R. Schrock
Borðoy	Borðoy
Adag	Eglefino
Gruag bhàn	Blonda
Bheat	Bestokuracisto
Komi (sluagh)	Komioj
Manuel Azaña Díaz	Manuel Azaña
Modesto, Calafòrnia	Modesto
Sìobar-spàs	Kiberspaco
Ball-coise Gàidhealach	Pejlo
Eigir	Ægir
Dìcheannachadh	Senkapigo
Brian Jones	Brian Jones
Bogha (ceòl)	Arĉo
Dún Dealgan	Dundalk
Vézelay (Yonne)	Vézelay
Protractair	Angulilo
The Flowers of Romance	The Flowers of Romance
James Buchanan (eaconomaiche)	James M. Buchanan
Zipaquirá	Zipaquirá
Lancaster	Lancaster (Lancashire)
Tàrmachan	Monta lagopo
Sgeir Rocail	Rockall
Bith-mhoileciuil	Biomolekulo
Abeokuta	Abeokuta
Stuth-togail	Konstrumaterialo
Nelson, Sealainn Nuadh	Nelson (Nov-Zelando)
Redon	Redon
Lítla Dímun	Lítla Dímun
Sir Fynwy	Monmouthshire
Bràigh (tìr-eòlas)	Montopinto
Innis (eilean)	Insuleto (geografio)
Sylvia Kristel	Sylvia Kristel
Vágar	Vágar
Tauranga	Tauranga
Feur	Herbotapiŝo
Nibheis	Neviso
Cumadh	Formo (filozofio)
Fellowship of the Ring (leabhar)	La Mastro de l' Ringoj: La Kunularo de l' Ringo (libro)
Trygve Haavelmo	Trygve Haavelmo
Galar iomallach na pearsantachd	Emocie malstabila personeca perturbo
Fàsach Araibianach	Araba dezerto
Sandoy	Sandoy
Hestur	Hestur
Koltur	Koltur
Sgrab	Nordmara pufino
William Pitt, 1ad Iarla Chatham	William Pitt (pli maljuna)
Amar-bàistidh	Baptujo
Gilbert N. Lewis	Gilbert Newton Lewis
Loch Laomainn	Loch Lomond
Rotorua	Rotorua
Santa Marta (baile)	Sankta Marta
Oxnard, Calafòrnia	Oxnard
2 Samuel	2-a libro de Samuel
2 Eachdraidh	2-a libro de la Kroniko
2 Rìghrean	2-a libro de la Reĝoj
Brùchd	Rukto
Sgadan	Klupeoj
Suðuroy	Suðuroy
Fugloy	Fugloy
Fiodh almhaig	Blanka santalo
Fulangach (gràmar)	Gramatika voĉo
Comhairle nan Crìochan	Skotaj Limoj
Òr-cheàrdaichean	Oraĵisto
Ruaraidh MacFhionghain	Roderick MacKinnon
Rìgh Seumas VIII Alba agus III Shasainn	James Francis Edward Stuart
Alexandrine	Aleksandro (poetiko)
James Tobin	James Tobin
Fàsach Shimpson	Dezerto Simpson
Pàislig	Paisley (Skotlando)
Bangor	Bangor
Comhairle Shiorrachd Rinn Friù an Ear	East Renfrewshire
Dùn Phàrlain	Dunfermline
Cù Chullain	Cú Chulainn
Viðoy	Viðoy
Kunoy	Kunoy
Stóra Dímun	Stóra Dímun
Kalsoy	Kalsoy
P. W. Botha	Pieter Willem Botha
Wadowice	Wadowice
Na Seumasaich	Jakobitismo
Briogais-snàmh	Bankostumo
Santa Rosa, Calafòrnia	Santa Rosa (Kalifornio)
Aberystwyth	Aberystwyth
Menen	Menen (Belgio)
Clamecy (Nièvre)	Clamecy
Sir Benfro	Pembrokeshire
Mykines	Mykines
Uachtaran	Prezidanto de Irlando
Tom Selleck	Tom Selleck
Camanachd Èireannach	Iomano
Buain	Rikolto
Easag (eun)	Fazano
Rìghrean na h-Alba	Listo de skotlandaj monarkoj
Adolfo Suárez y González	Adolfo Suárez
Leticia (baile)	Leticia
Ceannaiche	Komercisto
Roinnean ann an Coloimbia	Departementoj de Kolombio
Carabhan	Ruldomo
Stràc gheur	Dekstra korno
Logarbaidh	Lockerbie
Spòrs bhuidheann	Teama sporto
Plastair	Pretpansaĵo
Bàrc	Barko
Oilthigh Chill Rìmhinn	Universitato St. Andrews
Eun-turais	Birdomigrado
Fianna Fáil	Soldatoj de Irlando
Basgaid-sgudail	Rubujo
Sam Houston	Sam Houston
Caibe	Ŝpato
Breacan	Tartano
Cúcuta	Cúcuta
Svínoy	Svínoy
Skúvoy	Skúvoy
Yr Wyddfa	Snowdon
Ùrlar	Planko
Ithaca, Eabhraig Nuadh	Ithaca (Nov-Jorkio)
Kenichi Fukui	Hukui Ken-iĉi
Ceredigion	Ceredigion
Halifax	Halifax (apartigilo)
Faidhbhile deasach	Notofago
Pietrasanta	Pietrasanta
Oilthigh Washington	Universitato de Vaŝingtonio
Na Deuchainnean na Buidseachd Salem	Sorĉistinaj juĝprocesoj en Salem
Fiodh-fillte	Tavolligno
Pío Baroja	Pío Baroja
Anggun	Anggun
Blàr Allt a' Bhonnaich	Batalo de Bannockburn
Arm na Breatainne	Brita Armeo
Ibagué	Ibagué
Muir-seilche	Testuduloj
Cogadh Chaco	Ĉaka milito
Barraigh	Barra
Sin	SIN
Nelson	Nelson
Fe	Fe
BMI	BMI
Henrik Pontoppidan	Henrik Pontoppidan
Riverside	Riverside
Aodh Mór Ó Néill	Aodh Mór Ó Néill
Carl Friedrich Georg Spitteler	Carl Spitteler
Lùdag	Etfingro
Neach-iùil	Konduktoro
Rub' al Khali	Rub-al-Ĥalo
Cuthag-bhogaidh	Motaciloj
Nariño (Roinn)	Nariño
Arauca (Roinn)	Araŭko
Chocó (Roinn)	Ĉokoo
Bolívar (Roinn)	Bolivaro (Kolombio)
Cauca (Roinn)	Kaŭko
Caldas (Roinn)	Kaldaso (departemento)
Zusamaltheim	Zusamaltheim
Irwin Rose	Irwin Rose
Atlántico (Roinn)	Atlantiko (Kolombio)
Avram Hershko	Avram Hershko
Cundinamarca (Roinn)	Kundinamarko
Putumayo (Roinn)	Putumajo
Arne Wilhelm Kaurin Tiselius	Arne Tiselius
Norte de Santander (Roinn)	Norda Santandero
Peoria, Illinois	Peoria (Ilinojso)
Aaron Ciechanover	Aaron Ciechanover
Laoidh Nàiseanta Choloimbia	Nacia Himno de Kolombio
Offa	Offa (Mercia)
Rockford, Illinois	Rockford (Ilinojo)
Theodore W. Schultz	Theodore Schultz
Daniel Kahneman	Daniel Kahneman
Erie, Pennsylvania	Erie (Pensilvanio)
Biadh Seapanach	Japana kuirarto
Giulio Natta	Giulio Natta
Adhaltranas	Adulto
Tolima (Roinn)	Tolimo
Vaupés (Roinn)	Vaŭpeso
Córdoba (Roinn)	Kordovo (Kolombio)
Cesar (Roinn)	Cezaro (Kolombio)
Huila (Roinn)	Ujlao
Aingeal	Anĝelo
Santander (Roinn)	Santandero (Kolombio)
Miso	Misoo
Sucre (Roinn)	Sukreo
Manizales (baile)	Manizales
Clash of Civilizations	Kontraŭstaro inter Civilizacioj
Seumas I, Rìgh Alba	Jakobo la 1-a (Skotlando)
Bòrd-dubh	Kretotabulo
Fisting	Pugnokoito
James Meade	James Meade
Calum Cille	Sankta Kolumbao
Ubhal-ghort	Fruktoĝardeno
Dùthchannan Ceilteach	Keltaj nacioj
Tunja	Tunja
Lucía Etxebarría	Lucía Etxebarria
Feamainn	Makroalgoj
John C. Polanyi	John Charles Polanyi
Seòras Santayana	George Santayana
Meta (Roinn)	Metao
Guainía (Roinn)	Gvajnio
Dolores Ibárruri	Dolores Ibárruri
Sacagawea	Sakagaveo
Daibhidh II, Rìgh Alba	Davido la 2-a (Skotlando)
Nólsoy	Nólsoy
Page County, Iowa	Kantono Page (Iovao)
Provençal	Provenca lingvo
Orhan Pamuk	Orhan Pamuk
Carpineto Romano	Carpineto Romano
Castel Gandolfo	Castel Gandolfo
Poli	Poli
546 RC	-546
Bucaramanga	Bucaramanga
Bàrd Spàinnteach Antonio Machado	Antonio Machado
Banntach	Ĉarniro
MacBheatha na h-Alba	Macbeth
Henry Pelham	Henry Pelham
Bòdhran	Bodhrán
William Styron	William Styron
Teth	TET
Creuse	Creuse (apartigilo)
Fine Gael	Fine Gael
610 RC	-610
Ball-coise Canaidianach	Kanada piedpilko
Liosta nam fàsaichean a rèir farsaingeachd	Listo de dezertoj laŭ areo
Winnebago County, Iowa	Kantono Winnebago (Iovao)
Étienne Mourrut	Étienne Mourrut
Nòs	Kutimo
Bainsiò	Banĝo
Buidseachd	Sorĉado
70an	70-aj jaroj
Diùcachd Anhalt-Köthen	Anhalt-Köthen
Cnàmh	Osto
Bataraidh	Pilo
Patrick Moore	Patrick Moore
Vichada (Roinn)	Viĉado
Seòras V	Georgo la 5-a (Britio)
Iúr Cinn Trá	Newry
Oilthigh Obar Dheathain	Universitato de Aberdeen
80an	80-aj jaroj
Craobhlann	Arboreto
John Harsanyi	John Charles Harsanyi
Joseph Black	Joseph Black
Kasabian	Kasabian
Fàsach Ghibson	Gibson-Dezerto
La Guajira (Roinn)	La Guajira
Seumas II Alba	Jakobo la 2-a (Skotio)
Guaviare (Roinn)	Gŭavjaro
Ionmhas	Trezoro
Cuiteag	Merlango
Bean-shìdh	Banŝio (estaĵo)
Leopoldo Calvo-Sotelo y Bustelo	Leopoldo Calvo Sotelo
Partan tuathal	Ermitokrabo
Urk	Urk
Aparan	Antaŭtuko
900an	900-aj jaroj
90an	90-aj jaroj
910an	910-aj jaroj
Uilebheist	Monstro
Seumas Mac an Deòir	James Dewar
Rùm	Rùm
Seòras VI	Georgo la 6-a (Britio)
Òrgan	Orgeno
Grant County, Washington	Kantono Grant (Vaŝingtonio)
Nicholas County, Virginia an Iar	Kantono Nicholas (Okcidenta Virginio)
Lafayette, Calafòrnia	Lafayette (Kalifornio)
Adhbharachas	Agnostikismo
Marjorie Estiano	Marjorie Estiano
Iain Stiubhart, 3mh Iarla Bhoid	John Stuart, 3a Grafo de Bute
Linn	Linn
Lee County, Carolina a Deas	Kantono Lee (Suda Karolino)
Skamania County, Washington	Kantono Skamania (Vaŝingtonio)
Quidditch	Quidditch
Jean-Claude Van Damme	Jean-Claude Van Damme
Oilthigh Shalamanca	Universitato de Salamanko
Crogall	Krokodilo
Prionnsalachd Schaumburg-Lippe	Ŝaŭmburgo-Lipo
Lüneburger Heide	Lüneburger Heide
Mariana na h-Ostaire	Mariana de Aŭstrio
Fachach	Fraterkulo
Andy Griffith	Andy Griffith
Seumas Mac a' Phearsain	James Macpherson
Johan Gadolin	Johan Gadolin
William Petty, 2nd Earl of Shelburne	Grafo de Shelburne
Iain Banks	Iain Banks
Prionnsa Teàrlach Stiùbhart	Charles Edward Stuart
Claude Louis Berthollet	Claude Louis Berthollet
Uilleam I na h-Alba	Vilhelmo la 1-a (Skotlando)
Daniel Rutherford	Daniel Rutherford
Johan August Arfwedson	Johan August Arfwedson
Bodach na Nollaige	Kristnaska Viro
Michiel de Ruyter	Michiel de Ruyter
Owain Glyndŵr	Owain Glyndŵr
Toirt am bruid	Homforkapto
Johan de Witt	Johan de Witt
Baralachas	Konjekto (matematiko)
Alasdair MacCoinnich	Alexander Mackenzie
Pasto	San Juan de Pasto
Colombey-les-Deux-Églises	Colombey-les-Deux-Églises
Tulach Mhór	Tullamore
Gòbhlan-monaidh	Alpa apuso
Fairfield, Calafòrnia	Fairfield (Kalifornio)
Wąbrzeźno	Wąbrzeźno
Bàta-iasgaich	Fiŝkapta ŝipo
Naoimh	Listo de sanktuloj
Armenia (baile)	Armenia (Kindio)
Connochaetes taurinus	Blua gnuo
Clarksville, Tennessee	Clarksville (Tenesio)
Creideamh	Listo de Religioj
Raidió Teilifís Éireann	Raidió Teilifís Éireann
Feòladair	Buĉisto
Adhlaic	Entombigo
Oak Park, Illinois	Oak Park (Ilinojo)
Tighearna	Lordo
The Two Towers (leabhar)	La Mastro de l' Ringoj: La Du Turoj (libro)
Dòmhnall Mac an Deòir	Donald Dewar
Newport News, Virginia	Newport News
Aspergillus	Aspergillus
Popayán	Popayán
Kappa (Creutair Miotas-eolasach)	Kapao
Fàsach Shirianach	Siria Dezerto
Achadh na Càiridh	Achnacarry
Fairfax County, Virginia	Kantono Fairfax
İstiklâl Marşı	İstiklâl Marşı
Adams County, Wisconsin	Kantono Adams (Viskonsino)
Picseal	Rastrumero
Oilthigh Coimbra	Universitato de Koimbro
Hardy County, Virginia an Iar	Kantono Hardy (Okcidenta Virginio)
Waukesha County, Wisconsin	Kantono Waukesha
Escondido, Calafòrnia	Escondido
Dodge County, Wisconsin	Kantono Dodge (Viskonsino)
Jeddah	Ĝido
Chittagong	Ĉitagongo
Valledupar	Valledupar
Pleasants County, Virginia an Iar	Kantono Pleasants (Okcidenta Virginio)
Rob Ruadh MacGriogair	Robert Roy MacGregor
Charles Hatchett	Charles Hatchett
Fulangas Naomh Mata	Matthäuspassion (Bach)
Co-ghnìomhair	Adverbo
Flugelhorn	Flugilkorno
Jefferson County, Washington	Kantono Jefferson (Vaŝingtonio)
Deisciobal	Disĉiplo
Washington County, Iowa	Kantono Washington (Iovao)
Gazella dorcas	Dorkas-gazelo
Soisgeul Mhata	Evangelio laŭ Mateo
Creag Ealasaid	Ailsa Craig
Hywel Dda	Hywel Dda
Mars	Mars
Caernarfon	Caernarfon
Bàn-dhearg	Roza
Alt	Alt
Asgair	Apostrofo
Torgny Lindgren	Torgny Lindgren
Pàpa Frangan	Francisko (papo)
Leabhar Mhormoin	Libro de Mormon
Lakewood, Colorado	Lakewood (Koloradio)
Coireall còsagail	Alveolara trilo
Nathair-ghleadhrach	Krotalo
Fàsach Nubianach	Nubia dezerto
Sandra Roelofs	Sandra Roelofs
Nevenoe	Nevenoeo
Bryan Gunn	Bryan Gunn
Mochi	Moĉio
Lemuria	Lemurio (kontinento)
Villeblevin	Villeblevin
Snàthad an duine mhairbh	Tipoledoj
Pastra	Bakaĵo
Port Adhair Tan Son Nhat	Flughaveno Tan Son Nhat
Deuchainn-lann	Laboratorio
Meatailt Bàis	Mortmetalo
Bòrd-iarnaigidh	Gladilo
Stevens County, Washington	Kantono Stevens (Vaŝingtonio)
Okanogan County, Washington	Kantono Okanogan (Vaŝingtonio)
Caingeiseachd	Pentekosta Kristanismo
Bodach-sneachda	Neĝhomo
Pacific County, Washington	Kantono Pacific (Vaŝingtonio)
Wahkiakum County, Washington	Kantono Wahkiakum (Vaŝingtonio)
Tì uaine	Verda teo
San Juan County, Washington	Kantono San Juan (Vaŝingtonio)
Lincoln County, Washington	Kantono Lincoln (Vaŝingtonio)
Whitman County, Washington	Kantono Whitman (Vaŝingtonio)
Kitsap County, Washington	Kantono Kitsap (Vaŝingtonio)
Andrew Carnegie	Andrew Carnegie
Berkeley, Calafòrnia	Berkeley (Kalifornio)
Eisleben	Eisleben
Armachd	Kiraso
Spokane County, Washington	Kantono Spokane (Vaŝingtonio)
Wayne County, Nebraska	Kantono Wayne (Nebrasko)
Pend Oreille County, Washington	Kantono Pend Oreille (Vaŝingtonio)
Walla Walla County, Washington	Kantono Walla Walla
Ferrol	Ferrol
Winneshiek County, Iowa	Kantono Winneshiek (Iovao)
Story County, Iowa	Kantono Story (Iovao)
Hancock County, Iowa	Kantono Hancock (Iovao)
Marion County, Iowa	Kantono Marion (Iovao)
Humboldt County, Iowa	Kantono Humboldt (Iovao)
Wayne County, Iowa	Kantono Wayne (Iovao)
Worth County, Iowa	Kantono Worth (Iovao)
Wapello County, Iowa	Kantono Wapello (Iovao)
Poweshiek County, Iowa	Kantono Poweshiek (Iovao)
Scott County, Iowa	Kantono Scott (Iovao)
Monona County, Iowa	Kantono Monona (Iovao)
Hardin County, Iowa	Kantono Hardin (Iovao)
Shelby County, Iowa	Kantono Shelby (Iovao)
Plymouth County, Iowa	Kantono Plymouth (Iovao)
Mitchell County, Iowa	Kantono Mitchell (Iovao)
Glendale, Calafòrnia	Glendale (Kalifornio)
Mills County, Iowa	Kantono Mills (Iovao)
Webster County, Iowa	Kantono Webster (Iovao)
Harrison County, Iowa	Kantono Harrison (Iovao)
Jasper County, Iowa	Kantono Jasper (Iovao)
Linn County, Iowa	Kantono Linn (Iovao)
Johnson County, Iowa	Kantono Johnson (Iovao)
Ringgold County, Iowa	Kantono Ringgold (Iovao)
Jackson County, Iowa	Kantono Jackson (Iovao)
Lee County, Iowa	Kantono Lee (Iovao)
Lyon County, Iowa	Kantono Lyon (Iovao)
Osceola County, Iowa	Kantono Osceola (Iovao)
