Áfríkà	Afriko
8656 Cupressus	8656 Cupressus
8892 Kakogawa	8892 Kakogawa
3286 Anatoliya	3286 Anatoliya
6405 Komiyama	6405 Komiyama
5395 Shosasaki	5395 Shosasaki
2491 Tvashtri	2491 Tvaŝtro
13853 Jenniferfritz	13853 Jenniferfritz
9189 Hölderlin	9189 Hölderlin
10958 Mont Blanc	10958 Blanka Monto
14149 Yakowitz	14149 Yakowitz
15417 Babylon	15417 Babilono
6617 Boethius	6617 Boecio
9143 Burkhead	9143 Burkhead
3667 Anne-Marie	3667 Anne-Marie
10055 Silcher	10055 Silcher
6830 Johnbackus	6830 Johnbackus
10320 Reiland	10320 Reiland
5444 Gautier	5444 Gautier
8725 Keiko	8725 Keiko
3256 Daguerre	3256 Daguerre
9917 Keynes	9917 Keynes
2427 Kobzar	2427 Kobzar
3821 Sonet	3821 Sonet
(8997) 1981 ES14	8997 Davidblewett
5774 Ratliff	5774 Ratliff
5666 Rabelais	5666 Rabelais
10117 Tanikawa	10117 Tanikawa
5589 De Meis	5589 De Meis
(8139) 1980 UM1	8139 Paulabell
5077 Favaloro	5077 Favaloro
8738 Saji	8738 Saji
Denis Golovanov	Denis Golovanov
11134 České Budějovice	11134 České Budějovice
11264 Claudiomaccone	11264 Claudiomaccone
5695 Remillieux	5695 Remillieux
9748 van Ostaijen	9748 van Ostaijen
9470 Jussieu	9470 Jussieu
6999 Meitner	6999 Meitner
(6328) 1991 NL1	(6328) 1991 NL1
(6341) 1993 UN3	(6341) 1993 UN3
(6343) 1993 VK	(6343) 1993 VK
(6344) 1993 VM	(6344) 1993 VM
(6347) 1995 BM4	(6347) 1995 BM4
(6348) 1995 CH1	(6348) 1995 CH1
(6360) 1978 UA7	(6360) 1978 UA7
(6361) 1978 VL11	(6361) 1978 VL11
(6367) 1982 FY2	(6367) 1982 FY2
(6368) 1983 RM3	6368 Richardmenendez
(6369) 1983 UC	(6369) 1983 UC
(6378) 1987 SE13	(6378) 1987 SE13
(6382) 1988 EL	(6382) 1988 EL
(6387) 1989 WC	(6387) 1989 WC
(6388) 1989 WL1	(6388) 1989 WL1
(6393) 1990 HM1	(6393) 1990 HM1
(6394) 1990 QM2	(6394) 1990 QM2
(6397) 1991 BJ	(6397) 1991 BJ
6402 Holstein	6402 Holstinio
6403 Steverin	6403 Steverino
6404 Vanavara	6404 Vanavaro
(6406) 1992 MJ	(6406) 1992 MJ
(6407) 1992 PF2	(6407) 1992 PF2
6408 Saijo	6408 Saijo
(6409) 1992 VC	(6409) 1992 VC
6412 Kaifu	6412 Kaifu
6413 Iye	6413 Iye
(6415) 1993 VR3	(6415) 1993 VR3
6416 Nyukasayama	6416 Nyukasayama
6418 Hanamigahara	6418 Hanamigaharo
6420 Riheijyaya	6420 Riheiĵjajo
(6421) 1993 XS1	(6421) 1993 XS1
6423 Harunasan	6423 Harunasano
6424 Ando	6424 Ando
6426 Vanýsek	6426 Vanýsek
(6425) 1994 WZ3	(6425) 1994 WZ3
6429 Brancusi	6429 Brancusi
(6430) 1964 UP	(6430) 1964 UP
6432 Temirkanov	6432 Temirkanov
6434 Jewitt	6434 Jewitt
6436 Coco	6436 Coco
6437 Stroganov	6437 Stroganov
6438 Suárez	6438 Suárez
6441 Milenajesenská	6441 Milenajesenská
6445 Bellmore	6445 Bellmore
6447 Terrycole	6447 Terrycole
(6448) 1991 CW	(6448) 1991 CW
(6450) 1991 GV1	6450 Masahikohayashi
6452 Johneuller	6452 Johneuller
(6453) 1991 NY	(6453) 1991 NY
6457 Kremsmünster	6457 Kremsmunstero
6458 Nouda	6458 Nouda
6459 Hidesan	6459 Hidesano
6460 Bassano	6460 Bassano
(6461) 1993 VB5	6461 Adam
6464 Kaburaki	6464 Kaburaki
6465 Zvezdotchet	6465 Zvezdoĉeto
(6466) 1979 MU8	(6466) 1979 MU8
6467 Prilepina	6467 Prilepina
5017 Tenchi	5017 Tenchi
6472 Rosema	6472 Rosema
6473 Winkler	6473 Winkler
6474 Choate	6474 Choate
6475 Refugium	6475 Refugio
(6477) 1988 AE5	(6477) 1988 AE5
6479 Leoconnolly	6479 Leoconnolly
6482 Steiermark	6482 Ŝtejermarko
6484 Barthibbs	6484 Barthibbs
(6486) 1991 FO	(6486) 1991 FO
(6492) 1991 OH1	(6492) 1991 OH1
6493 Cathybennett	6493 Cathybennett
(6495) 1992 UB1	(6495) 1992 UB1
6497 Yamasaki	6497 Yamasaki
6498 Ko	6498 Ko
6499 Michiko	6499 Michiko
6501 Isonzo	6501 Isonzo
6505 Muzzio	6505 Muzzio
(6502) 1993 XR1	(6502) 1993 XR1
(6507) 1982 QD	(6507) 1982 QD
(6509) 1983 CQ3	(6509) 1983 CQ3
6511 Furmanov	6511 Furmanov
(6513) 1987 UW1	(6513) 1987 UW1
6518 Vernon	6518 Vernon
6520 Sugawa	6520 Sugawa
6521 Pina	6521 Pinao
6525 Ocastron	6525 Okastrono
6527 Takashiito	6527 Takashiito
6537 Adamovich	6537 Adamovich
6540 Stepling	6540 Stepling
6541 Yuan	6541 Yuan
6542 Jacquescousteau	6542 Jacquescousteau
6544 Stevendick	6544 Stevendick
6546 Kaye	6546 Kaye
(6548) 1988 BO4	(6548) 1988 BO4
6550 Parléř	6550 Parléř
(6551) 1988 XP	(6551) 1988 XP
6552 Higginson	6552 Higginson
6553 Seehaus	6553 Seehaus
6554 Takatsuguyoshida	6554 Takatsuguyoshida
(6555) 1989 UU1	(6555) 1989 UU1
6556 Arcimboldo	6556 Arcimboldo
6558 Norizuki	6558 Norizuki
6560 Pravdo	6560 Pravdo
Ìfrìkíyà	Ifrikio
Salve, Oh Patria	Nacia himno de Ekvadoro
9999 Wiles	9999 Wiles
Orin-ìyìn Orílẹ̀-èdè Paragúáì	Paraguayos, República o muerte
Arauca, Arauca	Araŭko (Kolombio)
5837 Hedin	5837 Hedin
14513 Alicelindner	14513 Alicelindner
2509 Chukotka	2509 Ĉukotko
2079 Jacchia	2079 Jacchia
3857 Cellino	3857 Cellino
2854 Rawson	2854 Rawson
7173 Sepkoski	7173 Sepkoski
16022 Wissnergross	16022 Wissnergross
10479 Yiqunchen	10479 Yiqunchen
2284 San Juan	2284 San Juan
11775 Köhler	11775 Köhler
3785 Kitami	3785 Kitami
Àsìá ilẹ̀ àwọn Azores	Flago de la Acoroj
15421 Adammalin	15421 Adammalin
3769 Arthurmiller	3769 Arthurmiller
8237 Constable	8237 Constable
14588 Pharrams	14588 Pharrams
7469 Krikalev	7469 Krikalev
12530 Richardson	12530 Richardson
14134 Penkala	14134 Penkala
7206 Shiki	7206 Shiki
5865 Qualytemocrina	5865 Kvalitemokrino
3526 Jeffbell	3526 Jeffbell
3282 Spencer Jones	3282 Spencer Jones
8102 Yoshikazu	8102 Yoshikazu
3074 Popov	3074 Popov
5198 Fongyunwah	5198 Fongyunwah
6808 Plantin	6808 Plantin
7707 Yes	7707 Yes
13840 Wayneanderson	13840 Wayneanderson
13434 Adamquade	13434 Adamquade
3545 Gaffey	3545 Gaffey
3096 Bezruč	3096 Bezruč
Yunifásítì ìlú Pula	Universitato Juraj Dobrila de Pula
4712 Iwaizumi	4712 Ivaizumo
7848 Bernasconi	7848 Bernasconi
8875 Fernie	8875 Fernie
8836 Aquifolium	8836 Aquifolium
2313 Aruna	2313 Aruno
(4830) 1988 RG4	4830 Thomascooley
9077 Ildo	9077 Ildo
15622 Westrich	15622 Westrich
5488 Kiyosato	5488 Kijosato
9797 Raes	9797 Raes
8600 Arundinaceus	8600 Arundinaceus
8165 Gnädig	8165 Gnädig
7291 Hyakutake	7291 Hyakutake
6855 Armellini	6855 Armellini
9692 Kuperus	9692 Kuperus
8222 Gellner	8222 Gellner
2955 Newburn	2955 Newburn
(5818) 1989 RC1	(5818) 1989 RC1
5997 Dirac	5997 Dirac
14959 TRIUMF	14959 TRIUMF
(7018) 1992 DF	(7018) 1992 DF
8579 Hieizan	8579 Hieizan
6561 Gruppetta	6561 Gruppetta
6562 Takoyaki	6562 Takojako
6565 Reiji	6565 Reiĵio
6567 Shigemasa	6567 Ŝigemaso
6570 Tomohiro	6570 Tomohiro
6571 Sigmund	6571 Sigmund
6574 Gvishiani	6574 Gvishiani
8194 Satake	8194 Satake
6575 Slavov	6575 Slavov
6576 Kievtech	6576 Kievteĥo
(6577) 1978 VB6	(6577) 1978 VB6
6578 Zapesotskij	6578 Zapesotskij
10221 Kubrick	10221 Kubrick
7391 Strouhal	7391 Strouhal
9490 Gosemeijer	9490 Gosemeijer
4963 Kanroku	4963 Kanroku
15569 Feinberg	15569 Feinberg
3432 Kobuchizawa	3432 Kobuchizawa
7519 Paulcook	7519 Paulcook
9932 Kopylov	9932 Kopylov
7552 Sephton	7552 Sephton
5200 Pamal	5200 Pamalo
3697 Guyhurst	3697 Guyhurst
5850 Masaharu	5850 Masaharo
6966 Vietoris	6966 Vietoris
5047 Zanda	5047 Zanda
7161 Golitsyn	7161 Golitsyn
5431 Maxinehelin	5431 Maxinehelin
10877 Jiangnan Tianchi	10877 Jiangnan Tianchi
5546 Salavat	5546 Salavato
6579 Benedix	6579 Benedix
9326 Ruta	9326 Ruta
8053 Kleist	8053 Kleist
8108 Wieland	8108 Wieland
9176 Struchkova	9176 Struchkova
8660 Sano	8660 Sano
4917 Yurilvovia	4917 Jurilvovio
9305 Hazard	9305 Hazard
5726 Rubin	5726 Rubin
9510 Gurnemanz	9510 Gurnemanz
7251 Kuwabara	7251 Kuwabara
5915 Yoshihiro	5915 Yoŝihiro
8084 Dallas	8084 Dallas
11243 de Graauw	11243 de Graauw
6580 Philbland	6580 Philbland
7115 Franciscuszeno	7115 Franciscuszeno
6581 Sobers	6581 Sobers
8353 Megryan	8353 Megryan
6582 Flagsymphony	6582 Flagsimfonio
6583 Destinn	6583 Destinn
6584 Ludekpesek	6584 Ludekpesek
6586 Seydler	6586 Seydler
6820 Buil	6820 Buil
10952 Vogelsberg	10952 Vogelsberg
8909 Ohnishitaka	8909 Ohnishitaka
10837 Yuyakekoyake	10837 Yuyakekoyake
7622 Pergolesi	7622 Pergolesi
11084 Giò	11084 Giò
(5573) 1981 QX	(5573) 1981 QX
7515 Marrucino	7515 Maruĉino
3841 Dicicco	3841 Dicicco
(6588) 1985 RC4	(6588) 1985 RC4
6589 Jankovich	6589 Jankovich
6590 Barolo	6590 Barolo
(4697) 1986 QO	4697 Novaro
6591 Sabinin	6591 Sabinin
6592 Goya	6592 Goya
9823 Annantalová	9823 Annantalová
5571 Lesliegreen	5571 Lesliegreen
(6593) 1986 UV	(6593) 1986 UV
3725 Valsecchi	3725 Valsecchi
3782 Celle	3782 Celo
6594 Tasman	6594 Tasman
7114 Weinek	7114 Weinek
6599 Tsuko	6599 Tsuko
(9310) 1987 SV12	(9310) 1987 SV12
6600 Qwerty	6600 Kvertio
(6601) 1988 XK1	(6601) 1988 XK1
6602 Gilclark	6602 Gilclark
6603 Marycragg	6603 Marycragg
6604 Ilias	6604 Iliado
(6605) 1990 SM9	6605 Carmontelle
6606 Makino	6606 Makino
6608 Davidecrespi	6608 Davidecrespi
9203 Myrtus	9203 Myrtus
8750 Nettarufina	8750 Nettarufina
(6609) 1992 BN	(6609) 1992 BN
6610 Burwitz	6610 Burwitz
6612 Hachioji	6612 Haĉioĵo
6614 Antisthenes	6614 Antisteno
6616 Plotinos	6616 Plotino
(6618) 1936 SO	(6618) 1936 SO
6619 Kolya	6619 Koljo
6620 Peregrina	6620 Peregrino
9931 Herbhauptman	9931 Herbhauptman
9995 Alouette	9995 Alouette
(6623) 1979 MY2	(6623) 1979 MY2
10255 Taunus	10255 Taunus
(6624) 1980 SG	(6624) 1980 SG
5988 Gorodnitskij	5988 Gorodnitskij
(6627) 1981 FT	(6627) 1981 FT
6642 Henze	6642 Henze
6643 Morikubo	6643 Morikubo
5549 Bobstefanik	5549 Bobstefanik
3741 Rogerburns	3741 Rogerburns
3311 Podobed	3311 Podobed
3934 Tove	3934 Tovo
6774 Vladheinrich	6774 Vladheinrich
2441 Hibbs	2441 Hibbs
7158 IRTF	7158 IRTF
7203 Sigeki	7203 Sigeki
5201 Ferraz-Mello	5201 Ferraz-Mello
9253 Oberth	9253 Oberth
2616 Lesya	2616 Lesya
5962 Shikokutenkyo	5962 Shikokutenkyo
8561 Sikoruk	8561 Sikoruk
2887 Krinov	2887 Krinov
5093 Svirelia	5093 Svirelio
7913 Parfenov	7913 Parfenov
Augusto Tasso Fragoso	Augusto Fragoso
3710 Bogoslovskij	3710 Bogoslovskij
7379 Naoyaimae	7379 Naoyaimae
3458 Boduognat	3458 Boduognato
7824 Lynch	7824 Lynch
1957 Angara	1957 Angaro
(8140) 1981 EO15	8140 Hardersen
9865 Akiraohta	9865 Akiraohta
7239 Mobberley	7239 Mobberley
7315 Kolbe	7315 Kolbe
8812 Kravtsov	8812 Kravtsov
2572 Annschnell	2572 Annschnell
3754 Kathleen	3754 Kaslino
9633 Cotur	9633 Cotur
7844 Horikawa	7844 Horikawa
4620 Bickley	4620 Biklejo
6866 Kukai	6866 Kukai
8933 Kurobe	8933 Kurobe
9384 Aransio	9384 Aransio
Àmì ọ̀pá àṣẹ ilẹ̀ Palẹstínì	Blazono de Palestino
6932 Tanigawadake	6932 Tanigawadake
9134 Encke	9134 Encke
Tabora	Tabora
Agbègbè Zanzibar Àrin/Gúúsù	Regiono Centra-Suda Unguĵo
5165 Videnom	5165 Videnomo
5490 Burbidge	5490 Burbidge
7252 Kakegawa	7252 Kakegawa
3214 Makarenko	3214 Makarenko
9905 Tiziano	9905 Tiziano
3386 Klementinum	3386 Klementinum
10875 Veracini	10875 Veracini
5780 Lafontaine	5780 Lafontaine
7318 Dyukov	7318 Dyukov
9630 Castellion	9630 Castellion
3759 Piironen	3759 Piironen
3188 Jekabsons	3188 Jekabsons
7159 Bobjoseph	7159 Bobjoseph
(7181) 1991 PH12	(7181) 1991 PH12
9092 Nanyang	9092 Nanyang
4673 Bortle	4673 Bortle
3268 De Sanctis	3268 De Sanctis
6834 Hunfeld	6834 Hunfeld
8680 Rone	8680 Rone
9372 Vamlingbo	9372 Vamlingbo
8184 Luderic	8184 Luderic
2948 Amosov	2948 Amosov
14024 Procol Harum	14024 Procol Harum
2562 Chaliapin	2562 Chaliapin
7849 Janjosefrič	7849 Janjosefrič
7433 Pellegrini	7433 Pellegrini
3975 Verdi	3975 Verdi
8294 Takayuki	8294 Takayuki
12354 Hemmerechts	12354 Hemmerechts
2830 Greenwich	2830 Greenwich
4642 Murchie	4642 Murchie
2760 Kacha	2760 Kaĉo
12099 Meigooni	12099 Meigooni
6790 Pingouin	6790 Pinguino
Woking	Woking
7149 Bernie	7149 Bernie
3308 Ferreri	3308 Ferreri
7956 Yaji	7956 Yaji
Mtwara (ìlú)	Mtwara
4542 Mossotti	4542 Mossotti
2522 Triglav	2522 Triglavo
5277 Brisbane	5277 Brisbane
8302 Kazukin	8302 Kazukin
(5486) 1991 UT2	(5486) 1991 UT2
9425 Marconcini	9425 Marconcini
2596 Vainu Bappu	2596 Vainu Bappu
2438 Oleshko	2438 Oleshko
3337 Miloš	3337 Miloš
3510 Veeder	3510 Veeder
8097 Yamanishi	8097 Yamanishi
3127 Bagration	3127 Bagration
8238 Courbet	8238 Courbet
3895 Earhart	3895 Earhart
5661 Hildebrand	5661 Hildebrand
3913 Chemin	3913 Chemin
2523 Ryba	2523 Ryba
4592 Alkissia	4592 Alkisio
5329 Decaro	5329 Decaro
2976 Lautaro	2976 Lautaro
12753 Povenmire	12753 Povenmire
3488 Brahic	3488 Brahic
6049 Toda	6049 Toda
5317 Verolacqua	5317 Verolako
5466 Makibi	5466 Makibi
7948 Whitaker	7948 Whitaker
3303 Merta	3303 Merta
2160 Spitzer	2160 Spitzer
5366 Rhianjones	5366 Rhianjones
2326 Tololo	2326 Tololo
8944 Ortigara	8944 Ortigara
4932 Texstapa	4932 Tekstapo
7966 Richardbaum	7966 Richardbaum
2137 Priscilla	2137 Priscilla
10122 Fröding	10122 Fröding
3900 Knežević	3900 Knežević
7220 Philnicholson	7220 Philnicholson
8923 Yamakawa	8923 Yamakawa
9262 Bordovitsyna	9262 Bordovitsyna
9482 Rubéndarío	9482 Rubéndarío
3592 Nedbal	3592 Nedbal
7165 Pendleton	7165 Pendleton
9781 Jubjubbird	9781 Jubjubbird
5377 Komori	5377 Komori
7596 Yumi	7596 Yumi
6953 Davepierce	6953 Davepierce
2497 Kulikovskij	2497 Kulikovskij
3477 Kazbegi	3477 Kazbegi
2115 Irakli	2115 Irakli
7140 Osaki	7140 Osaki
8972 Sylvatica	8972 Sylvatica
6986 Asamayama	6986 Asamayama
10016 Yugan	10016 Yugan
3259 Brownlee	3259 Brownlee
9230 Yasuda	9230 Yasuda
8273 Apatheia	8273 Apatio
7953 Kawaguchi	7953 Kawaguchi
2359 Debehogne	2359 Debehogne
9244 Višnjan	9244 Višnjan
9020 Eucryphia	9020 Eucryphia
3985 Raybatson	3985 Raybatson
3956 Caspar	3956 Kasparo
9377 Metz	9377 Metz
9681 Sherwoodrowland	9681 Sherwoodrowland
(5467) 1988 AG	(5467) 1988 AG
3983 Sakiko	3983 Sakiko
8515 Corvan	8515 Corvan
6645 Arcetri	6645 Arcetri
9951 Tyrannosaurus	9951 Tyrannosaurus
3068 Khanina	3068 Khanina
9032 Tanakami	9032 Tanakami
6649 Yokotatakao	6649 Yokotatakao
8123 Canaletto	8123 Canaletto
5803 Ötzi	5803 Ecio
8753 Nycticorax	8753 Nycticorax
9147 Kourakuen	9147 Kourakuen
9053 Hamamelis	9053 Hamamelis
(6652) 1991 SJ1	(6652) 1991 SJ1
2552 Remek	2552 Remek
2928 Epstein	2928 Epstein
10286 Shnollia	10286 Shnollia
10158 Taroubou	10158 Taroubou
3210 Lupishko	3210 Lupishko
(6662) 1993 BP13	(6662) 1993 BP13
Bukoba	Bukobo
2627 Churyumov	2627 Churyumov
3869 Norton	3869 Norton
4618 Shakhovskoj	4618 Shakhovskoj
6753 Fursenko	6753 Fursenko
9249 Yen	9249 Yen
8475 Vsevoivanov	8475 Vsevoivanov
8323 Krimigis	8323 Krimigis
9879 Mammuthus	9879 Mammuthus
9543 Nitra	9543 Nitra
9088 Maki	9088 Maki
8257 Andycheng	8257 Andycheng
6687 Lahulla	6687 Lahulla
8127 Beuf	8127 Beuf
3527 McCord	3527 McCord
12291 Gohnaumann	12291 Gohnaumann
10955 Harig	10955 Harig
7035 Gomi	7035 Gomi
4602 Heudier	4602 Heudier
3385 Bronnina	3385 Bronnina
8780 Forte	8780 Forte
6690 Messick	6690 Messick
3076 Garber	3076 Garber
9006 Voytkevych	9006 Voytkevych
3428 Roberts	3428 Roberts
8494 Edpatvega	8494 Edpatvega
12755 Balmer	12755 Balmer
2645 Daphne Plane	2645 Daphne Plane
5614 Yakovlev	5614 Yakovlev
2187 La Silla	2187 La Silla
8077 Hoyle	8077 Hoyle
Carlos Prío Socarrás	Carlos Prío Socarrás
(6692) 1985 HL	(6692) 1985 HL
(6694) 1986 PF	(6694) 1986 PF
6696 Eubanks	6696 Eubanks
7704 Dellen	7704 Dellen
5402 Kejosmith	5402 Kejosmith
(9526) 1981 EC13	9526 Billmckinnon
6697 Celentano	6697 Celentano
(5271) 1979 MH7	5271 Kaylamaya
6707 Shigeru	6707 Ŝigero
3027 Shavarsh	3027 Shavarsh
3622 Ilinsky	3622 Ilinsky
6750 Katgert	6750 Katgert
8717 Richviktorov	8717 Richviktorov
2444 Lederle	2444 Lederle
5082 Nihonsyoki	5082 Nihonsjokio
3265 Fletcher	3265 Fletcher
1959 Karbyshev	1959 Karbyshev
3847 Šindel	3847 Šindel
3822 Segovia	3822 Segovia
8503 Masakatsu	8503 Masakatsu
5272 Dickinson	5272 Dickinson
9501 Ywain	9501 Ywain
2852 Declercq	2852 Declercq
5628 Preussen	5628 Prusio
6751 van Genderen	6751 van Genderen
6752 Ashley	6752 Aŝlejo
2822 Sacajawea	2822 Sacajawea
3484 Neugebauer	3484 Neugebauer
13530 Ninnemann	13530 Ninnemann
Cartagena, Colombia	Kartageno (Kolombio)
8046 Ajiki	8046 Ajiki
6906 Johnmills	6906 Johnmills
7238 Kobori	7238 Kobori
7453 Slovtsov	7453 Slovtsov
3498 Belton	3498 Belton
3549 Hapke	3549 Hapke
Ìpínlẹ̀ Kàtsínà	Kacina Ŝtato
9909 Eschenbach	9909 Eschenbach
7738 Heyman	7738 Heyman
6778 Tosamakoto	6778 Tosamakoto
13962 Delambre	13962 Delambre
7627 Wakenokiyomaro	7627 Wakenokiyomaro
6779 Perrine	6779 Perrine
3492 Petra-Pepi	3492 Petra-Pepi
2228 Soyuz-Apollo	2228 Soyuz-Apollo
9342 Carygrant	9342 Carygrant
3112 Velimir	3112 Velimir
12240 Droste-Hülshoff	12240 Droste-Hülshoff
5543 Sharaf	5543 Sharaf
4875 Ingalls	4875 Ingalls
(8629) 1981 EU26	(8629) 1981 EU26
8592 Rubetra	8592 Rubetra
13212 Jayleno	13212 Jayleno
(6785) 1990 VA7	(6785) 1990 VA7
13316 Llano	13316 Llano
3982 Kastel'	3982 Kasteľ
2659 Millis	2659 Millis
7186 Tomioka	7186 Tomioka
7972 Mariotti	7972 Mariotti
5078 Solovjev-Sedoj	5078 Solovjev-Sedoj
7130 Klepper	7130 Klepper
6989 Hoshinosato	6989 Hoshinosato
8432 Tamakasuga	8432 Tamakasuga
8769 Arctictern	8769 Arctictern
2724 Orlov	2724 Orlov
10670 Seminozhenko	10670 Seminozhenko
4702 Berounka	4702 Berounko
933 Susi	933 Suzio
2680 Mateo	2680 Mateo
2607 Yakutia	2607 Yakutia
5820 Babelsberg	5820 Babelsbergo
(6915) 1992 HH	(6915) 1992 HH
9584 Louchheim	9584 Louchheim
2890 Vilyujsk	2890 Vilyujsk
3133 Sendai	3133 Sendajo
6870 Pauldavies	6870 Pauldavies
2281 Biela	2281 Biela
5018 Tenmu	5018 Tenmu
8145 Valujki	8145 Valujki
8958 Stargazer	8958 Stargazer
(7922) 1983 CO3	(7922) 1983 CO3
2364 Seillier	2364 Seillier
9741 Solokhin	9741 Solokhin
9769 Nautilus	9769 Nautilus
7625 Louisspohr	7625 Louisspohr
8477 Andrejkiselev	8477 Andrejkiselev
7382 Bozhenkova	7382 Bozhenkova
9812 Danco	9812 Danco
3434 Hurless	3434 Hurless
2771 Polzunov	2771 Polzunov
3079 Schiller	3079 Schiller
3044 Saltykov	3044 Saltykov
5125 Okushiri	5125 Okuŝiro
8963 Collurio	8963 Collurio
7011 Worley	7011 Worley
5839 GOI	5839 GOI
7121 Busch	7121 Busch
8315 Bajin	8315 Bajin
4887 Takihiroi	4887 Takihiroi
10969 Perryman	10969 Perryman
9488 Huia	9488 Huia
7611 Hashitatsu	7611 Hashitatsu
7012 Hobbes	7012 Hobbes
3431 Nakano	3431 Nakano
9641 Demazière	9641 Demazière
(7034) 1994 YT2	(7034) 1994 YT2
9145 Shustov	9145 Shustov
4597 Consolmagno	4597 Consolmagno
9093 Sorada	9093 Sorada
2459 Spellmann	2459 Spellmann
(5586) 1990 RE6	(5586) 1990 RE6
2558 Viv	2558 Viv
3344 Modena	3344 Modena
3083 OAFA	3083 OAFA
(5339) 1992 CD	(5339) 1992 CD
7532 Pelhřimov	7532 Pelhřimov
5635 Cole	5635 Kolo
7797 Morita	7797 Morita
5491 Kaulbach	5491 Kaulbach
5866 Sachsen	5866 Sakseno
8866 Tanegashima	8866 Tanegashima
5282 Yamatotakeru	5282 Jamatotakero
Kàríbẹ́ánì	Karibio
(9730) 1982 FA	(9730) 1982 FA
3108 Lyubov	3108 Lyubov
8378 Sweeney	8378 Sweeney
13849 Dunn	13849 Dunn
4758 Hermitage	4758 Hermitaĵo
11169 Alkon	11169 Alkon
9533 Aleksejleonov	9533 Aleksejleonov
5422 Hodgkin	5422 Hodgkin
2290 Helffrich	2290 Helffrich
4741 Leskov	4741 Leskov
2658 Gingerich	2658 Gingerich
9612 Belgorod	9612 Belgorod
3625 Fracastoro	3625 Fracastoro
3979 Brorsen	3979 Brorsen
4605 Nikitin	4605 Nikitin
7082 La Serena	7082 La Serena
12771 Kimshin	12771 Kimshin
10138 Ohtanihiroshi	10138 Ohtanihiroshi
3195 Fedchenko	3195 Fedchenko
3546 Atanasoff	3546 Atanasoff
(5400) 1989 CM	(5400) 1989 CM
10186 Albéniz	10186 Albéniz
7721 Andrillat	7721 Andrillat
8962 Noctua	8962 Noctua
8581 Johnen	8581 Johnen
5831 Dizzy	5831 Didzio
13180 Fourcroy	13180 Fourcroy
10666 Feldberg	10666 Feldberg
5360 Rozhdestvenskij	5360 Rozhdestvenskij
9732 Juchnovski	9732 Juchnovski
7364 Otonkučera	7364 Otonkučera
5138 Gyoda	5138 Gjodo
8406 Iwaokusano	8406 Iwaokusano
14597 Waynerichie	14597 Waynerichie
7626 Iafe	7626 Iafe
8516 Hyakkai	8516 Hyakkai
5579 Uhlherr	5579 Uhlherr
2728 Yatskiv	2728 Yatskiv
2341 Aoluta	2341 Aoluta
10203 Flinders	10203 Flinders
7701 Zrzavý	7701 Zrzavý
3733 Yoshitomo	3733 Yoshitomo
8931 Hirokimatsuo	8931 Hirokimatsuo
13208 Fraschetti	13208 Fraschetti
(5057) 1987 DC6	(5057) 1987 DC6
2219 Mannucci	2219 Mannucci
2785 Sedov	2785 Sedov
3820 Sauval	3820 Sauval
4948 Hideonishimura	4948 Hideonishimura
8551 Daitarabochi	8551 Daitarabochi
5531 Carolientje	5531 Karoljentjo
2710 Veverka	2710 Veverka
9368 Esashi	9368 Esashi
8382 Mann	8382 Mann
5767 Moldun	5767 Molduno
10774 Eisenach	10774 Eisenach
3632 Grachevka	3632 Grachevka
8168 Rogerbourke	8168 Rogerbourke
3963 Paradzhanov	3963 Paradzhanov
4584 Akan	4584 Akano
3586 Vasnetsov	3586 Vasnetsov
9117 Aude	9117 Aude
9083 Ramboehm	9083 Ramboehm
5238 Naozane	5238 Naozano
7223 Dolgorukij	7223 Dolgorukij
6949 Zissell	6949 Zissell
3576 Galina	3576 Galina
5714 Krasinsky	5714 Krasinsky
10257 Garecynthia	10257 Garecynthia
7737 Sirrah	7737 Sirrah
3834 Zappafrank	3834 Zappafrank
5555 Wimberly	5555 Wimberly
3017 Petrovič	3017 Petrovič
7390 Kundera	7390 Kundera
3541 Graham	3541 Graham
4742 Caliumi	4742 Caliumi
3569 Kumon	3569 Kumon
9447 Julesbordet	9447 Julesbordet
5971 Tickell	5971 Tickell
9861 Jahreiss	9861 Jahreiss
3205 Boksenberg	3205 Boksenberg
2543 Machado	2543 Machado
2909 Hoshi-no-ie	2909 Hoshi-no-ie
8391 Kring	8391 Kring
7983 Festin	7983 Festin
12162 Bilderdijk	12162 Bilderdijk
12150 De Ruyter	12150 De Ruyter
9786 Gakutensoku	9786 Gakutensoku
14114 Randyray	14114 Randyray
10983 Smolders	10983 Smolders
9483 Chagas	9483 Chagas
3055 Annapavlova	3055 Annapavlova
2994 Flynn	2994 Flynn
8182 Akita	8182 Akita
7005 Henninghaack	7005 Henninghaack
2993 Wendy	2993 Wendy
6011 Tozzi	6011 Tozzi
4915 Solzhenitsyn	4915 Solzhenitsyn
15492 Nyberg	15492 Nyberg
12567 Herreweghe	12567 Herreweghe
9323 Hirohisasato	9323 Hirohisasato
7655 Adamries	7655 Adamries
5891 Gehrig	5891 Gehrig
2310 Olshaniya	2310 Olshaniya
4732 Froeschlé	4732 Froeschlé
15945 Raymondavid	15945 Raymondavid
Ifranid	Banu Ifran
9164 Colbert	9164 Colbert
9993 Kumamoto	9993 Kumamoto
5104 Skripnichenko	5104 Skripnichenko
3864 Søren	3864 Soreno
3266 Bernardus	3266 Bernardus
8436 Leucopsis	8436 Leucopsis
5605 Kushida	5605 Kushida
