ఆఫ్రికా	Afriko
మూస:Documentation	Ŝablono:Dok
వికీపీడియా:Bot/Requests for approvals	Vikipedio:Roboto/Permespeto
వికీపీడియా:సభ్యుల అనుమతి పట్టిక	Vikipedio:Rajtoj de uzantoj
వికీపీడియా:సంరక్షణ విధానం	Vikipedio:Ŝlosendaj paĝoj
డాక్టరేట్	Doktoro
వికీపీడియా:ఏకాభిప్రాయం	Vikipedio:Interkonsento
వికీపీడియా:వ్యక్తిగత దాడులు కూడదు	Vikipedio:Neniu persona atako
వర్గం:భాష వారిగా వికీపీడియనులు	Kategorio:Vikipediistoj laŭ lingvo
వికీపీడియా:అన్ని నియమాలను బేఖాతరు చెయ్యండి	Vikipedio:Ignoru regulojn
వికీపీడియా:ఐదు మూలస్తంభాలు	Vikipedio:Kvin principoj
వికీపీడియా:తటస్థ దృక్కోణం	Vikipedio:Neŭtrala vidpunkto
వికీపీడియా:మౌలిక పరిశోధనలు నిషిద్ధం	Vikipedio:Ne faru originalan esploradon
వికీపీడియా:3RR నియమం	Vikipedio:Regulo de tri malfaroj
వికీపీడియా:కొత్తవారిని ఆదరించండి	Vikipedio:Estu afabla al novuloj
వికీపీడియా:విషయ ప్రాముఖ్యత	Vikipedio:Menciindeco
వికీపీడియా:బయటి లింకులు	Vikipedio:Eksteraj ligiloj
వికీపీడియా:సంతకం	Helpo:Subskribo
వికీపీడియా:మంచి విశ్వాసం	Vikipedio:Supozu bonajn intencojn
వికీపీడియా:జీవించి ఉన్నవారి చరిత్రలు	Vikipedio:Biografioj de vivantaj homoj
వికీపీడియా:దుశ్చర్య	Vikipedio:Vandalismo
వికీపీడియా:త్వరిత తొలగింపు	Vikipedio:Regularo pri tuja forigado
శెఒంగ్ జైగి	Sung Jae-gi
అయేషా బింత్ అబూ బకర్	Aiŝa
వాణిజ్యశాస్త్రం	Profitcela organizaĵo
మూస:Softredirect	Ŝablono:Intervikia plusendilo
మూస:తొలగించు	Ŝablono:Forigu tuj
ఖతి	Tiparo
వర్గం:సాంకేతిక విజ్ఞానం	Kategorio:Teknologio
వర్గం:వరల్డ్ వైడ్ వెబ్	Kategorio:Tut-Tera Teksaĵo
అబద్దం	Mensogo
న్యాయ మీమాంస	Jurfilozofio
వర్గం:భాష	Kategorio:Lingvoj
వికీపీడియా:కొత్త పేజీని ఎలా ప్రారంభించాలి	Helpo:Kiel krei paĝon
వర్గం:వికీపీడియా	Kategorio:Vikipedio
వికీపీడియా:మమ్మల్ని కలవండి	Vikipedio:Malgarantio
వర్గం:తెగిపోయిన ఫైలులింకులు గల పేజీలు	Kategorio:Paĝoj kun eraraj dosierligiloj
స్మారకచిహ్నం	Monumento
సైనికుడు (జవాన్)	Soldato
వికీపీడియా:Statistics	Vikipedio:Statistiko
వికీపీడియా:శైలి	Vikipedio:Stilogvido
వికీపీడియా:తెవికీ సెలవు	Vikipedio:Vikipaŭzo
వికీపీడియా:తొలగింపు విధానం	Vikipedio:Reguloj pri forigado
మూస:Navbox	Ŝablono:Navigilo2
కంగారూ	Kanguruo
న్యాయం	Justeco
లిలియం	Lilio
మూస:Nutshell	Ŝablono:Resumo
సహాయం:లింకు	Helpo:Ligi
బహుమతి (ప్రైజ్)	Premio
వర్గం:జీవిస్తున్న ప్రజలు	Kategorio:Vivantaj homoj
మూస:మూలాలు అవసరం	Ŝablono:Mankas fonto
వర్గం:టెన్నిస్	Kategorio:Teniso
వర్గం:కంప్యూటర్	Kategorio:Aplikata komputiko
మూస:!	Ŝablono:!
వర్గం:Flag templates	Kategorio:Ŝablonoj landonomoj kun flageto
మూస:!!	Ŝablono:!!
మూస:Navbar	Ŝablono:Tnavbar
మూస:Trim	Ŝablono:Trim
మూస:Anchor	Ŝablono:Ankro
వికీపీడియా:వికీపీడియాలో తప్పకుండా ఉండవలసిన వ్యాసాలు	Vikipedio:Listo de havendaj artikoloj
వర్గం:జూలై	Kategorio:Julio
వర్గం:సంఖ్యలు	Kategorio:Nombroj
వర్గం:జూన్	Kategorio:Junio
వర్గం:దస్తావేజులు	Kategorio:Dokumentoj
వర్గం:పుస్తకాలు	Kategorio:Libroj
మూస:వికీసోర్స్	Ŝablono:Vikifontaro
మూస:Babel	Ŝablono:Babelejo
మూస:Commons	Ŝablono:Commons
మూస:Reflist	Ŝablono:Referencoj
మూస:AGO	Ŝablono:AGO
వికీపీడియా:మూలాలు	Vikipedio:Citi fontojn
వికీపీడియా:అన్వేషణ	Helpo:Serĉado
మూస:Gnunote	Ŝablono:Gnunote
మూస:మొలక	Ŝablono:Ĝermo
మూస:User eo-1	Ŝablono:Vikipediisto eo-1
మూస:See also	Ŝablono:Vidu ankaŭ
మూస:User da-2	Ŝablono:Vikipediisto da-2
మూస:User da	Ŝablono:Vikipediisto da
మూస:User eo-3	Ŝablono:Vikipediisto eo-3
మూస:సభ్యులు de	Ŝablono:Vikipediisto de
మూస:User de-1	Ŝablono:Vikipediisto de-1
మూస:User es	Ŝablono:Vikipediisto es
మూస:User en-3	Ŝablono:Vikipediisto en-3
మూస:User en-1	Ŝablono:Vikipediisto en-1
మూస:User en-2	Ŝablono:Vikipediisto en-2
మూస:User en	Ŝablono:Vikipediisto en
మూస:User de-2	Ŝablono:Vikipediisto de-2
మూస:User es-1	Ŝablono:Vikipediisto es-1
మూస:User fr-1	Ŝablono:Vikipediisto fr-1
వర్గం:జీవితం	Kategorio:Vivo
మూస:User he-2	Ŝablono:Vikipediisto he-2
మూస:User ja-4	Ŝablono:Vikipediisto ja-4
మూస:User ja	Ŝablono:Vikipediisto ja
మూస:User ja-1	Ŝablono:Vikipediisto ja-1
మూస:User fr	Ŝablono:Vikipediisto fr
వికీపీడియా:వికీపీడియాను ఉదహరించడం	Vikipedio:Citado kaj reuzado de la enhavo de Vikipedio
వర్గం:పర్యాటక రంగం	Kategorio:Turismo
వర్గం:ఫిబ్రవరి	Kategorio:Februaro
వర్గం:1957	Kategorio:1957
వర్గం:1949	Kategorio:1949
వర్గం:1927	Kategorio:1927
వర్గం:1919	Kategorio:1919
వర్గం:కీటకాలు	Kategorio:Insektoj
మూస:HRV	Ŝablono:HRV
వర్గం:ఆసియా	Kategorio:Azio
వర్గం:చిలీ	Kategorio:Ĉilio
వర్గం:21 వ శతాబ్దం	Kategorio:21-a jarcento
వర్గం:User uk	Kategorio:Vikipediisto uk
వర్గం:దక్షిణ అమెరికా	Kategorio:Sudameriko
వర్గం:1930	Kategorio:1930
వర్గం:User uk-N	Kategorio:Vikipediisto uk-D
వర్గం:1936	Kategorio:1936
వర్గం:1947	Kategorio:1947
మూస:Intricate template	Ŝablono:Esotera
వర్గం:1937	Kategorio:1937
వర్గం:1940	Kategorio:1940
వర్గం:1934	Kategorio:1934
వర్గం:1960	Kategorio:1960
వర్గం:1943	Kategorio:1943
వర్గం:1951	Kategorio:1951
వర్గం:1942	Kategorio:1942
వర్గం:1959	Kategorio:1959
వర్గం:1938	Kategorio:1938
వర్గం:1928	Kategorio:1928
వర్గం:1913	Kategorio:1913
వర్గం:1918	Kategorio:1918
వర్గం:1954	Kategorio:1954
వర్గం:1941	Kategorio:1941
వర్గం:1955	Kategorio:1955
వర్గం:1950	Kategorio:1950
వర్గం:1921	Kategorio:1921
వర్గం:1977	Kategorio:1977
వర్గం:1946	Kategorio:1946
వర్గం:1948	Kategorio:1948
వర్గం:1932	Kategorio:1932
వర్గం:ఫుట్ బాల్	Kategorio:Futbalo
వర్గం:1945	Kategorio:1945
మూస:Mod	Ŝablono:Mod
వర్గం:1923	Kategorio:1923
వర్గం:1935	Kategorio:1935
వర్గం:1910	Kategorio:1910
వర్గం:1917	Kategorio:1917
వర్గం:1904	Kategorio:1904
వర్గం:1926	Kategorio:1926
వర్గం:1907	Kategorio:1907
వర్గం:1914	Kategorio:1914
మూస:ISO639-3Documentation	Ŝablono:ISO639-3 ligilo
వర్గం:1929	Kategorio:1929
వర్గం:1920	Kategorio:1920
వర్గం:1925	Kategorio:1925
మూస:User uk	Ŝablono:Vikipediisto uk
వర్గం:1905	Kategorio:1905
వర్గం:1915	Kategorio:1915
మూస:User es-2	Ŝablono:Vikipediisto es-2
వర్గం:విజ్ఞాన సర్వస్వాలు	Kategorio:Enciklopedioj
వర్గం:1908	Kategorio:1908
మూస:Welcome	Ŝablono:Bonvenon
వర్గం:1901	Kategorio:1901
వర్గం:1903	Kategorio:1903
వర్గం:1902	Kategorio:1902
వర్గం:1900	Kategorio:1900
వర్గం:1933	Kategorio:1933
వర్గం:1912	Kategorio:1912
వర్గం:1952	Kategorio:1952
వర్గం:1911	Kategorio:1911
వర్గం:1922	Kategorio:1922
మూస:ITA	Ŝablono:ITA
వర్గం:1924	Kategorio:1924
మూస:క్లిక్	Ŝablono:Ligo el bildo
వర్గం:1906	Kategorio:1906
మూస:BOL	Ŝablono:BOL
మూస:Wikivar	Ŝablono:Wikivar
వర్గం:User fr-1	Kategorio:Vikipediisto fr-1
మూస:వికీవ్యాఖ్య	Ŝablono:Vikicitaro
మూస:Image label	Ŝablono:Marko sur bildo
మూస:DavisCupplayerlink	Ŝablono:Davisa Pokalo
మూస:MAR	Ŝablono:MAR
మూస:MDG	Ŝablono:MDG
మూస:Infobox Musical artist	Ŝablono:Informkesto muzika artisto
మూస:Collapsible list	Ŝablono:Kaŝebla listo
మూస:PSE	Ŝablono:PSE
మూస:Ambox	Ŝablono:ArtikolaMesaĝokesto
మూస:TWN	Ŝablono:TWN
మూస:Navigational templates	Ŝablono:Navigilaro
మూస:MYT	Ŝablono:MYT
మూస:సభ్యుల డబ్బా అడుగు	Ŝablono:Uzantoskatolaro/fino
మూస:Switch	Ŝablono:Switch
మూస:/template	Ŝablono:Informkesto lando
మూస:Infobox Software	Ŝablono:Informkesto programaro
మూస:STP	Ŝablono:STP
మూస:VEN	Ŝablono:VEN
మూస:Wide image	Ŝablono:Granda dosiero
మూస:UKR	Ŝablono:UKR
మూస:Infobox Military Conflict	Ŝablono:Informkesto milito
వికీపీడియా:ప్రశ్నలు	Helpo:Kie demandi
మూస:Px	Ŝablono:Px
మూస:చేశాను	Ŝablono:Farita
మూస:ఆడియో	Ŝablono:Aŭdio
మూస:సభ్యుల డబ్బా మూత	Ŝablono:Uzantoskatolaro/komenco
మూస:Infobox Political Party	Ŝablono:Informkesto politika partio
మూస:ROU	Ŝablono:ROU
మూస:BHR	Ŝablono:BHR
మూస:Tmbox	Ŝablono:DiskutaMesaĝokesto
మూస:S-start	Ŝablono:Komencskatolo
మూస:Age in years and days	Ŝablono:Aĝo en jaroj kaj tagoj
మూస:Nom	Ŝablono:Nomumita
మూస:DJI	Ŝablono:DJI
మూస:సమాచారపెట్టె శాస్త్రవేత్త	Ŝablono:Informkesto sciencisto
మూస:Infobox university	Ŝablono:Informkesto universitato
మూస:Infobox Company	Ŝablono:Informkesto firmao
మూస:వికిబుక్స్	Ŝablono:Vikilibroj
మూస:User es-0	Ŝablono:Vikipediisto es-0
మూస:వంశవృక్షము	Ŝablono:Genealogia arbo
మూస:S-aft	Ŝablono:S-aft
మూస:విశేషవ్యాసం	Ŝablono:Elstara
వర్గం:1875 జననాలు	Kategorio:Naskiĝintoj en 1875
వర్గం:1856 జననాలు	Kategorio:Naskiĝintoj en 1856
మూస:Infobox Monarch	Ŝablono:Informkesto reganto
వర్గం:User en	Kategorio:Vikipediisto en
వర్గం:User en-2	Kategorio:Vikipediisto en-2
మూస:సమాచారపెట్టె	Ŝablono:Informkesto
వర్గం:1902 మరణాలు	Kategorio:Mortintoj en 1902
మూస:User eo	Ŝablono:Vikipediisto eo
వర్గం:వర్ణమాలలు	Kategorio:Alfabeto
మూస:Template other	Ŝablono:Ĉu ŝablono
మూస:Legend	Ŝablono:Priskribo
మూస:వెబ్ మూలము	Ŝablono:Citaĵo el la reto
మూస:User ru-4	Ŝablono:Vikipediisto ru-4
మూస:భౌగోళిక మూస	Ŝablono:GeoTemplate
వర్గం:అనువాదం	Kategorio:Traduko
వర్గం:నిర్మాణం	Kategorio:Konstruado
మూస:Pp-template	Ŝablono:Pp-ŝablono
మూస:·	Ŝablono:·
మూస:Wiktionary	Ŝablono:Vikivortaro
వర్గం:రోసేసి	Kategorio:Rozacoj
మూస:వికీసెలవు	Ŝablono:Vikipaŭzo
మూస:Dec	Ŝablono:DEK
మూస:Languageicon	Ŝablono:Ref-lang
మూస:Pp-semi-template	Ŝablono:Pp-duone-ŝablono
వర్గం:పర్వతాలు	Kategorio:Montoj
మూస:User ru	Ŝablono:Vikipediisto ru
వర్గం:20 వ శతాబ్దం	Kategorio:20-a jarcento
వర్గం:రాజకీయవేత్తలు	Kategorio:Politikistoj
మూస:ఇతరవాడుకలు	Ŝablono:Aliaj signifoj
గుడిసె	Kabano
వృక్షగృహం	Arba domo
మూస:GFDL-no-disclaimers	Ŝablono:GFDL
వర్గం:నోబెల్ శాంతి బహుమతి గ్రహీతలు	Kategorio:Nobel-premiitoj pri paco
మూస:Imbox	Ŝablono:BildaMesaĝokesto
మూస:Non-free use rationale	Ŝablono:Informkesto justa uzo
మూస:Birth date and age	Ŝablono:Naskiĝdato kaj aĝo
మూస:పాత చర్చల పెట్టె	Ŝablono:Arkivo
